Date,2018-12-31,2017-12-31
Depreciation & Amortization,117024000.0,0.0
Stock-based compensation,20633000.0,0.0
Operating Cash Flow,83469000.0,-1565273.0
Capital Expenditure,147606000.0,0.0
Acquisitions and disposals,-0.0,-0.0
Investment purchases and sales,-11475000.0,0.0
Investing Cash flow,-139573000.0,-324060000.0
Issuance (repayment) of debt,-5523000.0,-0.0
Issuance (buybacks) of shares,232390000.0,324429742.0
Dividend payments,-0.0,-0.0
Financing Cash Flow,79714000.0,326129911.0
Effect of forex changes on cash,0.0,0.0
Net cash flow / Change in cash,23610000.0,504638.0
Free Cash Flow,-64137000.0,-1565273.0
Net Cash/Marketcap,0.0,0.0
