date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-24_FY,2003-09-26_FY,2002-09-27_FY,2001-09-28_FY,2000-09-29_FY,1999-09-24_FY,1998-09-25_FY,1997-09-26_FY,1996-09-27_FY,1995-09-29_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,818000000.0,1034000000.0,856695000.0,636235000.0,529350000.0,502140000.0,480248000.0,367154000.0,295869000.0,278353000.0,228283000.0,152750000.0,235078000.0,250430000.0,214342000.0,151046000.0,127600000.0,86300000.0,79300000.0,96400000.0,125200000.0,85100000.0,92700000.0,98900000.0,66000000.0,46100000.0
,depreciationAndAmortization,119000000.0,112000000.0,98735000.0,84132000.0,72383000.0,68315000.0,64163000.0,66359000.0,51445000.0,40337000.0,39527000.0,34563000.0,27982000.0,22631000.0,19173000.0,17781000.0,16800000.0,18300000.0,22800000.0,31300000.0,23800000.0,20000000.0,16300000.0,13300000.0,11300000.0,9700000.0
,deferredIncomeTax,-39000000.0,-23000000.0,116549000.0,-11617000.0,-58798000.0,-23462000.0,-35171000.0,-31789000.0,2044000.0,-6008000.0,-25829000.0,-44671000.0,32422000.0,-11515000.0,-6097000.0,-4814000.0,-5100000.0,-14700000.0,-15900000.0,6500000.0,-4600000.0,-6800000.0,-8500000.0,-3200000.0,-200000.0,-400000.0
,stockBasedCompensation,120000000.0,112000000.0,103054000.0,96164000.0,76426000.0,71488000.0,69609000.0,61862000.0,55729000.0,40978000.0,41845000.0,31746000.0,0.0,0.0,0.0,0.0,17631000.0,14401000.0,8349000.0,16420000.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,28931000000.0,-752538000.0,-2526242000.0,61514000.0,-5138740000.0,-2379057000.0,491447000.0,-1085404000.0,-2230675000.0,2868751761.0,556930846.0,2935996757.0,-4368990770.0,-4515011216.0,-2930005650.0,-408976728.0,-607000000.0,-766000000.0,-73468000.0,545468000.0,-1256000000.0,-972000000.0,-443000000.0,-615000000.0,-493000000.0,-276000000.0
,accountsReceivables,127000000.0,696000000.0,-522372000.0,-50917000.0,-621161000.0,-56394000.0,-159562000.0,88162000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1544000000.0,-901000000.0,-62000000.0,-449000000.0,-126000000.0,-112000000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,2486000000.0,-1231000000.0,345996000.0,-1133283000.0,1817304000.0,594464000.0,-1800957000.0,1307607000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-503000000.0,-412000000.0,-677000000.0,-396000000.0,-349000000.0,511000000.0
,otherWorkingCapital,3083000000.0,-25848000000.0,-25095462000.0,-22569220000.0,-22630734000.0,-17491994000.0,-15112937000.0,-15604384000.0,-14518980000.0,-12288305000.0,-15157056761.0,-15713987607.0,-18649984364.0,-14280993594.0,-9765982378.0,-6835976728.0,-6427000000.0,-5820000000.0,-5054000000.0,-4980532000.0,-5526000000.0,-4270000000.0,-3298000000.0,-2855000000.0,-2240000000.0,-1747000000.0
,otherNonCashItems,57000000.0,73000000.0,-103156000.0,29879000.0,-64565000.0,-5111000.0,81154000.0,64325000.0,-11326000.0,-103110000.0,3935000.0,-11863000.0,106993000.0,73879000.0,48615000.0,56744000.0,58200000.0,54100000.0,45400000.0,62500000.0,-25800000.0,-4400000.0,-1300000.0,-5100000.0,-1600000.0,1700000.0
,netCashProvidedByOperatingActivites,4054000000.0,577000000.0,1903327000.0,1305936000.0,-518324000.0,899177000.0,507587000.0,659805000.0,391289000.0,1558441000.0,-1021393000.0,414416000.0,81034000.0,436571000.0,-38882000.0,434050000.0,-183100000.0,191200000.0,54200000.0,180500000.0,-111100000.0,250000000.0,448300000.0,300000000.0,394500000.0,258500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-124000000.0,-138000000.0,-133586000.0,-189994000.0,-121733000.0,-74111000.0,-60149000.0,-72879000.0,-77515000.0,-37200000.0,-22287000.0,-35539000.0,0.0,0.0,0.0,0.0,-22000000.0,-28775000.0,-26390000.0,-27080000.0,-20300000.0,-20500000.0,-45800000.0,-25500000.0,-10100000.0,-9600000.0
,acquisitionsNet,-5000000.0,-5000000.0,-159000000.0,0.0,-175000000.0,-16000000.0,-2000000.0,0.0,-1074000000.0,-6000000.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-5710000000.0,-1027000000.0,-1124203000.0,-1732790000.0,-503554000.0,-137059000.0,-1591000.0,-62102000.0,-249379000.0,-238768000.0,-120689000.0,-244514000.0,-228113000.0,-857089000.0,-1707140000.0,-60536000.0,0.0,-591000.0,-251855000.0,-5373000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,1410000000.0,644000000.0,540914000.0,483575000.0,107023000.0,154542000.0,197176000.0,353015000.0,90482000.0,170034000.0,149961000.0,149829000.0,348667000.0,106295000.0,1087876000.0,80921000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-54000000.0,-1000000.0,25438000.0,-16417000.0,-7280000.0,-22201000.0,-22161000.0,1067000.0,0.0,61508000.0,-10134000.0,1829000.0,-2987599000.0,-1673902000.0,-845521000.0,-313559000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-4985000000.0,-1897000000.0,-3475914000.0,-3376070000.0,-2981819000.0,-2167959000.0,-2096764000.0,-651974000.0,-2731215000.0,-400143000.0,2366221000.0,-1066341000.0,-2710768000.0,-2933855000.0,-2041800000.0,-323328000.0,10700000.0,80900000.0,-12000000.0,-42600000.0,-20400000.0,-106700000.0,-118300000.0,-132400000.0,-84300000.0,-57700000.0
