Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31
Revenue,200354000.0,200000000.0,134562000.0,135000000.0,172099000.0,172000000.0,151203000.0,151000000.0,134415000.0,134000000.0,73193000.0
Revenue Growth,0.4889,,-0.2181,,0.1382,,0.1249,,0.8364,,0.0
Cost of Revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Gross Profit,200354000.0,,134562000.0,,172099000.0,,151203000.0,,134415000.0,,73193000.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
SG&A Expense,30965000.0,31000000.0,25388000.0,25000000.0,21852000.0,22000000.0,64606000.0,65000000.0,18625000.0,19000000.0,13691000.0
Operating Expenses,78778000.0,,76338000.0,,68556000.0,,104817000.0,,53705000.0,,33715000.0
Operating Income,121576000.0,122000000.0,58224000.0,58000000.0,103543000.0,104000000.0,46386000.0,46000000.0,80710000.0,81000000.0,39478000.0
Interest Expense,42122000.0,,40671000.0,,36920000.0,,28554000.0,,32741000.0,,17384000.0
Earnings before Tax,57089000.0,,13520000.0,,51057000.0,,14216000.0,,23851000.0,,32738000.0
Income Tax Expense,-4581000.0,-5000000.0,1218000.0,1000000.0,1103000.0,1000000.0,949000.0,1000000.0,953000.0,1000000.0,616000.0
Net Income - Non-Controlling int,23482000.0,,4751000.0,,19347000.0,,6664000.0,,6882000.0,,10288000.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income,61670000.0,62000000.0,12302000.0,12000000.0,49954000.0,50000000.0,13267000.0,13000000.0,22898000.0,23000000.0,32122000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income Com,61670000.0,62000000.0,12302000.0,12000000.0,49954000.0,50000000.0,13267000.0,13000000.0,22898000.0,23000000.0,32122000.0
EPS,1.4,1.40,0.28,0.28,1.14,1.14,0.31,0.31,0.65,45,1.07
EPS Diluted,1.4,1.40,0.28,0.28,1.14,1.14,0.31,0.31,0.65,45,1.07
Weighted Average Shs Out,43962167.0,44000000.0,43796915.0,44000000.0,43769283.0,44000000.0,43565495.0,43000000.0,43565495.0,,
Weighted Average Shs Out (Dil),,44000000.0,,44000000.0,,44000000.0,,43000000.0,,,
Dividend per Share,1.0,,1.0,,1.0,,0.815,,0.0,,0.0
Gross Margin,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0
EBITDA Margin,0.734,0.855,0.783,0.81481481481481,0.783,0.8953488372093,0.549,0.59602649006623,0.682,0.73880597014925,0.958
EBIT Margin,0.4952,0.285,0.4027,0.096296296296296,0.5112,0.29651162790698,0.2829,0.092715231788079,0.421,0.17910447761194,0.6848
Profit Margin,0.308,0.31,0.091,0.088888888888889,0.29,0.2906976744186,0.088,0.086092715231788,0.17,0.17164179104478,0.439
Free Cash Flow margin,0.2751,,-0.4968,,-0.6286,,-0.882,,-0.9544,,-5.0409
EBITDA,147024000.0,171000000.0,105398000.0,110000000.0,134681000.0,154000000.0,82981000.0,90000000.0,91672000.0,99000000.0,70146000.0
EBIT,99211000.0,57000000,54191000.0,13000000,87977000.0,51000000,42770000.0,14000000,56592000.0,24000000,50122000.0
Consolidated Income,85152000.0,62000000.0,17053000.0,12000000.0,69301000.0,50000000.0,19931000.0,13000000.0,29780000.0,23000000.0,42410000.0
Earnings Before Tax Margin,0.2849,0,0.1005,0,0.2967,0,0.094,0,0.1774,0,0.4473
Net Profit Margin,0.3078,0.31,0.0914,0.088888888888889,0.2903,0.2906976744186,0.0877,0.086092715231788,0.1704,0.17164179104478,0.4389
