date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-28126000.0,-321767000.0,-425391000.0,-42952000.0,-1047960000.0,238697000.0,206256000.0,297347000.0,280857000.0,149899000.0,67762000.0,93067000.0,67274000.0,47071000.0,34515000.0,11428000.0,18222000.0,36717000.0,49437000.0,39214000.0,34602000.0,33100000.0,24600000.0,11100000.0,9700000.0,1500000.0
,depreciationAndAmortization,138168000.0,149904000.0,158368000.0,176946000.0,177755000.0,158323000.0,164277000.0,129506000.0,129325000.0,99657000.0,54418000.0,48611000.0,44836000.0,38864000.0,32786000.0,31305000.0,28710000.0,24802000.0,22097000.0,26526000.0,19997000.0,14500000.0,9300000.0,6300000.0,3800000.0,3000000.0
,deferredIncomeTax,2823000.0,-7939000.0,-43108000.0,9480000.0,-118302000.0,105277000.0,102869000.0,186767000.0,153453000.0,80732000.0,7524000.0,15248000.0,8380000.0,5969000.0,-489000.0,2723000.0,6518000.0,6009000.0,7596000.0,7862000.0,4362000.0,2300000.0,3600000.0,1100000.0,700000.0,900000.0
,stockBasedCompensation,11062000.0,10259000.0,7949000.0,7922000.0,2657000.0,1272000.0,4653000.0,6367000.0,4988000.0,3622000.0,3220000.0,3180000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,308084000.0,-664691000.0,491827000.0,-168108000.0,-540404000.0,5027000.0,252231000.0,191511000.0,421093000.0,-210471000.0,115621000.0,-32021000.0,85153000.0,73665000.0,31504000.0,-41158000.0,23099000.0,50192000.0,2314000.0,55124000.0,30887000.0,1300000.0,35800000.0,-12900000.0,4600000.0,-5000000.0
,accountsReceivables,5001000.0,-89728000.0,-105104000.0,112196000.0,73083000.0,69500000.0,-46378000.0,24718000.0,-82062000.0,-15875000.0,-6172000.0,10478000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-48802000.0,-15930000.0,-163417000.0,-272653000.0,293517000.0,42383000.0,-101154000.0,-138342000.0,-47487000.0,-21045000.0,30192000.0,-7719000.0,-54903000.0,-52705000.0,-17604000.0,-10954000.0,-930000.0,-8003000.0,-7925000.0,-26555000.0,0.0,-19000000.0,-8200000.0,-8100000.0,-4200000.0,-3000000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,573879000.0,265795000.0,930486000.0,438659000.0,606767000.0,1147171000.0,1142144000.0,889913000.0,698402000.0,277309000.0,487780000.0,372159000.0,404180000.0,319027000.0,245362000.0,213858000.0,255016000.0,231917000.0,181725000.0,179411000.0,124287000.0,93400000.0,92100000.0,56300000.0,0.0,0.0
,otherNonCashItems,-45703000.0,-44394000.0,-147518000.0,-118345000.0,-132641000.0,-64479000.0,-36033000.0,12665000.0,287900000.0,7900000.0,30291000.0,-2686000.0,4452000.0,3571000.0,0.0,-8096000.0,-837000.0,-613000.0,-3066000.0,-119000.0,332000.0,200000.0,-1300000.0,0.0,-2700000.0,5200000.0
,netCashProvidedByOperatingActivites,96666000.0,-174420000.0,-288894000.0,281522000.0,83863000.0,467332000.0,135137000.0,320918000.0,227781000.0,142304000.0,169648000.0,134997000.0,51122000.0,46244000.0,40371000.0,64995000.0,45647000.0,65004000.0,77826000.0,26223000.0,36660000.0,34200000.0,13600000.0,8100000.0,16100000.0,5600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90025000.0,0.0,0.0,-62368000.0,-59694000.0,-28777000.0,-18602000.0,-25446000.0,-31567000.0,-32642000.0,-27073000.0,-14736000.0,-88500000.0,-14200000.0,-8200000.0,-1900000.0,-3200000.0
,acquisitionsNet,0.0,0.0,-3000000.0,0.0,-54000000.0,38000000.0,-94000000.0,-350000000.0,12000000.0,-333000000.0,-31000000.0,-141000000.0,-69000000.0,-140000000.0,-15000000.0,-7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,47229000.0,247647000.0,83082000.0,86187000.0,6069000.0,3167000.0,45047000.0,3993000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69200000.0,-8000000.0,-34100000.0,1100000.0
,netCashUsedForInvestingActivites,7395000.0,200548000.0,38214000.0,34364000.0,-128029000.0,-67903000.0,-246737000.0,-467373000.0,-69823000.0,-433724000.0,-62543000.0,-185613000.0,-125197000.0,-199246000.0,-44014000.0,1290000.0,-74387000.0,-106174000.0,-61410000.0,-168235000.0,-58598000.0,-80700000.0,-83400000.0,11200000.0,-36000000.0,-1700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
