date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,91572000.0,69336000.0,57304000.0,40440000.0,19224000.0,15865000.0,30244000.0,1624000.0,2280000.0,1954000.0,847000.0,859000.0
,depreciationAndAmortization,32845000.0,31201000.0,28904000.0,20636000.0,16994000.0,14360000.0,11897000.0,9612000.0,7341000.0,5373000.0,4569000.0,3923000.0
,deferredIncomeTax,3512000.0,7095000.0,-2521000.0,-10414000.0,-440000.0,6564000.0,-22599000.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,40035000.0,34892000.0,30090000.0,26961000.0,20149000.0,17494000.0,10549000.0,5506000.0,3452000.0,2147000.0,1870000.0,1120000.0
,changeInWorkingCapital,10704000.0,19231000.0,12728000.0,20185000.0,19629000.0,10459000.0,10232000.0,7803000.0,8620000.0,7486000.0,2468000.0,1448000.0
,accountsReceivables,-22631000.0,-2456000.0,-11467000.0,-17966000.0,-4898000.0,-10183000.0,-4882000.0,-4343000.0,-4014000.0,-6651000.0,-1166000.0,-3061000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-389000.0,-1076000.0,3515000.0,-454000.0,-1220000.0,-3293000.0,2332000.0,-112000.0,-242000.0,1248000.0,-82000.0,-292000.0
,otherWorkingCapital,219615000.0,172149000.0,182058000.0,203576000.0,170356000.0,117057000.0,78098000.0,51179000.0,79840000.0,-10354000.0,-13217000.0,5161000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24000.0,36000.0,12000.0,21000.0
,netCashProvidedByOperatingActivites,180086000.0,160607000.0,125464000.0,107646000.0,68110000.0,65960000.0,41423000.0,25146000.0,21952000.0,17190000.0,9896000.0,7471000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-30037000.0,-27573000.0,-22775000.0,-37818000.0,-23245000.0,-20051000.0,-13914000.0,-13663000.0,-11188000.0,-7499000.0,-1510000.0,-3889000.0
,acquisitionsNet,-2000000.0,-4000000.0,-14000000.0,-12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-391693000.0,-331756000.0,-342362000.0,-299891000.0,-222953000.0,-146707000.0,-157660000.0,-145263000.0,-83547000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,341879000.0,328350000.0,285224000.0,231996000.0,149708000.0,105509000.0,157339000.0,138124000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-80932000.0,-35029000.0,-93546000.0,-118195000.0,-96490000.0,-61348000.0,-14333000.0,-20688000.0,-94784000.0,-7499000.0,-4261000.0,-3889000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-114000.0,-1709000.0,-1617000.0,0.0,0.0,0.0,-805000.0,-1186000.0,-2401000.0,-1476000.0,-1149000.0,-1424000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84534000.0,0.0,0.0,0.0
,commonStockRepurchased,-126729000.0,-86424000.0,-85040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-20199000.0,-15743000.0,-14879000.0,-20924000.0,8262000.0,487000.0,259000.0,0.0,-1000000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-112581000.0,-79045000.0,-77483000.0,10403000.0,23419000.0,10582000.0,7093000.0,3077000.0,83202000.0,-10000.0,-547000.0,-1224000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,-48000.0,-51000.0,-33000.0,-143000.0,-27000.0,-64000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-13427000.0,46533000.0,-45565000.0,-146000.0,-4961000.0,15194000.0,34135000.0,7484000.0,10337000.0,9538000.0,5061000.0,2294000.0
,cashAtEndOfPeriod,75332000.0,88759000.0,42226000.0,86591000.0,86737000.0,91698000.0,76504000.0,42369000.0,34885000.0,24548000.0,15010000.0,9949000.0
,cashAtBeginningOfPeriod,88759000.0,42226000.0,87791000.0,86737000.0,91698000.0,76504000.0,42369000.0,34885000.0,24548000.0,15010000.0,9949000.0,7655000.0
,operatingCashFlow,180086000.0,160607000.0,125464000.0,107646000.0,68110000.0,65960000.0,41423000.0,25146000.0,21952000.0,17190000.0,9896000.0,7471000.0
,capitalExpenditure,-30037000.0,-27573000.0,-22775000.0,-37818000.0,-23245000.0,-20150000.0,-14012000.0,-13663000.0,-11237000.0,-7499000.0,-1510000.0,-3889000.0
,freeCashFlow,150049000.0,133034000.0,102689000.0,69828000.0,44865000.0,45810000.0,27411000.0,11483000.0,10715000.0,9691000.0,8386000.0,3582000.0
