date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,revenue,4829019000.0,3788967000.0,3401037000.0,3392705000.0,3641774000.0,3634372000.0,2876447000.0,1966700000.0,1524200000.0,1020900000.0,525203000.0,313635000.0
,costOfRevenue,3753008000.0,2849518000.0,2456166000.0,2634295000.0,2929638000.0,2780614000.0,2066304000.0,1449800000.0,1098500000.0,744400000.0,396858000.0,229304000.0
,grossProfit,1076011000.0,939449000.0,944871000.0,758410000.0,712136000.0,853758000.0,810143000.0,516900000.0,425700000.0,276600000.0,128345000.0,84331000.0
,grossProfitRatio,0.222821860920406,0.247943304863832,0.277818500651419,0.223541392487705,0.195546456205135,0.234912111363394,0.28164711534751,0.262826053795698,0.279294055898176,0.270937408169262,0.244372176091911,0.268882618330225
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,112891000.0,68589000.0,76122000.0,129161000.0,115751000.0,104440000.0,91200000.0,51900000.0,44500000.0,20100000.0,19924000.0,7607000.0
,GeneralAndAdministrativeExpenses,535111000.0,620560000.0,629544000.0,808647000.0,1111465000.0,980468000.0,804001000.0,354518000.0,277536000.0,173651000.0,282298000.0,25457000.0
,SellingAndMarketingExpenses,235012000.0,-29634000.0,-25042000.0,-39451000.0,-50832000.0,-55491000.0,-46293000.0,-25518000.0,-17636000.0,-12851000.0,51392000.0,24132000.0
,otherExpenses,-2564593000.0,-6862000.0,-18932000.0,-4502000.0,-100090000.0,34756000.0,22629000.0,55900000.0,17400000.0,63200000.0,0.0,0.0
,operatingExpenses,0.0,705073000.0,721297000.0,957763000.0,1252692000.0,1094666000.0,902214000.0,419217000.0,327312000.0,261653000.0,0.0,0.0
,costAndExpenses,4630796000.0,3625628000.0,3158715000.0,4284465000.0,4511811000.0,3918605000.0,3032728000.0,1924900000.0,1443200000.0,1006000000.0,750472000.0,286500000.0
,interestExpense,380609000.0,49693000.0,34334000.0,28482000.0,28603000.0,42327000.0,-181043000.0,-82600000.0,1826000.0,43300000.0,2793000.0,416000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,988983000.0,772205000.0,634606000.0,667102000.0,664069000.0,586182000.0,406655000.0,200200000.0,128200000.0,89000000.0,33512000.0,29011000.0
,EBITDA,1187206000.0,935544000.0,876928000.0,-224658000.0,-205968000.0,301949000.0,250374000.0,242000000.0,209100000.0,103900000.0,-191757000.0,56146000.0
,EBITDARatio,0.245848276844634,0.246912680949715,0.257841358385692,-0.0662179588263642,-0.0565570515907906,0.0830814787258982,0.0870427996761282,0.123048761885392,0.137186720902769,0.101772945440298,-0.365110252607087,0.179017010218885
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,198223000.0,163339000.0,242322000.0,-891760000.0,-870037000.0,-284233000.0,-156281000.0,41800000.0,80900000.0,14900000.0,-225269000.0,27135000.0
,operatingIncomeRatio,0.0410482957304579,0.0431091112696416,0.0712494453897444,-0.26284631289782,-0.238904720611438,-0.0782069089240177,-0.0543312635344924,0.0212538770529313,0.0530770240125968,0.0145949652267607,-0.428917961245461,0.0865177674685542
,totalOtherIncomeExpensesNet,-2431117000.0,30748000.0,53930000.0,-296000.0,12473000.0,26729000.0,25520000.0,4100000.0,9400000.0,1400000.0,-5645000.0,-425000.0
,incomeBeforeTax,-2581792000.0,-125256000.0,24317000.0,-1061597000.0,-978734000.0,-353445000.0,-311804000.0,-36700000.0,93800000.0,59600000.0,-233127000.0,27121000.0
,incomeBeforeTaxRatio,-0.534641093770805,-0.033058086808357,0.00714987811070565,-0.312905778722288,-0.268751987355613,-0.0972506391750762,-0.108399007525604,-0.0186607006660904,0.0615404802519354,0.0583798609070428,-0.443879795050676,0.0864731295933171
