date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,500000.0,3856000.0,33759000.0,18963000.0,-1078000.0
,depreciationAndAmortization,0.0,19548000.0,18035000.0,18587000.0,19402000.0
,deferredIncomeTax,1220000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,1215000.0,2188000.0,1529000.0,1096000.0,534000.0
,changeInWorkingCapital,-43276000.0,-115587000.0,125353000.0,48947000.0,28156000.0
,accountsReceivables,-14790000.0,42141000.0,-35906000.0,-30835000.0,-9025000.0
,inventory,37186000.0,95836000.0,-78662000.0,-20781000.0,-47881000.0
,accountsPayables,23333000.0,-33651000.0,2898000.0,3918000.0,28619000.0
,otherWorkingCapital,275479000.0,318755000.0,434342000.0,308989000.0,260042000.0
,otherNonCashItems,101993000.0,219553000.0,-229177000.0,-106634000.0,-56827000.0
,netCashProvidedByOperatingActivites,61652000.0,129558000.0,-50501000.0,-19041000.0,-9813000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,1154.0,0.0,0.0,0.0,0.0
,acquisitionsNet,-19500000.0,-11133000.0,-21907000.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-8650154.0,-9896000.0,-25589000.0,-9169000.0,-6448000.0
,netCashUsedForInvestingActivites,-28149000.0,-21029000.0,-47496000.0,-9169000.0,-6448000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-242000.0,-646549000.0,-492509000.0,-356479000.0,-289364000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-145000.0,-1522000.0,0.0,0.0,0.0
,dividendsPaid,-885000.0,-879000.0,-880000.0,-878000.0,-877000.0
,otherFinancingActivites,-32440000.0,536844000.0,597696000.0,386261000.0,307213000.0
,netCashUsedProvidedByFinancingActivities,-33712000.0,-112106000.0,104307000.0,28904000.0,16972000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,-3577000.0,6310000.0,694000.0,711000.0
,cashAtEndOfPeriod,0.0,5742000.0,9319000.0,3009000.0,2315000.0
,cashAtBeginningOfPeriod,0.0,9319000.0,3009000.0,2315000.0,1604000.0
,operatingCashFlow,61652000.0,129558000.0,-50501000.0,-19041000.0,-9813000.0
,capitalExpenditure,1154000.0,-10165000.0,-25715000.0,-10160000.0,-6824000.0
,freeCashFlow,62806000.0,119393000.0,-76216000.0,-29201000.0,-16637000.0
