date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-107594000.0,-96071000.0,-25032000.0,-18191000.0,-25873000.0,-26444000.0,-7348000.0,-3499000.0,6355000.0,12038000.0,9259000.0,7763000.0,-23837000.0,5821000.0,2202000.0,2542000.0,2092000.0,-816000.0,-6771000.0,-27261000.0,-43334000.0,-9800000.0
,depreciationAndAmortization,26378000.0,19298000.0,17001000.0,17040000.0,18684000.0,20154000.0,14161000.0,10733000.0,7909000.0,7592000.0,7277000.0,5320000.0,4727000.0,2574000.0,1938000.0,1102000.0,1009000.0,1335000.0,723000.0,5148000.0,2870000.0,100000.0
,deferredIncomeTax,579000.0,-1207000.0,-309000.0,-2397000.0,1852000.0,14456000.0,-1736000.0,-4877000.0,-2871000.0,229000.0,832000.0,2865000.0,-1091000.0,-4980000.0,-2581000.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,65946000.0,44105000.0,14841000.0,8944000.0,9736000.0,11814000.0,12306000.0,12508000.0,10715000.0,6771000.0,5142000.0,4726000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,27297000.0,86440000.0,7445000.0,-3679000.0,-21654000.0,4168000.0,-53923000.0,-11716000.0,4239000.0,34754000.0,21604000.0,20272000.0,2083000.0,-1592000.0,3565000.0,4385000.0,2797000.0,2349000.0,-1741000.0,-12402000.0,61000.0,1000000.0
,accountsReceivables,6371000.0,-43757000.0,-9662000.0,-7998000.0,-3265000.0,-1368000.0,-1354000.0,-4630000.0,-664000.0,-4798000.0,-6391000.0,-2760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-733000.0,3808000.0,2199000.0,-2743000.0,185000.0,-1916000.0,-1528000.0,-2660000.0,2920000.0,1451000.0,45000.0,1836000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-1342000.0,107674000.0,21234000.0,13789000.0,17468000.0,39122000.0,34954000.0,88877000.0,100593000.0,96354000.0,61600000.0,39996000.0,19724000.0,17641000.0,19233000.0,15668000.0,11283000.0,8486000.0,6137000.0,7878000.0,20280000.0,0.0
,otherNonCashItems,12641000.0,7717000.0,-326000.0,-166000.0,-180000.0,-3680000.0,0.0,0.0,0.0,12038000.0,166000.0,68000.0,27915000.0,3984000.0,2218000.0,0.0,0.0,0.0,0.0,8416000.0,0.0,-100000.0
,netCashProvidedByOperatingActivites,33605000.0,-59158000.0,4779000.0,10290000.0,24560000.0,21831000.0,15673000.0,16958000.0,28009000.0,25074000.0,15549000.0,21022000.0,7985000.0,8993000.0,2605000.0,4603000.0,2067000.0,1114000.0,-738000.0,-12913000.0,-26572000.0,-6000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-47582000.0,-21938000.0,-17390000.0,-12344000.0,-12980000.0,-10589000.0,-8044000.0,-11221000.0,-7268000.0,-8002000.0,-5442000.0,-6833000.0,-1709000.0,-885000.0,-362000.0,-260000.0,-67000.0,-59000.0,-516000.0,-14841000.0,-2600000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000000.0,0.0,0.0,-8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40802000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,39802000.0,0.0
,otherInvestingActivites,0.0,0.0,1451000.0,2511000.0,1447000.0,-5409000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978000.0,-1850000.0,0.0
,netCashUsedForInvestingActivites,-43476000.0,-48506000.0,-27773000.0,-15320000.0,-11452000.0,-18539000.0,-54911000.0,-8174000.0,-31461000.0,-7343000.0,-8886000.0,-6015000.0,-7149000.0,-10140000.0,-1018000.0,-362000.0,-662000.0,-142000.0,-1417000.0,2568000.0,-14970000.0,-2600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1154000.0,-23184000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10280000.0,11484000.0,4191000.0,913000.0,2551000.0,989000.0,451000.0,122000.0,1914000.0,24000.0,39000.0,46907000.0,23500000.0
,commonStockRepurchased,0.0,-903000.0,-1345000.0,-1742000.0,-9967000.0,-4202000.0,-12980000.0,-26715000.0,0.0,0.0,-3649000.0,-28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-57858000.0,-32306000.0,0.0,0.0,0.0,-2086000.0,664000.0,193000.0,4104000.0,4001000.0,1397000.0,936000.0,1717000.0,3102000.0,2042000.0,0.0,0.0,0.0,0.0,0.0,140000.0,0.0
