Date,2018-06,2017-06,2016-06,2015-06,2014-06
Cash and cash equivalents,4000000.0,5000000.0,4000000.0,6000000.0,8000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,0000000.0,0000000.0,0000000.0,0000000.0,1000000.0
Inventories,000000.0,000000.0,0000000.0,0000000.0,0000000.0
Total current assets,0000000.0,0000000.0,0000000.0,18000000.0,19000000.0
Property, Plant & Equipment Net,0000000.0,0000000.0,0000000.0,17000000.0,19000000.0
Goodwill and Intangible Assets,0,0,0,0,0
Long-term investments,,,,,
Tax assets,,,,,
Total non-current assets,000000.0,000000.0,1000000.0,2000000.0,1000000.0
Total assets,5000000.0,5000000.0,4000000.0,24000000.0,28000000.0
Payables,0000000.0,0000000.0,1000000.0,1000000.0,0000000.0
Short-term debt,,,,,
Total current liabilities,0000000.0,0000000.0,1000000.0,1000000.0,0000000.0
Long-term debt,,,,,
Total debt,,,,,
Deferred revenue,,,,,
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,000000.0,000000.0,1000000.0,2000000.0,1000000.0
Total liabilities,0000000.0,0000000.0,2000000.0,3000000.0,2000000.0
Other comprehensive income,5000000.0,5000000.0,5000000.0,-11000000.0,-2000000.0
Retained earnings (deficit),-69000000.0,-69000000.0,-67000000.0,-33000000.0,-37000000.0
Total shareholders equity,4000000.0,5000000.0,3000000.0,22000000.0,26000000.0
Investments,,,,,
Net Debt,-4000000,-5000000,-4000000,-6000000,-8000000
Other Assets,0,0,0,0,0
Other Liabilities,0,0,1000000,2000000,1000000
