date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-247553000.0,-266766000.0,-174193000.0,-117024000.0,-82468000.0,-46360000.0,-20807000.0,-18116000.0
,depreciationAndAmortization,10823000.0,9932000.0,4607000.0,1658000.0,1235000.0,873000.0,666000.0,534000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,71477000.0,45651000.0,30080000.0,13682000.0,9235000.0,3223000.0,350000.0,138000.0
,changeInWorkingCapital,-3413000.0,104537000.0,153959000.0,163794000.0,-5843000.0,89041000.0,51091000.0,289000.0
,accountsReceivables,-14863000.0,-2637000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-36779000.0,-1277000.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,8374000.0,4499000.0,-1285000.0,2771000.0,1066000.0,2705000.0,-304000.0,-465000.0
,otherWorkingCapital,553131000.0,556544000.0,452007000.0,298048000.0,134254000.0,140097000.0,51056000.0,-35000.0
,otherNonCashItems,539000.0,-8258000.0,0.0,0.0,0.0,4492000.0,297000.0,2455000.0
,netCashProvidedByOperatingActivites,-211862000.0,-194417000.0,-135375000.0,-93022000.0,-67723000.0,-30890000.0,-20121000.0,-14700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-8754000.0,-3460000.0,-4824000.0,-3101000.0,-1352000.0,-993000.0,-323000.0,-940000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-57936000.0,-434919000.0,-361405000.0,-127724000.0,-105500000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,384002000.0,361473000.0,181997000.0,96009000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,-1090000.0,0.0,0.0,-60000.0,0.0
,netCashUsedForInvestingActivites,317312000.0,-76861000.0,-184157000.0,-35906000.0,-106852000.0,-993000.0,-383000.0,-940000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-5287000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,17608000.0,219443000.0,396501000.0,231955000.0,116995000.0,128338000.0,0.0,43000.0
,commonStockRepurchased,0.0,0.0,-12000.0,-421000.0,-90000.0,-67000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-5287000.0,-7617000.0,-6252000.0,-238000.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,87120000.0,298158000.0,397906000.0,235188000.0,118145000.0,128316000.0,69295000.0,15279000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,192570000.0,26880000.0,78374000.0,106260000.0,-56430000.0,96433000.0,48791000.0,-361000.0
,cashAtEndOfPeriod,497202000.0,304632000.0,277752000.0,198332000.0,92072000.0,148502000.0,52069000.0,3278000.0
,cashAtBeginningOfPeriod,304632000.0,277752000.0,199378000.0,92072000.0,148502000.0,52069000.0,3278000.0,3639000.0
,operatingCashFlow,-211862000.0,-194417000.0,-135375000.0,-93022000.0,-67723000.0,-30890000.0,-20121000.0,-14700000.0
,capitalExpenditure,-8754000.0,-3460000.0,-4824000.0,-3101000.0,-1352000.0,-993000.0,-323000.0,-940000.0
,freeCashFlow,-220616000.0,-197877000.0,-140199000.0,-96123000.0,-69075000.0,-31883000.0,-20444000.0,-15640000.0
