date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,23337000.0,115553000.0,25208000.0,-15567000.0,-18010000.0,-39865000.0,20186000.0,-20255000.0,-27664000.0,-9802000.0,7192000.0,-35858846.0,-51064241.0,-74069690.0,-63511168.0,-23884301.0,-9474286.0
,depreciationAndAmortization,1386000.0,2892000.0,2956000.0,2984000.0,11868000.0,13554000.0,2784000.0,1927000.0,2128000.0,1964000.0,1831000.0,1424744.0,530805.0,571586.0,575372.0,423828.0,376709.0
,deferredIncomeTax,6189000.0,-87767000.0,0.0,0.0,-104000.0,0.0,0.0,0.0,0.0,1821000.0,-1821000.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,13360000.0,13458000.0,11666000.0,10465000.0,8543000.0,7961000.0,5878000.0,4604000.0,4094000.0,5501000.0,4982000.0,11230227.0,13387789.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,48578000.0,48514000.0,146623000.0,-24361000.0,8625000.0,-18714000.0,31181000.0,9058000.0,-28177000.0,-47664000.0,-11870315.0,137081612.0,-29842864.0,49463282.0,5533662.0,686457.0,416565.0
,accountsReceivables,-3767000.0,2342000.0,-11207000.0,2525000.0,-4298000.0,-12677000.0,-1623000.0,-863000.0,450000.0,-1107000.0,2653000.0,-3163898.0,0.0,0.0,0.0,0.0,0.0
,inventory,-2876000.0,-722000.0,70000.0,-1060000.0,200000.0,387000.0,-2210000.0,0.0,-57000.0,0.0,2399000.0,-2398517.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,3759000.0,0.0,0.0,5953000.0,575000.0,9432000.0,174000.0,374000.0,-709000.0,348000.0,-1776000.0,1911495.0,-2475697.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,343209000.0,294631000.0,246117000.0,99494000.0,123855000.0,115230000.0,133944000.0,102763000.0,93705000.0,121882000.0,169546000.0,181416315.0,44334703.0,74177567.0,24714285.0,0.0,-33741.0
,otherNonCashItems,0.0,1785000.0,167000.0,587000.0,646000.0,657000.0,-77616000.0,0.0,1826000.0,0.0,-2892000.0,0.0,-235162.0,18050909.0,5753088.0,0.0,66078.0
,netCashProvidedByOperatingActivites,51775000.0,45947000.0,29986000.0,-1983000.0,-8103000.0,12449000.0,-81554000.0,-39592000.0,-44917000.0,-28410000.0,-10898000.0,169336278.0,-45955329.0,-51641258.0,-51619518.0,-17714174.0,-8614934.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1795000.0,-1019000.0,-368000.0,-1664000.0,-1407000.0,-2527000.0,-769000.0,-176000.0,-2017000.0,-275000.0,0.0,0.0,-943659.0,-279433.0,-1354156.0,-291978.0,-414531.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-346622000.0,-394517000.0,-282395000.0,-148135000.0,-165405000.0,-193111000.0,-93343000.0,-65598000.0,-60866000.0,-160213000.0,-202438000.0,-11365815.0,-14786080.0,-138953879.0,-102232608.0,-11846176.0,0.0
,salesMaturitiesOfInvestments,306918000.0,327227000.0,198103000.0,139568000.0,156787000.0,169040000.0,89830000.0,31499000.0,108637000.0,234837000.0,46750000.0,18626547.0,58818094.0,90272859.0,111807888.0,1750000.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,124000.0,-46000.0,0.0,245000.0,0.0,0.0,-600000.0,0.0,0.0,0.0,0.0,0.0,-430230.0,0.0
,netCashUsedForInvestingActivites,-41499000.0,-68309000.0,-109660000.0,-10107000.0,-10071000.0,-26598000.0,-12037000.0,-34275000.0,45754000.0,73749000.0,-155622000.0,-4739268.0,43088355.0,-48760274.0,8221124.0,-10818384.0,-414531.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-199333.0
,commonStockIssued,0.0,0.0,100870000.0,0.0,0.0,0.0,87313000.0,48505000.0,0.0,0.0,0.0,0.0,0.0,111403490.0,53457066.0,33518377.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,-283000.0,-436000.0,-196000.0,0.0,0.0,2892000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,5634000.0,6264000.0,107126000.0,5251000.0,7751000.0,4091000.0,89728000.0,49859000.0,12000.0,25000.0,3784000.0,1619174.0,0.0,111403490.0,53314452.0,33294191.0,18145690.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,53000.0,-1000.0,-38000.0,40000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16745.0,-1320.0,22.0,-8588.0,-22177.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
