date,,2018-06-30_FY,2017-07-01_FY,2016-07-02_FY,2015-06-27_FY,2014-06-28_FY,2013-06-29_FY,2012-06-30_FY,2011-07-02_FY,2010-07-03_FY,2009-06-27_FY,2008-06-28_FY,2007-06-30_FY,2006-07-01_FY,2005-07-02_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,62453000.0,127859000.0,8580000.0,-56692000.0,17819000.0,-122745000.0,-66503000.0,-46425000.0,12381000.0,-32156000.0,-23440000.0,-82175000.0,-87497000.0,-247972000.0,-141591000.0,-163341000.0,-164897000.0,-41854000.0
,depreciationAndAmortization,30180000.0,21646000.0,17567000.0,18918000.0,30676000.0,42701000.0,22289000.0,-942000.0,-863000.0,-938000.0,16869000.0,21732000.0,30231000.0,673000.0,28187000.0,62330000.0,96371000.0,6888000.0
,deferredIncomeTax,9244000.0,25680000.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,14964000.0,11195000.0,8201000.0,6164000.0,6243000.0,7212000.0,6592000.0,6304000.0,4432000.0,4436000.0,8812000.0,0.0,8863000.0,750000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,5626000.0,208184000.0,-6254000.0,11450000.0,61768000.0,20915000.0,21670000.0,-58975000.0,71687000.0,4471000.0,44091000.0,-15608000.0,-994000.0,0.0,21401000.0,9643000.0,19351000.0,-8026000.0
,accountsReceivables,24086000.0,-28811000.0,-23409000.0,138000.0,26547000.0,33862000.0,6255000.0,20706000.0,-34914000.0,-821000.0,-11930000.0,0.0,-5834000.0,622000.0,0.0,0.0,0.0,0.0
,inventory,-7033000.0,-26997000.0,-11008000.0,-5308000.0,15517000.0,14449000.0,14898000.0,-30921000.0,3339000.0,6859000.0,-2426000.0,4298000.0,383000.0,-5813000.0,21351000.0,20361000.0,6403000.0,-9276000.0
,accountsPayables,-16812000.0,9643000.0,9455000.0,-4873000.0,-27179000.0,-23393000.0,-5111000.0,10831000.0,15415000.0,-5573000.0,-1211000.0,0.0,-6487000.0,2416000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,699000.0,388587000.0,180403000.0,186657000.0,175207000.0,113439000.0,-641000.0,138039000.0,197014000.0,125327000.0,120856000.0,0.0,62210000.0,63204000.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-91000.0,0.0,0.0,0.0,0.0,0.0,1830000.0,0.0,0.0,0.0,0.0,8287000.0,0.0,0.0,276000.0,8609000.0,16150000.0,0.0
,netCashProvidedByOperatingActivites,125054000.0,87378000.0,6267000.0,-46253000.0,-81184000.0,-87498000.0,-26673000.0,-4638000.0,-5269000.0,-3129000.0,-16005000.0,-70773000.0,-55631000.0,-98776000.0,-105670000.0,-90795000.0,-48470000.0,-39771000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-57607000.0,-61893000.0,-27750000.0,-18084000.0,-8756000.0,-17202000.0,-20292000.0,-41631000.0,-333000.0,-8000.0,-2562000.0,-6433000.0,-2070000.0,-650000.0,-20864000.0,-16279000.0,-58097000.0,-42284000.0
,acquisitionsNet,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9575000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-219270000.0,-69415000.0,-0.0,0.0,0.0,0.0,0.0,0.0,-7500000.0,-6945000.0,-17844000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,180579000.0,0.0,0.0,0.0,0.0,0.0,3438000.0,0.0,9258000.0,29200000.0,0.0,0.0,0.0,6978000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,716000.0,-37185000.0,2418000.0,18931000.0,177956000.0,83957000.0,3829000.0,0.0,0.0,0.0,0.0,8975000.0,0.0,0.0,0.0,-264000.0,-2639000.0,-727000.0
,netCashUsedForInvestingActivites,-95582000.0,-99078000.0,-25332000.0,847000.0,169200000.0,66755000.0,6085000.0,-47902000.0,-6700000.0,21429000.0,-18981000.0,7929000.0,42692000.0,-2336000.0,-19951000.0,-35907000.0,-70492000.0,-42965000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1186000.0,-2183000.0,-3151000.0,-4153000.0,-7073000.0,-6676000.0,0.0,1325000.0,184000.0,177000.0,52000.0,0.0,22000.0,-5132000.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,135153000.0,286000.0,42000.0,-46000.0,1646000.0,97000.0,2704000.0,77390000.0,4000.0,40785000.0,55444000.0,49548000.0,3000.0,1484000.0,201000.0,1829000.0,505733000.0
,commonStockRepurchased,-3738000.0,-219270000.0,-95929000.0,-111840000.0,-98973000.0,-84635000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-3738000.0,217534000.0,91137000.0,168628000.0,26936000.0,113770000.0,-2762000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2221000.0,-36285000.0
,netCashUsedProvidedByFinancingActivities,-2281000.0,133417000.0,-4506000.0,56830000.0,-72083000.0,30781000.0,22835000.0,2704000.0,77338000.0,-58000.0,36927000.0,59148000.0,25217000.0,14926000.0,1184000.0,-1244000.0,2074000.0,467389000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
