date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,67600000.0,-372200000.0,103300000.0,5700000.0,178700000.0,-275300000.0,356100000.0,407000000.0,408900000.0,261200000.0,403000000.0,297800000.0,329300000.0,321400000.0,260900000.0,286400000.0,267400000.0,169900000.0,186400000.0,-39000000.0,181400000.0,80000000.0,164700000.0,159800000.0
,depreciationAndAmortization,88800000.0,93800000.0,97600000.0,94400000.0,92600000.0,115300000.0,136200000.0,144500000.0,162200000.0,181300000.0,139200000.0,130400000.0,141300000.0,115000000.0,117500000.0,116300000.0,115800000.0,83200000.0,57400000.0,79800000.0,82000000.0,94900000.0,101200000.0,112300000.0
,deferredIncomeTax,-2900000.0,-59600000.0,2300000.0,-87400000.0,7800000.0,-190400000.0,3200000.0,43300000.0,-2900000.0,26400000.0,-1300000.0,-8200000.0,27000000.0,-28600000.0,-23300000.0,-12300000.0,-14400000.0,-24700000.0,6700000.0,300000.0,5900000.0,70400000.0,-36600000.0,-43000000.0
,stockBasedCompensation,19200000.0,17800000.0,17000000.0,22200000.0,25600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,43200000.0,150600000.0,-427600000.0,78000000.0,-386000000.0,-186100000.0,-259100000.0,199900000.0,-18200000.0,57300000.0,209700000.0,301200000.0,-223400000.0,180300000.0,82300000.0,157100000.0,-46800000.0,162300000.0,65200000.0,-113600000.0,-76400000.0,-400000.0,478500000.0,31900000.0
,accountsReceivables,66300000.0,-1900000.0,-5400000.0,41400000.0,23300000.0,21700000.0,-34700000.0,181800000.0,38200000.0,-22500000.0,-26400000.0,106700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,37100000.0,-35000000.0,-12300000.0,-15500000.0,28200000.0,-35700000.0,22400000.0,45100000.0,-17600000.0,65100000.0,-2300000.0,21800000.0,29500000.0,-7100000.0,-54200000.0,-30300000.0,-21900000.0,148000000.0,500000.0,90200000.0,-90800000.0,22100000.0,0.0,0.0
,accountsPayables,-42900000.0,-15100000.0,11500000.0,23700000.0,-29300000.0,-73400000.0,57400000.0,17500000.0,47100000.0,-12000000.0,41300000.0,-28100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,384800000.0,234200000.0,661800000.0,583800000.0,969800000.0,1155900000.0,1415000000.0,1215100000.0,1233300000.0,1176000000.0,966300000.0,665100000.0,888500000.0,708200000.0,625900000.0,468800000.0,515600000.0,353300000.0,288100000.0,401700000.0,478100000.0,478500000.0,0.0
,otherNonCashItems,-7700000.0,-13200000.0,29900000.0,-37000000.0,-15800000.0,23000000.0,36200000.0,54100000.0,17900000.0,315000000.0,84700000.0,58400000.0,39200000.0,41800000.0,25400000.0,5800000.0,14800000.0,2700000.0,3800000.0,4000000.0,0.0,126500000.0,43700000.0,21200000.0
,netCashProvidedByOperatingActivites,232600000.0,190600000.0,264700000.0,296200000.0,176400000.0,148800000.0,572000000.0,750000000.0,631600000.0,412500000.0,652400000.0,489200000.0,466500000.0,445300000.0,373000000.0,316800000.0,485700000.0,442100000.0,206100000.0,322100000.0,344300000.0,352300000.0,241300000.0,282200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-58000000.0,-62000000.0,-69000000.0,-69500000.0,-99400000.0,-85300000.0,-90600000.0,-111000000.0,-98000000.0,-108700000.0,-139700000.0,-160000000.0,-88600000.0,-94900000.0,-103000000.0,-121400000.0,-73000000.0,-40700000.0,-77900000.0,-72800000.0,-69200000.0,-102800000.0,-98800000.0
,acquisitionsNet,0.0,0.0,-71000000.0,-34000000.0,0.0,-12000000.0,-187000000.0,0.0,0.0,-267000000.0,0.0,-275000000.0,-1882000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-13800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,2900000.0,12500000.0,4700000.0,18400000.0,0.0,-63300000.0,9000000.0,1500000.0,16100000.0,1600000.0,-5400000.0,0.0,46400000.0,2700000.0,-27300000.0,500000.0,5800000.0,-100000.0,0.0,1800000.0,-9400000.0,-2800000.0,0.0,0.0
,netCashUsedForInvestingActivites,-196400000.0,-45500000.0,-128500000.0,-84600000.0,-69500000.0,-174800000.0,-263400000.0,-89100000.0,-94900000.0,-363500000.0,-113300000.0,-412200000.0,-1994500000.0,-82300000.0,-115600000.0,-97100000.0,-111300000.0,-1025000000.0,-33400000.0,-65300000.0,-59000000.0,-72000000.0,-97300000.0,-132200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-767000000.0,-509000000.0,-788000000.0,-568000000.0,-631000000.0,-1900000000.0,-140100000.0,-231500000.0,-441000000.0,-576000000.0,-252900000.0,-408000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13300000.0,0.0,0.0
