date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-111144000.0,-77677000.0,-155645000.0,-153237000.0,-160108000.0,-80612000.0,-7150000.0,-40996000.0,-41411000.0,-29670000.0,-12482000.0
,depreciationAndAmortization,6977000.0,6820000.0,3216000.0,3067000.0,2427000.0,806000.0,743000.0,660000.0,468000.0,391000.0,191000.0
,deferredIncomeTax,-1688000.0,-1248000.0,-1589000.0,-2200000.0,-3248000.0,-963000.0,-990000.0,-538000.0,0.0,0.0,0.0
,stockBasedCompensation,22014000.0,23585000.0,27010000.0,26764000.0,24929000.0,10414000.0,5597000.0,3128000.0,6098000.0,2972000.0,1600000.0
,changeInWorkingCapital,3479000.0,-55803000.0,27508000.0,38669000.0,-4900000.0,67951000.0,116420000.0,46719000.0,-7227000.0,6610000.0,1608000.0
,accountsReceivables,53000.0,0.0,238000.0,-62000.0,331000.0,1250000.0,-1701000.0,165000.0,-223000.0,-146000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,360661000.0,416464000.0,388956000.0,350287000.0,355187000.0,287236000.0,170816000.0,124097000.0,0.0,0.0
,otherNonCashItems,0.0,0.0,3696000.0,1592000.0,863000.0,261000.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-80362000.0,-52969000.0,-28276000.0,-131183000.0,-117269000.0,-62455000.0,-683000.0,-32098000.0,-42072000.0,-19697000.0,-9083000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-196000.0,-555000.0,-1768000.0,-3626000.0,-16644000.0,-1382000.0,-526000.0,-564000.0,-1301000.0,-595000.0,-2565000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-196000.0,-547000.0,-1729000.0,-3521000.0,-16644000.0,-1382000.0,-499000.0,-535000.0,-1301000.0,-595000.0,-2607000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,-4400000.0,-2760000.0,-169000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,39758000.0,150323000.0,128777000.0,131341000.0,117348000.0,84534000.0,26000000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,15182000.0,3855000.0,242000.0,-84000.0,142233000.0,20292000.0,11690000.0
,netCashUsedProvidedByFinancingActivities,215000.0,228000.0,40044000.0,165401000.0,154306000.0,140844000.0,118084000.0,84450000.0,168233000.0,20292000.0,11690000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-80343000.0,-53288000.0,10039000.0,30697000.0,20393000.0,77007000.0,116902000.0,51817000.0,0.0,0.0,0.0
,cashAtEndOfPeriod,298084000.0,378427000.0,431715000.0,421676000.0,390979000.0,370586000.0,293579000.0,176677000.0,124860000.0,0.0,0.0
,cashAtBeginningOfPeriod,378427000.0,431715000.0,421676000.0,390979000.0,370586000.0,293579000.0,176677000.0,124860000.0,0.0,0.0,0.0
,operatingCashFlow,-80362000.0,-52969000.0,-28276000.0,-131183000.0,-117269000.0,-62455000.0,-683000.0,-32098000.0,-42072000.0,-19697000.0,-9083000.0
,capitalExpenditure,-196000.0,-555000.0,-1768000.0,-3626000.0,-16644000.0,-1382000.0,-526000.0,-564000.0,-1301000.0,-595000.0,-2607000.0
,freeCashFlow,-80558000.0,-53524000.0,-30044000.0,-134809000.0,-133913000.0,-63837000.0,-1209000.0,-32662000.0,-43373000.0,-20292000.0,-11690000.0
