Date,2018-12-31,2017-12-31
Cash and cash equivalents,70088000.0,47857000.0
Short-term investments,0.0,0.0
Cash and short-term investments,70088000.0,47857000.0
Receivables,28088000.0,13341000.0
Inventories,8570000.0,4838000.0
Total current assets,106236000.0,68107000.0
Property Plant & Equipment Net,11127000.0,6925000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,18074000.0,7502000.0
Total assets,124310000.0,75609000.0
Payables,8792000.0,5443000.0
Short-term debt,4187000.0,4224000.0
Total current liabilities,32362000.0,22141000.0
Long-term debt,25489000.0,6335000.0
Total debt,29676000.0,10559000.0
Deferred revenue,3497000.0,1825000.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,68691000.0,7563000.0
Total liabilities,101053000.0,29704000.0
Other comprehensive income,-37000.0,-15000.0
Retained earnings (deficit),-231116000.0,-118631000.0
Total shareholders equity,-219987000.0,-112509000.0
Investments,0.0,0.0
Net Debt,-40412000.0,-37298000.0
Other Assets,-510000.0,2071000.0
Other Liabilities,19383000.0,12474000.0
