date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1997-08-31_FY,1996-08-31_FY,1995-08-31_FY,1994-08-31_FY,1993-08-31_FY,1992-08-31_FY,1991-08-31_FY,1990-08-31_FY,1989-08-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-259517000.0,-10872000.0,-110329000.0,-29344000.0,-11348000.0,-116683000.0,-13830000.0,35859000.0,-40837000.0,-90161000.0,-51927000.0,-85738000.0,-10380000.0,23161000.0,28021000.0,57629000.0,53788000.0,196040000.0,23678000.0,19789000.0,32254000.0,20739000.0,23185000.0,6000000.0,10235000.0,6914908.0,11225000.0,20687000.0,14000000.0,8700000.0,10400000.0,10100000.0,10800000.0
,depreciationAndAmortization,130880000.0,142763000.0,136198000.0,131498000.0,129407000.0,145254000.0,144600000.0,146065000.0,144155000.0,146398000.0,174629000.0,174973000.0,146903000.0,122298000.0,115310000.0,98109000.0,100680000.0,39962000.0,21411000.0,19130000.0,16155000.0,14223000.0,9406000.0,2700000.0,6259000.0,1147417.0,5286000.0,3541000.0,2800000.0,2100000.0,2000000.0,1800000.0,1700000.0
,deferredIncomeTax,0.0,0.0,-829000.0,-1768000.0,-1768000.0,-1589000.0,-2508000.0,-2494000.0,-1810000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,6748000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,258100000.0,-218301000.0,-6695000.0,25275000.0,-94652000.0,-31592000.0,132081000.0,-137416000.0,32222000.0,-34470000.0,607857000.0,-488019000.0,-15163000.0,67746000.0,36139000.0,-44413000.0,-239704000.0,221051000.0,-35500000.0,200000.0,-20000000.0,36900000.0,-149900000.0,13700000.0,5100000.0,5000000.0,-51400000.0,0.0,0.0,0.0,0.0,0.0,1000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4448000.0,-3120000.0,-10831000.0,-11244000.0,-14669000.0,-19078000.0,-5615000.0,-2750000.0,-7600000.0,-2700000.0,200000.0,0.0,-200000.0,400000.0,500000.0,300000.0,0.0,-600000.0,-500000.0,500000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7514000.0,16027000.0,-5617000.0,-5898000.0,10893000.0,2612000.0,5253000.0,1637000.0,500000.0,6900000.0,0.0,-500000.0,-100000.0,300000.0,1600000.0,900000.0,0.0,100000.0,0.0,0.0
,otherWorkingCapital,-125854000.0,-383954000.0,-165653000.0,-158958000.0,-184233000.0,-89581000.0,-57989000.0,-190070000.0,-52654000.0,-84876000.0,-50406000.0,-658263000.0,-170244000.0,-155081000.0,-222827000.0,-258966000.0,-214553000.0,25151000.0,-195900000.0,-160400000.0,-160600000.0,-140600000.0,-177500000.0,-27600000.0,-41300000.0,-46400000.0,-51400000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,14275000.0,-2815000.0,47000.0,3023000.0,3433000.0,4410000.0,6988000.0,6646000.0,8794000.0,-331000.0,-1466000.0,13028000.0,10675000.0,961000.0,2516000.0,-10206000.0,12784000.0,-165996000.0,15228000.0,-1574000.0,-3173000.0,4546000.0,-1184000.0,-1600000.0,-746000.0,-309966.0,-269000.0,-10359000.0,-6200000.0,2300000.0,2200000.0,2800000.0,900000.0
,netCashProvidedByOperatingActivites,5873000.0,111392000.0,134864000.0,136409000.0,147609000.0,135661000.0,145075000.0,136219000.0,120324000.0,105262000.0,116791000.0,136148000.0,124963000.0,149486000.0,158754000.0,129084000.0,132430000.0,69196000.0,28541000.0,37655000.0,44123000.0,32311000.0,31138000.0,4300000.0,15219000.0,7554991.0,16672000.0,15909000.0,13000000.0,13100000.0,13600000.0,13700000.0,14400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,-160000.0,-683000.0,-522000.0,-486000.0,-1656000.0,-2062000.0,-881000.0,-61807000.0,-55964000.0,-39430000.0,-6076000.0,-213761000.0,-148504000.0,-64674000.0,-204710000.0,-520705000.0,-35249000.0,-43697000.0,-50543000.0,-63773000.0,-156710000.0,-49200000.0,-3901000.0,-512748.0,-38058000.0,-37144000.0,-48300000.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-73434000.0,-14910000.0,-345032000.0,-39184000.0,-61129000.0,-3682000.0,-252000.0,-9070000.0,-2269000.0,-36941000.0,-57835000.0,-99787000.0,-299520000.0,-1211000.0,-4863000.0,-1686000.0,-1732000.0,-5093000.0,-8299000.0,-15030000.0,0.0,-2326000.0,0.0,-983000.0,-14971000.0,-7400000.0,-4100000.0,-6200000.0,-8000000.0,-2200000.0
,salesMaturitiesOfInvestments,0.0,0.0,123000000.0,35221000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32286000.0,17762000.0,36148000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649000.0,0.0,0.0,14500000.0,17900000.0,0.0,0.0,0.0,0.0
