date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,243112000.0,258582000.0,307584000.0,343020000.0,577978000.0,432834000.0,299426000.0,181330000.0,70325000.0,34053000.0,35035000.0,30503000.0,25077000.0,19255000.0,20786000.0,21092000.0,21857000.0,19843000.0,14731000.0,1099000.0,1531000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,106124000.0,120046000.0,124603000.0,145146000.0,276937000.0,226942000.0,172292000.0,117932000.0,46421000.0,19045000.0,13432000.0,9381000.0,6727000.0,7271000.0,7449000.0,7282000.0,7069000.0,6004000.0,4605000.0,829000.0,0.0
,SellingAndMarketingExpenses,3303000.0,8422000.0,12664000.0,5313000.0,10740000.0,6156000.0,5016000.0,4361000.0,1046000.0,477000.0,232000.0,178000.0,319000.0,353000.0,364000.0,429000.0,344000.0,399000.0,282000.0,282000.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,371000000.0,395000000.0,401000000.0,367000000.0,260000000.0,307000000.0,208000000.0,85000000.0,38000000.0,39000000.0,50000000.0,50000000.0,45000000.0,40000000.0,30000000.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,66013000.0,142948000.0,136720000.0,85000000.0,59499000.0,42621000.0,32862000.0,23282000.0,8479000.0,6037000.0,10788000.0,17976000.0,23021000.0,28847000.0,26945000.0,16703000.0,11426000.0,9159000.0,8110000.0,11573000.0,10315000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1518000.0,2195000.0,3007000.0,3928000.0,4851000.0,5836000.0,4079000.0,2651000.0,696000.0,650000.0,390000.0,446000.0,447000.0,434000.0,441000.0,508000.0,502000.0,635000.0,675000.0,445000.0,0.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.0590674257132515,0.108197786388844,0.152774526633375,0.0784006763454026,0.258497728287236,0.240891427198418,0.0860880484660651,0.0404731704626923,0.0868965517241379,-0.088802748656506,0.110204081632653,-0.0883191817198308,-0.0794353391554014,0.186185406387951,0.348551909939382,0.352361084771477,0.409983071784783,0.355843370458096,0.311791460186002,3.28298453139217,1.33442194644024
