date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,294013000.0,416540000.0,432098000.0,348393000.0,294354000.0
,costOfRevenue,109856000.0,216026000.0,218468000.0,179107000.0,156857000.0
,grossProfit,184157000.0,200514000.0,213630000.0,169286000.0,137497000.0
,grossProfitRatio,0.626356657698809,0.481379939501609,0.494401732940213,0.485905285123409,0.467114426846586
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,27312000.0,52699000.0,50305000.0,42699000.0,35678000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,45070000.0,70232000.0,64850000.0,63617000.0,71540000.0
,costAndExpenses,154926000.0,286258000.0,283318000.0,242724000.0,228397000.0
,interestExpense,61565000.0,79158000.0,78345000.0,53052000.0,42754000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,110650000.0,113927000.0,121298000.0,110952000.0,104369000.0
,EBITDA,201748000.0,228288000.0,281126000.0,221203000.0,156964000.0
,EBITDARatio,0.686187345457514,0.548057809574111,0.650607038218182,0.634923778606344,0.533249081038477
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,139087000.0,130282000.0,148780000.0,105669000.0,65957000.0
,operatingIncomeRatio,0.473064116212548,0.312771882652326,0.344320038509782,0.303304027348425,0.224073734347079
,totalOtherIncomeExpensesNet,56845000.0,75069000.0,67297000.0,48470000.0,56079000.0
,incomeBeforeTax,82242000.0,55213000.0,81483000.0,57199000.0,9878000.0
,incomeBeforeTaxRatio,0.279722325203307,0.132551495654679,0.188575276904776,0.164179532883841,0.0335582326042792
,incomeTaxExpense,1800000.0,4192000.0,2887000.0,-14861000.0,3844000.0
,netIncome,27733000.0,31011000.0,78596000.0,72060000.0,5997000.0
,netIncomeRatio,0.0943257611058014,0.0744490325058818,0.181893922212091,0.206835384178213,0.0203734279133288
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.56409677965146,1.25,3.76,3.74,0.310435862925769
,EPSDiluted,1.56409677965146,1.23,3.71,3.68,0.309235291084412
,weightedAverageShsOut,17711000.0,17731000.0,19562000.0,19253000.0,19318000.0
,weightedAverageShsOutDil,17949000.0,18011000.0,19818000.0,19607000.0,19393000.0
