Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30,2010-06-30,2009-06-30
Depreciation & Amortization,763380.2817,1145925.9259,1092307.6923,478778.8533,442989.2142,538606.403,307129.7989,23517.3824,88960.343,167654.5301,228155.3398
Stock-based compensation,173239.4366,122222.2222,397692.3077,276991.8094,0.0,0.0,367458.8665,586912.0654,697749.1961,616426.757,970873.7864
Operating Cash Flow,-4728169.0141,-6415555.5556,-8796153.8462,-8920327.6247,-4437596.302,-5375706.2147,-8039305.3016,-7514314.9284,-9327974.2765,-14060965.2837,-16668284.7896
Capital Expenditure,0.0,0.0,-9230.7692,-386448.2502,-68567.0262,-25423.7288,127970.7495,6134.9693,307609.8607,-8467.4005,-72006.4725
Acquisitions and disposals,0.0,0.0,-5459230.7692,0.0,0.0,0.0,29250.457,8171779.1411,0.0,0.0,0.0
Investment purchases and sales,1661267.6056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,1661267.6056,111111.1111,-5474615.3846,-388682.0551,-68567.0262,-25423.7288,157221.2066,8177914.1104,307609.8607,-8467.4005,-72006.4725
Issuance (repayment) of debt,0.0,0.0,0.0,0.0,0.0,5178907.7213,0.0,0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,2687323.9437,0.0,0.0,635145.1973,38795069.3374,0.0,2897623.4004,0.0,0.0,0.0,4471682.8479
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,2687323.9437,0.0,-13846.1538,582278.481,36529275.8089,5178907.7213,2754113.3455,1786298.5685,817792.0686,0.0,9352750.8091
Effect of forex changes on cash,11971.831,8888.8889,-329230.7692,597170.5138,233436.0555,0.0,0.0,-65439.6728,-1566988.2101,-1347163.4208,5730582.5243
Net cash flow / Change in cash,-379577.4648,-6304444.4444,-14284615.3846,-8726731.1988,32023112.4807,-222222.2222,-5127970.7495,2449897.7505,-8202572.3473,-14069432.6842,-7387540.4531
Free Cash Flow,-4728169.0141,-6415555.5556,-8805384.6154,-9306775.8749,-4506163.3282,-5401129.9435,-7911334.5521,-7508179.9591,-9020364.4159,-14069432.6842,-16740291.2621
Net Cash/Marketcap,,,,,,,,,,,
