date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-219786000.0,4274000.0,93604000.0,197063000.0,67131000.0,-85297000.0,170029000.0,155481000.0,129731000.0
,depreciationAndAmortization,227012000.0,273204000.0,259022000.0,260908000.0,285632000.0,329895000.0,198934000.0,184467000.0,189715000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-75367000.0,46117000.0,-5092000.0,-43726000.0,53394000.0,-106470000.0,51794000.0,-22481000.0,1819000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-3591000.0,-63679000.0,-109796000.0,-104704000.0,-60978000.0,-114372000.0,-7902000.0,-59696000.0,-13512000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,-4162000.0,-110988000.0,-14152000.0,0.0
,netCashProvidedByOperatingActivites,78647000.0,209305000.0,287245000.0,327512000.0,289798000.0,310763000.0,277640000.0,336434000.0,350703000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,26458000.0,53449000.0,39212000.0,224357000.0,22653000.0,431823000.0,-80292000.0,-93292000.0,0.0
,acquisitionsNet,0.0,0.0,-80000000.0,0.0,0.0,-963000000.0,-169000000.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,886000.0,-1989000.0,-2845000.0,15815000.0,0.0,0.0
,netCashUsedForInvestingActivites,-170683000.0,-115118000.0,-179828000.0,100292000.0,-125942000.0,-705482000.0,-234432000.0,-92608000.0,-71551000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-293867000.0,-444639000.0,-588182000.0,-1481753000.0,-189526000.0,-2078293000.0,-257494000.0,-23036000.0,-158813000.0
,commonStockIssued,0.0,1000.0,0.0,13000.0,512000.0,1899000.0,0.0,0.0,0.0
,commonStockRepurchased,-543000.0,-276000.0,-28000.0,-251000.0,-6000.0,-118048000.0,-31000.0,0.0,0.0
,dividendsPaid,-42332000.0,-237544000.0,-236821000.0,-236152000.0,-235092000.0,-228706000.0,-94110000.0,0.0,0.0
,otherFinancingActivites,-3127000.0,-80000.0,-66000.0,-10317000.0,-3384000.0,-906000.0,-1061047000.0,-241779000.0,-169830000.0
,netCashUsedProvidedByFinancingActivities,146793000.0,-79796000.0,-116534000.0,-435138000.0,-220756000.0,402204000.0,39703000.0,-248955000.0,-270777000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,54757000.0,14391000.0,-9117000.0,-7334000.0,-56900000.0,7485000.0,82911000.0,-5129000.0,8375000.0
,cashAtEndOfPeriod,130232000.0,75475000.0,61084000.0,52019000.0,59353000.0,116253000.0,108768000.0,25857000.0,30986000.0
,cashAtBeginningOfPeriod,75475000.0,61084000.0,70201000.0,59353000.0,116253000.0,108768000.0,25857000.0,30986000.0,22611000.0
,operatingCashFlow,78647000.0,209305000.0,287245000.0,327512000.0,289798000.0,310763000.0,277640000.0,336434000.0,350703000.0
,capitalExpenditure,-181097000.0,53449000.0,39212000.0,224357000.0,22653000.0,431823000.0,-80292000.0,-93292000.0,-67841000.0
,freeCashFlow,-102450000.0,32568000.0,133395000.0,180183000.0,116205000.0,150251000.0,197348000.0,243142000.0,282862000.0
