date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-17806904.0,-25138039.0,-24571601.0,-21613737.0,-18399322.0,-16949526.0,-15866046.0,-9233183.0,-12259526.0,-13629286.0
,depreciationAndAmortization,1085234.0,773314.0,800905.0,575717.0,322029.0,261409.0,251203.0,266554.0,365568.0,369312.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,940984.0,869579.0,623412.0,1247481.0,1593947.0,1377824.0,1822661.0,952521.0,252134.0,135073.0
,changeInWorkingCapital,11765966.0,6932551.0,1807240.0,-1784449.0,-4921507.0,1828102.0,16825248.0,14669537.0,-12319223.0,837887.0
,accountsReceivables,-10617833.0,-1952753.0,-380899.0,-1064457.0,-94769.0,-23600.0,-1400.0,9685.0,-13634.0,-5251.0
,inventory,244825.0,-194928.0,-50021.0,100875.0,-168115.0,-126106.0,-82126.0,38464.0,-117287.0,-44854.0
,accountsPayables,4463722.0,14838.0,601872.0,349932.0,332732.0,-51790.0,-981869.0,-175280.0,354553.0,854748.0
,otherWorkingCapital,20099751.0,8333785.0,1401234.0,-406006.0,1378443.0,6299950.0,4471848.0,-12353400.0,-27022937.0,-14703714.0
,otherNonCashItems,0.0,1831116.0,29426.0,45788.0,68346.0,120663.0,1445068.0,1284175.0,1704845.0,1255888.0
,netCashProvidedByOperatingActivites,-19787100.0,-23049261.0,-22355218.0,-19650726.0,-15697058.0,-15154841.0,-14605046.0,-6202363.0,-8607016.0,-10984373.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-866814.0,-735300.0,-145253.0,-1400180.0,-482065.0,-165160.0,-394925.0,-711.0,-8046.0,-295373.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-866814.0,-735300.0,-145253.0,-1400180.0,-451403.0,-165160.0,-394925.0,-711.0,-8046.0,-295373.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-702588.0,-539415.0,-1358349.0,-2101013.0,-1238487.0,-625440.0,-2369250.0,0.0,0.0,-217813.0
,commonStockIssued,24193928.0,25744997.0,25693474.0,13505094.0,13771301.0,9788057.0,17390240.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4111.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-393459.0,-559092.0,-465279.0,-596350.0,-145929.0,-192511.0,-154998.0,-164974.0,-135704.0
,netCashUsedProvidedByFinancingActivities,25720450.0,29662594.0,23777233.0,18588185.0,11936464.0,18776748.0,20295375.0,6086996.0,8365026.0,10205092.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,5066536.0,5878033.0,1276762.0,-2462721.0,-4211997.0,3456747.0,5295404.0,-116078.0,-250036.0,-1074654.0
,cashAtEndOfPeriod,14367942.0,9301406.0,3423373.0,2146611.0,4609332.0,8821329.0,5364582.0,69178.0,185256.0,435292.0
,cashAtBeginningOfPeriod,9301406.0,3423373.0,2146611.0,4609332.0,8821329.0,5364582.0,69178.0,185256.0,435292.0,1509946.0
,operatingCashFlow,-19787100.0,-23049261.0,-22355218.0,-19650726.0,-15697058.0,-15154841.0,-14605046.0,-6202363.0,-8607016.0,-10984373.0
,capitalExpenditure,-866814.0,-735300.0,-145253.0,-1400180.0,-482065.0,-165160.0,-394925.0,-711.0,-8046.0,-295373.0
,freeCashFlow,-20653914.0,-23784561.0,-22500471.0,-21050906.0,-16179123.0,-15320001.0,-14999971.0,-6203074.0,-8615062.0,-11279746.0
