date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,revenue,5199000000.0,12067000000.0,11223000000.0,10059844000.0,8773564000.0,6672317000.0,5763485000.0,4771259000.0,4030347000.0,3449009000.0,3348109000.0,2955426000.0,2937013000.0,2665332000.0,2237586000.0,2119455000.0
,costOfRevenue,1680000000.0,2163000000.0,1965000000.0,1756531000.0,1596698000.0,1309559000.0,1179081000.0,1038034000.0,898604000.0,761272000.0,692832000.0,607251000.0,634744000.0,562401000.0,502638000.0,470716000.0
,grossProfit,3519000000.0,9904000000.0,9258000000.0,8303313000.0,7176866000.0,5362758000.0,4584404000.0,3733225000.0,3131743000.0,2687737000.0,2655277000.0,2348175000.0,2302269000.0,2102931000.0,1734948000.0,1648739000.0
,grossProfitRatio,0.676860934795153,0.82075080798873,0.824913124832932,0.825391825161503,0.8180103319472,0.803732496522572,0.795422214163826,0.782440232232205,0.7770405377006,0.77927804769428,0.793067668943872,0.794530128651504,0.783881106416621,0.788994016505261,0.77536595241479,0.777907056295132
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,1010000000.0,1763000000.0,1617000000.0,1386787000.0,1235019000.0,830244000.0,686154000.0,577820000.0,484898000.0,380999000.0,362447000.0,319708000.0,208952000.0,182483000.0,140371000.0,0.0
,GeneralAndAdministrativeExpenses,597000000.0,847000000.0,808000000.0,675961000.0,678292000.0,573913000.0,425373000.0,377078000.0,345354000.0,330563000.0,314109000.0,290484000.0,355431000.0,1313810000.0,1075844000.0,909018000.0
,SellingAndMarketingExpenses,2546000000.0,6135000000.0,5767000000.0,5297832000.0,4367417000.0,3381086000.0,2808329000.0,2196145000.0,1721037000.0,1474641000.0,1204141000.0,1027062000.0,1101403000.0,0.0,0.0,0.0
,otherExpenses,-6000000.0,12000000.0,-2000000.0,-2777000.0,-2829000.0,10912000.0,6083000.0,-2788000.0,1067000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,5046000000.0,8943000000.0,8475000000.0,7636025000.0,6597869000.0,4948908000.0,3999471000.0,3222774000.0,2582994000.0,2208128000.0,1917820000.0,1742593000.0,1735222000.0,1573862000.0,1383619000.0,1251687000.0
,costAndExpenses,6726000000.0,11106000000.0,10440000000.0,9392556000.0,8194567000.0,6258467000.0,5178552000.0,4260808000.0,3481598000.0,2969400000.0,2610652000.0,2349844000.0,2369966000.0,2136263000.0,1886257000.0,1722403000.0
,interestExpense,360000000.0,173000000.0,190000000.0,181712000.0,173148000.0,126195000.0,98089000.0,87358000.0,87788000.0,90718000.0,101291000.0,84233000.0,71984000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,893000000.0,198000000.0,283000000.0,275445000.0,317141000.0,163665000.0,79615000.0,71731000.0,31705000.0,21925000.0,37123000.0,37681000.0,69436000.0,77569000.0,120404000.0,138664000.0
,EBITDA,-634000000.0,1159000000.0,1066000000.0,942733000.0,896138000.0,577515000.0,664548000.0,582182000.0,580454000.0,501534000.0,774580000.0,643263000.0,636483000.0,606638000.0,471733000.0,535716000.0
