date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY
,revenue,13050600000.0,13409100000.0,12552900000.0,15056900000.0
,costOfRevenue,11209400000.0,10950700000.0,10273000000.0,12524600000.0
,grossProfit,1841200000.0,2458400000.0,2279900000.0,2532300000.0
,grossProfitRatio,0.14108163609336,0.183338180787674,0.181623369898589,0.168182029501425
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,119800000.0,162900000.0,189200000.0,212900000.0
,GeneralAndAdministrativeExpenses,1066200000.0,1228100000.0,1140600000.0,1060900000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0
,otherExpenses,-70700000.0,-220700000.0,-323900000.0,-25900000.0
,operatingExpenses,1186000000.0,1391000000.0,1329800000.0,1273800000.0
,costAndExpenses,12395400000.0,12341700000.0,11602800000.0,13798400000.0
,interestExpense,349600000.0,567800000.0,482300000.0,456000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,447200000.0,509600000.0,550400000.0,614700000.0
,EBITDA,1102400000.0,1577000000.0,1500500000.0,1873200000.0
,EBITDARatio,0.0844712120515532,0.117606699927661,0.119534131555258,0.124408078688176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,655200000.0,1067400000.0,950100000.0,1258500000.0
,operatingIncomeRatio,0.050204588294791,0.0796026578965031,0.0756876896972014,0.0835829420398621
,totalOtherIncomeExpensesNet,-3446700000.0,-2751900000.0,-2077300000.0,-263600000.0
,incomeBeforeTax,-3084500000.0,-2135800000.0,-1488100000.0,679700000.0
,incomeBeforeTaxRatio,-0.236349286622837,-0.159279892013633,-0.118546312007584,0.0451420943222044
,incomeTaxExpense,153400000.0,276300000.0,422700000.0,545500000.0
,netIncome,-3287600000.0,-2415200000.0,-1921600000.0,113300000.0
,netIncomeRatio,-0.251911789496268,-0.180116488056618,-0.153080164742808,0.00752478929925815
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-7.33839285714286,-5.39,-4.2,0.242768373687594
,EPSDiluted,-7.33839285714286,-5.39,-4.2,0.241938928037583
,weightedAverageShsOut,448000000.0,448000000.0,458000000.0,466700000.0
,weightedAverageShsOutDil,448000000.0,448000000.0,458000000.0,468300000.0
