date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,351316000.0,365070000.0,378160000.0,427504000.0,374585000.0,711781000.0,732510000.0,679287000.0,759031000.0,805256000.0,609905000.0,531838000.0,748967000.0,586407000.0,491952000.0,396722000.0,364053000.0,317263000.0,283811000.0,336630000.0,290620000.0,254236000.0,324320000.0,320189000.0,314051000.0,274115000.0,249969000.0,276600000.0,246800000.0,234200000.0,196600000.0,212700000.0,219300000.0,169600000.0,169100000.0,149400000.0
,costOfRevenue,334268000.0,360085000.0,362325000.0,422038000.0,423891000.0,608073000.0,579155000.0,535731000.0,575295000.0,582238000.0,471280000.0,394424000.0,610087000.0,453814000.0,400675000.0,330651000.0,311374000.0,267831000.0,238114000.0,279299000.0,227512000.0,192089000.0,247084000.0,257982000.0,250388000.0,210328000.0,191916000.0,168000000.0,134500000.0,126800000.0,139300000.0,152800000.0,0.0,132800000.0,131700000.0,118100000.0
,grossProfit,17048000.0,4985000.0,15835000.0,5466000.0,-49306000.0,103708000.0,153355000.0,143556000.0,183736000.0,223018000.0,138625000.0,137414000.0,138880000.0,132593000.0,91277000.0,66071000.0,52679000.0,49432000.0,45697000.0,57331000.0,63108000.0,62147000.0,77236000.0,62207000.0,63663000.0,63787000.0,58053000.0,108600000.0,112300000.0,107400000.0,57300000.0,59900000.0,0.0,36800000.0,37400000.0,31300000.0
,grossProfitRatio,0.0485261132427786,0.0136549154956584,0.0418738100275016,0.0127858452786407,-0.131628335357796,0.145702119050663,0.209355503679131,0.211333353943179,0.242066529562034,0.276952919320067,0.2272894959051,0.258375670786969,0.185428730504815,0.226110875211244,0.185540459231795,0.166542314265405,0.144701458304148,0.155807642240034,0.161012081984137,0.170308647476458,0.217149542357718,0.2444461051936,0.238147508633448,0.194282127118671,0.202715482517171,0.232701603341663,0.232240797858935,0.392624728850325,0.455024311183144,0.458582408198121,0.291454730417091,0.281617301363423,0.0,0.216981132075472,0.221170904790065,0.2095046854083
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,32084000.0,34172000.0,40811000.0,34990000.0,40168000.0,112288000.0,103886000.0,100674000.0,89988000.0,86343000.0,89720000.0,96374000.0,87017000.0,75891000.0,64560000.0,53456000.0,49104000.0,41745000.0,39909000.0,48424000.0,47787000.0,51672000.0,61729000.0,65863000.0,57341000.0,57238000.0,49221000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-10000.0,1139000.0,1554000.0,306000.0,1227000.0,1106000.0,749000.0,178000.0,580000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,32583000.0,44076000.0,38860000.0,39557000.0,40168000.0,112541000.0,104020000.0,101152000.0,89774000.0,86690000.0,89865000.0,96704000.0,79725000.0,73582000.0,63723000.0,51106000.0,49104000.0,41745000.0,-1221000.0,48424000.0,58341000.0,63063000.0,61729000.0,65863000.0,57341000.0,57238000.0,50821000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,366851000.0,404161000.0,401185000.0,461595000.0,464059000.0,720614000.0,683175000.0,636883000.0,665069000.0,668928000.0,561145000.0,491128000.0,689812000.0,527396000.0,464398000.0,381757000.0,360478000.0,309576000.0,236893000.0,327723000.0,285853000.0,255152000.0,308813000.0,323845000.0,307729000.0,267566000.0,242737000.0,240900000.0,207400000.0,194600000.0,206600000.0,215200000.0,207100000.0,165100000.0,160900000.0,149400000.0
