date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,revenue,73667133000.0,59241145000.0,67156453000.0,54102019000.0,38178844000.0,22802895000.0,11712834000.0,9196175000.0,8200956000.0,7290652000.0,5507669000.0,3756947133.0,3084584149.0,2213286764.0,2164359470.0,1612363481.0,903597827.0,542229487.2572,220890026.80416,28305371.39328,65053425.8232,15618162.47712
,costOfRevenue,34683731000.0,27685845000.0,38752957000.0,28189326000.0,16515032000.0,9399260000.0,3261544000.0,2478516000.0,2578067000.0,2372288000.0,1798841000.0,952229078.0,559605362.0,415453046.0,381298181.0,275236973.0,183803395.0,85477685.17685,71660954.47296,60069225.2736,32180333.6538,11118893.54784
,grossProfit,38983402000.0,31555300000.0,28403496000.0,25912693000.0,21663812000.0,13403635000.0,8451290000.0,6717659000.0,5622889000.0,4918364000.0,3708828000.0,2804718055.0,2524978787.0,1797833718.0,1783061289.0,1337126508.0,719794432.0,456751802.08035,149229072.3312,-31763853.88032,32873092.1694,4499268.92928
,grossProfitRatio,0.529183102592034,0.532658509554466,0.422945148696284,0.478959814789906,0.567429752456622,0.587804092418967,0.721541003654624,0.730484032763622,0.685638235347196,0.674612366630584,0.673393408354787,0.746541794630039,0.818579965736574,0.812291361084559,0.823828626304853,0.829295952033535,0.796587165763514,0.842358840333033,0.675580851205681,-1.1221846708523,0.505324535232647,0.288079275386669
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,10369382000.0,8413224000.0,7792550000.0,4371428000.0,3046979000.0,2158888000.0,1323498000.0,921618000.0,718315000.0,465490000.0,317929000.0,230439880.0,207023649.0,180734713.0,153162158.0,90170092.0,34362806.0,19124173.85185,13805155.34208,11171451.07776,12663589.95,5734184.6256
,GeneralAndAdministrativeExpenses,3371827000.0,3130298000.0,3191537000.0,2429858000.0,1506154000.0,1014395000.0,467669000.0,349832000.0,286223000.0,280227000.0,189621000.0,212533368.0,181841322.0,176178740.0,179879602.0,117942605.0,85077870.0,110789809.2663,94662030.21312,181593087.01152,179440866.3294,51046738.9296
,SellingAndMarketingExpenses,10703788000.0,6221127000.0,9526470000.0,6957596000.0,4481815000.0,2958229000.0,1894998000.0,1093612000.0,906707000.0,849205000.0,656976000.0,338308601.0,221551138.0,235318304.0,170142691.0,152192422.0,152842334.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,737168000.0,439422000.0,599230000.0,277080000.0,377685000.0,45138000.0,82438000.0,95136000.0,99718000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
