date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-20302000.0,35537000.0,35454000.0,27873000.0,97678000.0,-30141000.0,1387000.0,-15987000.0,-13071000.0,-19851000.0,-15470000.0,-8771000.0,-4106000.0,247000.0,377000.0,663000.0,336000.0,409000.0
,depreciationAndAmortization,28175000.0,0.0,723000.0,789000.0,979000.0,2019000.0,1865000.0,1648000.0,5277000.0,1568000.0,917000.0,577000.0,488000.0,379000.0,284000.0,157000.0,153000.0,130000.0
,deferredIncomeTax,3491000.0,8655000.0,4462000.0,-474000.0,-61396000.0,0.0,0.0,0.0,0.0,-13368000.0,-8563000.0,-5555000.0,-1454000.0,-271000.0,108000.0,336000.0,62000.0,-93000.0
,stockBasedCompensation,2496000.0,2011000.0,2490000.0,2209000.0,2868000.0,7204000.0,4712000.0,2312000.0,0.0,0.0,0.0,1201000.0,1010000.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-369000.0,-1532000.0,-4693000.0,6058000.0,-20422000.0,-7949000.0,-14027000.0,15859000.0,1068000.0,27592000.0,23650000.0,8417000.0,-1429000.0,1464000.0,525000.0,-154000.0,75000.0,-308000.0
,accountsReceivables,-2541000.0,2124000.0,-1847000.0,6743000.0,-301000.0,8361000.0,-3651000.0,-6711000.0,-5106000.0,0.0,-3247000.0,282000.0,-1580000.0,0.0,0.0,0.0,0.0,0.0
,inventory,4748000.0,5505000.0,237000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2056000.0,-787000.0,0.0,0.0,0.0,-5000.0,-1000.0
,accountsPayables,-196000.0,2218000.0,-197000.0,-920000.0,-4254000.0,-1340000.0,2328000.0,2225000.0,1639000.0,6412000.0,-1666000.0,2567000.0,118000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,19446000.0,7735000.0,19057000.0,30010000.0,15197000.0,-24180000.0,7272000.0,12796000.0,-24106000.0,3761000.0,10069000.0,2189000.0,18564000.0,14093000.0,18547000.0,17018000.0,3229000.0,1358000.0
,otherNonCashItems,4040000.0,5508000.0,230000.0,153000.0,-495000.0,1870000.0,2862000.0,111000.0,2487000.0,-10918000.0,4919000.0,2511000.0,-676000.0,376000.0,495000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,54469000.0,62262000.0,-9889000.0,-11748000.0,-18257000.0,-28179000.0,-42549000.0,-10192000.0,-4958000.0,-7973000.0,11715000.0,-1603000.0,-4367000.0,2126000.0,1821000.0,1209000.0,831000.0,183000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,-467000.0,-485000.0,-289000.0,-507000.0,-1563000.0,-2135000.0,0.0,0.0,0.0,0.0,0.0,-8120000.0,-1431000.0,-374000.0,-212000.0,-372000.0
,acquisitionsNet,0.0,-1000000.0,-63000000.0,0.0,0.0,-2000000.0,0.0,0.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,-2881000.0,-105000.0,-1133000.0,-3000.0,-105000.0,-400000.0,-682000.0,-3276000.0,-7054000.0,-10753000.0,-8068000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,210000.0,105000.0,0.0,0.0,0.0,0.0,5151000.0,6300000.0,7668000.0,8999000.0,1587000.0,0.0
,otherInvestingActivites,-1202000.0,-4726000.0,0.0,0.0,336000.0,-2600000.0,-1340000.0,-507000.0,-2000000.0,1580000.0,188000.0,0.0,0.0,0.0,0.0,0.0,0.0,24000.0
,netCashUsedForInvestingActivites,-7887000.0,-13238000.0,-16543000.0,48386000.0,39899000.0,2234000.0,31405000.0,11172000.0,-13944000.0,-2211000.0,-3119000.0,-25867000.0,-12645000.0,-5096000.0,-817000.0,-2128000.0,-6633000.0,-348000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-25360000.0,-31354000.0,0.0,-1044000.0,-14724000.0,-3234000.0,-238000.0,0.0,-12133000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31050000.0,0.0,35075000.0,1347000.0,4000.0,7001000.0,123000.0,104000.0,12841000.0,8055000.0,1000000.0
,commonStockRepurchased,-696000.0,-6244000.0,-26112000.0,-16963000.0,-196000.0,-276000.0,-1500000.0,0.0,0.0,0.0,-26000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-4979000.0,-18274000.0,-20165000.0,-15690000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,156000.0,-2112000.0,0.0,-751000.0,0.0,-70000.0,-2235000.0,-128000.0,-8311000.0,-1677000.0,721000.0,24730000.0,200000.0,1000000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-27730000.0,-55716000.0,19511000.0,-32889000.0,-15671000.0,10029000.0,-1565000.0,29169000.0,-12240000.0,41367000.0,-356000.0,725000.0,31731000.0,323000.0,1099000.0,12837000.0,7133000.0,617000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
