date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2013-12-31_FY
,revenue,2515900000.0,2324300000.0,2172800000.0,1956600000.0,1927700000.0,894200000.0,1505800000.0
,costOfRevenue,1753400000.0,1626400000.0,1519300000.0,1357200000.0,1356700000.0,663000000.0,1001800000.0
,grossProfit,762500000.0,697900000.0,653500000.0,599400000.0,571000000.0,231200000.0,504000000.0
,grossProfitRatio,0.303072459159744,0.300262444606978,0.300763991163476,0.306347746090156,0.296207916169528,0.258555133079848,0.334705804223668
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,5600000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,487200000.0,0.0
,operatingExpenses,0.0,359900000.0,352700000.0,319300000.0,298400000.0,545300000.0,0.0
,costAndExpenses,2136100000.0,1986300000.0,1872000000.0,1676500000.0,1655100000.0,1208300000.0,1233600000.0
,interestExpense,66700000.0,82800000.0,69300000.0,58800000.0,77000000.0,-33600000.0,228200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,67600000.0,68300000.0,46300000.0,42400000.0,51100000.0,21800000.0,27800000.0
,EBITDA,447400000.0,406300000.0,347100000.0,322500000.0,323700000.0,-292300000.0,300000000.0
,EBITDARatio,0.177829007512222,0.174805317730069,0.159747790868925,0.164826740263723,0.167920319551797,-0.326884365913666,0.199229645371231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,379800000.0,338000000.0,300800000.0,280100000.0,272600000.0,-314100000.0,272200000.0
,operatingIncomeRatio,0.150959895067372,0.145420126489696,0.138438880706922,0.143156495962384,0.141412045442756,-0.351263699396108,0.180767698233497
,totalOtherIncomeExpensesNet,-16300000.0,-45400000.0,-2000000.0,-30200000.0,-120500000.0,-1900000.0,-78800000.0
,incomeBeforeTax,295500000.0,210300000.0,227100000.0,168500000.0,76000000.0,-349600000.0,-39200000.0
,incomeBeforeTaxRatio,0.117452998926825,0.0904788538484705,0.104519513991163,0.0861187774711234,0.0394252217668724,-0.390963990158801,-0.0260326736618409
,incomeTaxExpense,70400000.0,56700000.0,56600000.0,32000000.0,39600000.0,-12300000.0,2000000.0
,netIncome,225200000.0,154000000.0,171200000.0,136500000.0,36400000.0,-337300000.0,-41200000.0
,netIncomeRatio,0.089510711872491,0.0662565073355419,0.0787923416789396,0.0697638761116222,0.01888260621466,-0.377208678148065,-0.0273608712976491
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.17291666666667,0.8,0.9749430523918,0.78,0.198344863336384,-2.31677,-0.282985
,EPSDiluted,1.17291666666667,0.78,0.973833902161547,0.74,0.198334187886695,-2.31677,-0.282985
,weightedAverageShsOut,192000000.0,192000000.0,175600000.0,176100000.0,183518743.0,145590810.0,145590810.0
,weightedAverageShsOutDil,192000000.0,198400000.0,175800000.0,184800000.0,183528621.0,145590810.0,145590810.0
