date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,1031292000.0,1390674000.0,1322417000.0,1407511000.0,1372685000.0,1416059000.0,1372316000.0,1378612000.0,1285641000.0,1295295000.0
,costOfRevenue,644052000.0,844180000.0,725437000.0,790078000.0,802309000.0,824181000.0,824043000.0,846362000.0,831424000.0,920065000.0
,grossProfit,387240000.0,546494000.0,596980000.0,617433000.0,570376000.0,591878000.0,548273000.0,532250000.0,454217000.0,375230000.0
,grossProfitRatio,0.375490161855226,0.392970602743706,0.451430978276898,0.438670106308228,0.415518491132343,0.417975522206349,0.399523870595402,0.386076720643662,0.353300026990427,0.289686905299565
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,478101000.0,662606000.0,649295000.0,654860000.0,699544000.0,681124000.0,0.0,10040000.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,612535000.0,580887000.0,533462000.0,0.0
,otherExpenses,-856000.0,167000.0,1280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,503686000.0,687916000.0,676228000.0,685608000.0,726294000.0,703162000.0,624705000.0,0.0,0.0,0.0
,costAndExpenses,1147738000.0,1532096000.0,1401665000.0,1475686000.0,1528603000.0,1527343000.0,1448748000.0,1446217000.0,1419701000.0,1625460000.0
,interestExpense,65959000.0,48778000.0,45680000.0,42805000.0,38663000.0,32045000.0,18245000.0,21344000.0,123197000.0,244582000.0
