date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,revenue,1022433000.0,846383000.0,627063000.0,434950000.0,254188000.0,96878000.0,0.0,25671000.0
,costOfRevenue,701373000.0,513059000.0,327825000.0,269352000.0,155177000.0,57398000.0,0.0,30018000.0
,grossProfit,321060000.0,333324000.0,299238000.0,165598000.0,99011000.0,39480000.0,0.0,-4347000.0
,grossProfitRatio,0.314015686113418,0.393821709557021,0.477205639624727,0.380728819404529,0.389518781374416,0.407522863808088,0.0,-0.169335047329672
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,310551000.0,392820000.0,306307000.0,205670000.0,160692000.0,75286000.0,0.0,15600000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-119000.0,-492000.0,109000.0,171000.0,4000.0,0.0,0.0,1000.0
,operatingExpenses,0.0,453733000.0,350822000.0,238038000.0,177916000.0,82452000.0,0.0,0.0
,costAndExpenses,1073399000.0,966792000.0,678647000.0,507390000.0,333093000.0,139850000.0,0.0,46826000.0
,interestExpense,28337000.0,14534000.0,5484000.0,3636000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,61475000.0,60913000.0,44515000.0,32368000.0,17224000.0,7166000.0,0.0,1208000.0
,EBITDA,10509000.0,-59496000.0,-7069000.0,-40072000.0,-61681000.0,-35806000.0,0.0,-19947000.0
,EBITDARatio,0.0102784241118978,-0.0702944175391046,-0.0112731894562428,-0.0921301298999885,-0.242658976820306,-0.369598876938005,0.0,-0.777024658174594
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-50966000.0,-120409000.0,-51584000.0,-72440000.0,-78905000.0,-42972000.0,0.0,-21155000.0
,operatingIncomeRatio,-0.0498477650858296,-0.142263018042659,-0.0822628667294993,-0.166547879066559,-0.310419846727619,-0.443568199178348,0.0,-0.824081648552842
,totalOtherIncomeExpensesNet,-261660000.0,-196160000.0,-523000.0,-1984000.0,-159351000.0,385968000.0,-25246000.0,42006000.0
,incomeBeforeTax,-337799000.0,-327116000.0,-54151000.0,-76404000.0,-237533000.0,343289000.0,-25246000.0,20031000.0
,incomeBeforeTaxRatio,-0.330387419028924,-0.386486968665486,-0.086356554285614,-0.175661570295436,-0.934477630730011,3.54351865232561,0.0,0.78029683300222
,incomeTaxExpense,-3553000.0,-21536000.0,40000.0,-6637000.0,-10755000.0,23475000.0,0.0,8000.0
,netIncome,-334246000.0,-301971000.0,-52658000.0,-60665000.0,-159742000.0,332494000.0,-25246000.0,20023000.0
,netIncomeRatio,-0.326912374698391,-0.356778196159422,-0.0839756132956338,-0.139475801816301,-0.628440366972477,3.43208984495964,0.0,0.779985197304351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-4.05815647613035,-3.67,-0.68,-0.94,-3.55,13.14,-0.558498,0.043371
,EPSDiluted,-4.05815647613035,-3.67,-0.68,-0.94,-3.55,6.93,-0.558498,0.043371
,weightedAverageShsOut,82364000.0,82364000.0,77338000.0,64351000.0,45031000.0,25129000.0,55751344.0,55751344.0
,weightedAverageShsOutDil,82364000.0,82364000.0,77338000.0,64351000.0,45031000.0,46136000.0,55751344.0,55751344.0
