date,,2020-12-26_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2015-12-26_FY,2014-12-27_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2010-12-25_FY,2009-12-26_FY,2008-12-27_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2004-12-25_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-4530925.0,-29506250.0,-34533540.0,-25240480.0,-23434116.0,-14693420.0,-28212040.0,-4700000.0,-18400000.0,3597927.0,8800000.0,19400000.0,2600000.0,-6600000.0,-2100000.0,11671229.0,-15400000.0,-6878258.0,-31911318.0,-22713388.0,6293384.0,800000.0,-3000000.0,-6300000.0,-21600000.0,-9000000.0,-6700000.0,-1600000.0,-1700000.0,-2200000.0
,depreciationAndAmortization,651083.0,792220.0,1958680.0,2501890.0,993621.0,2138980.0,3002010.0,3650000.0,9110000.0,8598672.0,6570000.0,5990000.0,5040000.0,3460000.0,2620000.0,5377856.0,9520000.0,9694549.0,11917833.0,11255805.0,7366263.0,4100000.0,4300000.0,3600000.0,3600000.0,3100000.0,2100000.0,1500000.0,1200000.0,1000000.0
,deferredIncomeTax,0.0,105040.0,4190.0,-2421040.0,1451858.0,-75000.0,-230730.0,250000.0,2160000.0,0.0,0.0,0.0,0.0,0.0,370000.0,0.0,-170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,821122.0,2057400.0,4791054.0,2296131.0,2425326.0,3145479.0,4827772.0,4203408.0,4486990.0,3923628.0,2583728000000.0,1884340000000.0,2740849000000.0,2254557000000.0,2789658000.0,0.0,505243000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,118741.0,-16581730.0,-28599330.0,-2392407.0,-19850983.0,3197680.0,-21718300.0,1600000.0,-17148467.0,-8151533.0,-2100000.0,17300000.0,9000000.0,-8200000.0,-13035167.0,5735167.0,6893267.0,659966.0,9415956.0,18093366.0,-18162555.0,67200000.0,17800000.0,-6200000.0,-17100000.0,14200000.0,-11600000.0,24300000.0,13900000.0,-600000.0
,accountsReceivables,-2954703.0,-3944859.0,853163.0,-2376593.0,-39629.0,2850942.0,-1286407.0,4853073.0,4363447.0,256190.0,1926676000000.0,3703840000000.0,-8259245000000.0,-3641220000000.0,911085000.0,0.0,-2105051000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,667019.0,-792165.0,-1656196.0,-1633027.0,-1527602.0,-8484.0,-1520824.0,2262547.0,3466568.0,162575.0,-4287717000000.0,-2666190000000.0,3192566000000.0,-4880725000000.0,-2235270000.0,-1269318.0,-1756074000.0,-1139054.0,4103405.0,-3395011.0,435612.0,-2800000.0,-600000.0,0.0,1500000.0,-3000000.0,-1200000.0,-300000.0,0.0,-300000.0
,accountsPayables,5227011.0,-163084.0,-1208848.0,1924751.0,0.0,-2632385.0,1829591.0,-773471.0,-2996339.0,0.0,338863000000.0,-4228801000000.0,-2330171000000.0,3188902000000.0,399812000.0,0.0,-4580873000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,22573671.0,22454930.0,39036660.0,67635990.0,70028397.0,89879380.0,86681700.0,108400000.0,106800000.0,123948467.0,132100000.0,134200000.0,116900000.0,107900000.0,116100000.0,129135167.0,123400000.0,116506733.0,115846767.0,106430811.0,88337445.0,106500000.0,39300000.0,21500000.0,27700000.0,44800000.0,30600000.0,42200000.0,17900000.0,4000000.0
,otherNonCashItems,0.0,8963180.0,5453980.0,2640860.0,677330.0,-4920360.0,7041990.0,-22680000.0,7800000.0,-3886754.0,1030000.0,1200000.0,7380000.0,3810000.0,1660000.0,0.0,10660000.0,0.0,0.0,0.0,0.0,-100000.0,0.0,-100000.0,-100000.0,0.0,100000.0,0.0,200000.0,0.0
,netCashProvidedByOperatingActivites,-4417157.0,-21026850.0,-28103780.0,-25912700.0,-26174695.0,-16919550.0,-19605000.0,-18900000.0,3790000.0,19252101.0,13930000.0,23360000.0,11670000.0,-4130000.0,890000.0,14424019.0,-5790000.0,6592340.0,12170545.0,-2482236.0,12854918.0,-400000.0,2300000.0,-5500000.0,-12800000.0,-11400000.0,-4200000.0,-2300000.0,-1600000.0,-2000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1000000.0,-170186.0,-1183131.0,-2794467.0,0.0,-1122808.0,-1489986.0,-741543.0,-9831967.0,0.0,-15850000.0,426537000000.0,-3330000.0,-7640000.0,-7870000.0,-3107423.0,-1260000.0,-5436023.0,-5191683.0,-6997226.0,-33431439.0,-15000000.0,-2900000.0,-3600000.0,-3800000.0,-3800000.0,-4500000.0,-5100000.0,-1200000.0,-300000.0
,acquisitionsNet,0.0,0.0,-1000000000.0,-3690047000.0,15000000.0,0.0,0.0,55000000.0,94351.0,-10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-2500000000.0,-5697329.0,-19633903.0,-51828988.0,-22835740.0,-20166515.0,-60905456.0,-45559150.0,-44326544.0,-48730506000000.0,-48712270000000.0,-31631309000000.0,-16451503000000.0,-32538083000.0,-27317516.0,-44262039000.0,-8905483.0,-52352745.0,0.0,-24738587.0,-27100000.0,-1400000.0,0.0,0.0,0.0,0.0,-21600000.0,-11700000.0,0.0
,salesMaturitiesOfInvestments,0.0,7454139.0,26646078.0,37536004.0,51869649.0,47262678.0,39801276.0,19727777.0,38162041.0,41124549.0,0.0,0.0,0.0,0.0,0.0,29039232.0,0.0,1202922.0,4440383.0,29773216.0,0.0,0.0,0.0,5900000.0,6600000.0,10400000.0,5800000.0,0.0,0.0,0.0
