Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,2354000.0,1435000.0,640000.0
Stock-based compensation,2453000.0,419000.0,
Operating Cash Flow,-51723000.0,-24169000.0,92274000.0
Capital Expenditure,-15663000.0,-5515000.0,-1815000.0
Acquisitions and disposals,0.0,0.0,
Investment purchases and sales,0.0,0.0,
Investing Cash flow,-15663000.0,-5515000.0,-2075000.0
Issuance (repayment) of debt,0.0,0.0,
Issuance (buybacks) of shares,171000.0,-937000.0,
Dividend payments,0.0,0.0,
Financing Cash Flow,107777000.0,-937000.0,-12376000.0
Effect of forex changes on cash,0.0,0.0,
Net cash flow / Change in cash,40391000.0,-30621000.0,77823000.0
Free Cash Flow,-67386000.0,-29684000.0,
Net Cash/Marketcap,0.1207,0.1207,0.1207
