date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15251000.0,46861000.0,3888000.0,545000.0,195000.0,2290000.0,26433000.0,24590000.0,15604000.0,6400000.0,9600000.0,6200000.0,400000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3124000.0,-3000000.0,-2000000.0,-1200000.0,-400000.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15251000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18728000.0,9400000.0,11600000.0,7400000.0,800000.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.20020507562164,1.46875,1.20833333333333,1.19354838709677,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,4992000.0,1833000.0,4239000.0,14076000.0,12348000.0,7063000.0,5625000.0,2928000.0,1092000.0,2315000.0,3106000.0,10010000.0,27764000.0,42654000.0,89370000.0,57778000.0,39970000.0,33084000.0,50157000.0,46506000.0,29018000.0,18200000.0,19200000.0,9400000.0,3700000.0
,GeneralAndAdministrativeExpenses,4774000.0,3981000.0,3879000.0,4636000.0,4265000.0,4392000.0,4068000.0,4012000.0,3227000.0,5046000.0,6069000.0,12840000.0,14939000.0,20762000.0,30632000.0,15801000.0,8702000.0,17223000.0,18144000.0,13452000.0,9315000.0,8100000.0,9500000.0,4900000.0,1700000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,9766000.0,5814000.0,8118000.0,18712000.0,16613000.0,11455000.0,9693000.0,6940000.0,4319000.0,7361000.0,9175000.0,22850000.0,41361000.0,63416000.0,144462000.0,73583000.0,48839000.0,51532000.0,68301000.0,59958000.0,41457000.0,29300000.0,30700000.0,15500000.0,5800000.0
,costAndExpenses,9766000.0,5814000.0,8118000.0,18712000.0,16613000.0,11455000.0,9693000.0,6940000.0,4319000.0,7361000.0,9175000.0,22850000.0,41361000.0,63416000.0,144462000.0,73583000.0,48839000.0,51532000.0,68301000.0,59958000.0,38333000.0,26300000.0,28700000.0,14300000.0,5400000.0
,interestExpense,9000.0,7000.0,8000.0,6000.0,0.0,4000.0,3000.0,4000.0,3000.0,5000.0,8000.0,185000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,93000.0,89000.0,22000.0,356000.0,320000.0,19000.0,12000.0,26000.0,43000.0,602000.0,338000.0,457000.0,2285000.0,2343000.0,3182000.0,2668000.0,4117000.0,5529000.0,6262000.0,5104000.0,3124000.0,3000000.0,2000000.0,1200000.0,400000.0
,EBITDA,-9645000.0,-5725000.0,-8096000.0,-18356000.0,-16293000.0,-11436000.0,-9681000.0,-6914000.0,-4276000.0,-6759000.0,-8837000.0,-22393000.0,-23825000.0,-14212000.0,-137392000.0,-70370000.0,-44527000.0,-43713000.0,-35606000.0,-30264000.0,-19605000.0,-16900000.0,-17100000.0,-6900000.0,-4600000.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.56219264310537,-0.303279912933996,-35.3374485596708,-129.119266055046,-228.34358974359,-19.0886462882096,-1.34702833579238,-1.23074420496137,-1.25640861317611,-2.640625,-1.78125,-1.11290322580645,-11.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-9766000.0,-5814000.0,-8118000.0,-18712000.0,-16613000.0,-11455000.0,-9693000.0,-6940000.0,-4319000.0,-7361000.0,-9175000.0,-22850000.0,-26110000.0,-16555000.0,-140574000.0,-73038000.0,-48644000.0,-49242000.0,-41868000.0,-35368000.0,-22729000.0,-19900000.0,-19100000.0,-8100000.0,-5000000.0
,operatingIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.71201888400761,-0.353278845948657,-36.1558641975309,-134.014678899083,-249.45641025641,-21.503056768559,-1.5839291794348,-1.43830825538837,-1.45661368879774,-3.109375,-1.98958333333333,-1.30645161290323,-12.5
,totalOtherIncomeExpensesNet,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,11399000.0,-6241000.0,-2336000.0,-24460000.0,269000.0,-167000.0,-1225000.0,-2067000.0,-825000.0,0.0,0.0,2700000.0,1700000.0,300000.0
,incomeBeforeTax,-9747000.0,-5649000.0,-7964000.0,-18551000.0,-16444000.0,-11445000.0,-9689000.0,-6939000.0,-4320000.0,-5364000.0,-8420000.0,-11419000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36765000.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49511996746645,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,-9000.0,-167000.0,-31000.0,-61000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2281000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-293000.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-9738000.0,-5482000.0,-7931000.0,-18473000.0,-16463000.0,-11445000.0,-9689000.0,-6939000.0,-4320000.0,-5364000.0,-8420000.0,-9138000.0,-29923000.0,-12301000.0,-130553000.0,-71611000.0,-52489000.0,-50187000.0,-44978000.0,-36472000.0,-22253000.0,-18500000.0,-16400000.0,-6500000.0,-4800000.0
,netIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.96203527637532,-0.262499733253665,-33.5784465020576,-131.396330275229,-269.174358974359,-21.9157205240175,-1.70158513978739,-1.48320455469703,-1.42610869007947,-2.890625,-1.70833333333333,-1.04838709677419,-12.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-2.07,-4.15,-10.259918,-31.859745,-32.579739,-32.759738,-59.219585,-131.039083,-244.438304,-400.676394,-748.433264,-1073.510338,-8444.444,-3477.568702,-38404.45436,-26157.364584,-25703.768666,-35834.077493,-88365.422397,-85816.470588,-73685.430464,-64236.111111,-57543.859649,-23214.285714,-41277.228505
,EPSDiluted,-2.07,-4.15,-10.259918,-31.859745,-32.579739,-32.759738,-59.219585,-131.039083,-244.438304,-400.676394,-748.433264,-1073.510338,-8444.444,-3477.568702,-38404.45436,-26157.364584,-25703.768666,-35834.077493,-88365.422397,-85816.470588,-73685.430464,-64236.111111,-57543.859649,-23214.285714,-41277.228505
,weightedAverageShsOut,6044315.0,1321234.0,769398.0,579526.0,503750.0,349408.0,162709.0,68488.0,17647.0,13278.0,11251.0,9381.0,3543.0,3527.0,3402.0,2730.0,2041.0,1392.0,509.0,425.0,302.0,288.0,285.0,280.0,280.0
,weightedAverageShsOutDil,6044315.0,1321234.0,769398.0,579526.0,503750.0,349408.0,162709.0,68488.0,17647.0,13278.0,11251.0,9381.0,3543.0,3527.0,3402.0,2730.0,2041.0,1392.0,509.0,425.0,302.0,288.0,285.0,280.0,280.0
