date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,1994800000.0,1916475000.0,1854658000.0,1741301000.0,1629838000.0,1495800000.0,1394100000.0,1342700000.0,1247000000.0,1097900000.0,924400000.0,808500000.0,730900000.0,575100000.0,579400000.0,515400000.0,432600000.0,427000000.0,527600000.0,425300000.0,219600000.0,141900000.0,86400000.0,31900000.0
,costOfRevenue,215400000.0,201379000.0,212963000.0,202003000.0,189057000.0,176500000.0,162600000.0,159200000.0,175700000.0,164000000.0,133300000.0,92600000.0,82300000.0,36400000.0,30500000.0,27800000.0,18900000.0,20700000.0,26600000.0,35300000.0,22400000.0,13600000.0,6800000.0,1400000.0
,grossProfit,1779400000.0,1715096000.0,1641695000.0,1539298000.0,1440781000.0,1319300000.0,1231500000.0,1183500000.0,1071300000.0,933900000.0,791100000.0,715900000.0,648600000.0,538700000.0,548800000.0,487600000.0,413600000.0,406300000.0,501100000.0,390000000.0,197100000.0,128300000.0,79500000.0,30500000.0
,grossProfitRatio,0.89201925005013,0.894922187870961,0.885173978167403,0.88399306036119,0.884002581851693,0.882002941569729,0.88336561222294,0.881432933641171,0.859101844426624,0.850623918389653,0.855798355690177,0.885466914038343,0.887399097003694,0.936706659711355,0.947186744908526,0.946061311602639,0.956079519186315,0.95152224824356,0.949772554965883,0.916999764871855,0.897540983606557,0.90415785764623,0.920138888888889,0.956112852664577
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,232300000.0,205686000.0,184798000.0,170784000.0,143133000.0,133300000.0,121800000.0,111900000.0,110100000.0,105700000.0,89700000.0,91600000.0,81000000.0,62200000.0,50500000.0,44500000.0,29300000.0,28700000.0,33200000.0,30300000.0,18900000.0,10600000.0,7100000.0,0.0
,GeneralAndAdministrativeExpenses,104600000.0,85681000.0,88701000.0,84772000.0,88714000.0,76737000.0,70333000.0,66655000.0,260490000.0,237724000.0,230228000.0,267800000.0,271000000.0,200600000.0,166600000.0,159800000.0,128700000.0,122600000.0,131100000.0,130400000.0,81300000.0,50900000.0,34400000.0,15800000.0
,SellingAndMarketingExpenses,552000000.0,500854000.0,433427000.0,420526000.0,359804000.0,306363000.0,276067000.0,255345000.0,58510000.0,54776000.0,47072000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,217000000.0,201379000.0,212963000.0,202003000.0,189057000.0,176541000.0,162634000.0,159161000.0,39798000.0,36816000.0,21255000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
