date,,2021-01-31_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY,2002-02-02_FY,2001-02-03_FY,2000-01-29_FY,1999-01-30_FY,1998-01-31_FY,1997-02-01_FY,1996-02-03_FY,1995-01-31_FY,1994-01-31_FY,1993-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-3944000000.0,564000000.0,1108000000.0,1566000000.0,619000000.0,1072000000.0,1526000000.0,1486000000.0,1335000000.0,1256000000.0,847000000.0,350000000.0,-4803000000.0,893000000.0,995000000.0,1406000000.0,689000000.0,693000000.0,818000000.0,-276000000.0,-184000000.0,795000000.0,662000000.0,536000000.0,266000000.0,75000000.0,187600000.0,193300000.0,113000000.0
,depreciationAndAmortization,959000000.0,981000000.0,962000000.0,991000000.0,1058000000.0,1061000000.0,1036000000.0,1020000000.0,1049000000.0,1085000000.0,1150000000.0,1210000000.0,1251000000.0,1304000000.0,1265000000.0,976000000.0,734000000.0,713000000.0,676000000.0,685000000.0,727000000.0,735000000.0,623000000.0,610000000.0,560600000.0,519800000.0,326800000.0,256800000.0,266700000.0
,deferredIncomeTax,-327000000.0,-6000000.0,112000000.0,-421000000.0,-134000000.0,-1000000.0,0.0,-142000000.0,14000000.0,153000000.0,241000000.0,96000000.0,-291000000.0,-2000000.0,-18000000.0,-36000000.0,59000000.0,3000000.0,-119000000.0,17000000.0,-77000000.0,64000000.0,103000000.0,138000000.0,84000000.0,192100000.0,0.0,54900000.0,27200000.0
,stockBasedCompensation,31000000.0,38000000.0,63000000.0,58000000.0,61000000.0,65000000.0,73000000.0,62000000.0,61000000.0,70000000.0,66000000.0,76000000.0,0.0,60000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,262000000.0,-1153000000.0,-254000000.0,488000000.0,55000000.0,-1219000000.0,181000000.0,161000000.0,287000000.0,680000000.0,-594000000.0,814000000.0,650000000.0,-99000000.0,-1492000000.0,-654000000.0,-360000000.0,16000000.0,-13000000.0,-265000000.0,-139000000.0,1066000000.0,-230000000.0,303000000.0,-431000000.0,783600000.0,510900000.0,-259900000.0,14900000.0
,accountsReceivables,0.0,-9000000.0,-61000000.0,120000000.0,-1000000.0,-45000000.0,0.0,-58000000.0,7000000.0,-37000000.0,-51000000.0,0.0,0.0,28000000.0,0.0,0.0,17000000.0,0.0,39000000.0,83000000.0,1814000000.0,-2012000000.0,200000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,1406000000.0,75000000.0,-87000000.0,221000000.0,107000000.0,-60000000.0,40000000.0,-249000000.0,-191000000.0,-359000000.0,-143000000.0,0.0,291000000.0,256000000.0,0.0,0.0,95000000.0,143000000.0,17000000.0,305000000.0,-223000000.0,-330000000.0,-20000000.0,7000000.0,-151000000.0,-714000000.0,28600000.0,-31900000.0,18400000.0
,accountsPayables,-522000000.0,-257000000.0,44000000.0,-179000000.0,-162000000.0,-144000000.0,20000000.0,48000000.0,-33000000.0,109000000.0,-45000000.0,-201000000.0,0.0,-528000000.0,0.0,0.0,-24000000.0,0.0,-1000000.0,-236000000.0,26000000.0,-246000000.0,-43000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-188000000.0,1060000000.0,2213000000.0,2467000000.0,1979000000.0,1924000000.0,3143000000.0,2962000000.0,2801000000.0,2514000000.0,1834000000.0,2428000000.0,1614000000.0,964000000.0,1063000000.0,2555000000.0,3209000000.0,3569000000.0,3553000000.0,3566000000.0,3831000000.0,3970000000.0,2904000000.0,3134000000.0,2831000000.0,3262000000.0,2478400000.0,1967500000.0,2227400000.0
,otherNonCashItems,3597000000.0,323000000.0,-117000000.0,-240000000.0,415000000.0,339000000.0,-5000000.0,142000000.0,50000000.0,30000000.0,66000000.0,444000000.0,5888000000.0,271000000.0,472000000.0,-274000000.0,9000000.0,0.0,753000000.0,928000000.0,975000000.0,10000000.0,31000000.0,0.0,0.0,0.0,0.0,0.0,100000.0
,netCashProvidedByOperatingActivites,649000000.0,1608000000.0,1735000000.0,1976000000.0,1801000000.0,1984000000.0,2709000000.0,2549000000.0,2261000000.0,2093000000.0,1506000000.0,1750000000.0,1879000000.0,2238000000.0,3746000000.0,4208000000.0,1507000000.0,1590000000.0,2092000000.0,1280000000.0,1285000000.0,1263000000.0,1690000000.0,1573000000.0,1220500000.0,294500000.0,161500000.0,410500000.0,441600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-338000000.0,-902000000.0,-657000000.0,-487000000.0,-596000000.0,-777000000.0,-770000000.0,-607000000.0,-698000000.0,-555000000.0,-339000000.0,-355000000.0,-897000000.0,-994000000.0,-1000000.0,-1000000.0,-467000000.0,-508000000.0,-568000000.0,-615000000.0,-842000000.0,-822000000.0,-695000000.0,-696000000.0,-846000000.0,-696500000.0,-386800000.0,-309500000.0,-198500000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,-212000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66000000.0,1787000000.0,-5321000000.0,0.0,0.0,0.0,-175000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-1000000.0,0.0,-1000000.0,-316000000.0,-2001000000.0,0.0,-1571000000.0,-1397000000.0,-502000000.0,-1000000.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-109300000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12600000.0,0.0
,otherInvestingActivites,28000000.0,-99000000.0,201000000.0,115000000.0,725000000.0,1898000000.0,-74000000.0,1390000000.0,1232000000.0,440000000.0,-125000000.0,-21000000.0,68000000.0,0.0,0.0,0.0,0.0,-60000000.0,0.0,0.0,0.0,0.0,0.0,200000000.0,0.0,0.0,-575400000.0,0.0,0.0
