Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,349395000.0,357299000.0,392265000.0,768709000.0
Revenue Growth,-0.0221,-0.0891,-0.4897,
Cost of Revenue,112173000.0,116372000.0,154605000.0,359914000.0
Gross Profit,237222000.0,240927000.0,91831000.0,41500000.0
R&D Expenses,0.0,0.0,,
SG&A Expense,41666000.0,76024000.0,125928000.0,137715000.0
Operating Expenses,230442000.0,225386000.0,467908000.0,792831000.0
Operating Income,6780000.0,15541000.0,-47463000.0,-111655000.0
Interest Expense,2787000.0,3868000.0,-126471000.0,-321421000.0
Earnings before Tax,-9146000.0,38313000.0,1106835000.0,-4320928000.0
Income Tax Expense,-71000.0,-8749000.0,-20000.0,-123000.0
Net Income - Non-Controlling int,0.0,0.0,,
Net Income - Discontinued ops,0.0,0.0,,
Net Income,-9075000.0,47062000.0,,
Preferred Dividends,0.0,0.0,,
Net Income Com,-9075000.0,47062000.0,1090494000.0,-3735495000.0
EPS,-0.26,1.45,57.49,-7.16
EPS Diluted,-0.26,1.44,57.49,-7.16
Weighted Average Shs Out,35693515.0,35647066.0,20000000.0,633000000.0
Weighted Average Shs Out (Dil),35057000.0,32442000.0,,
Dividend per Share,0.0,0.0,,
Gross Margin,0.679,0.6743,0.2341,0.054
EBITDA Margin,0.38,0.487,,
EBIT Margin,-0.0182,0.1181,-0.2151,-0.0515
Profit Margin,-0.026,0.132,,
Free Cash Flow margin,-0.1189,-0.1065,,
EBITDA,132904000.0,174068000.0,,
EBIT,-6359000.0,42181000.0,-84393000.0,-39562000.0
Consolidated Income,-9075000.0,47062000.0,,
Earnings Before Tax Margin,-0.0262,0.1072,2.8217,-5.621
Net Profit Margin,-0.026,0.1317,,
