date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-134250000.0,-58491000.0,-82243000.0,-105713000.0,-96388000.0,-131759000.0,-189043000.0,181876000.0,244721000.0
,depreciationAndAmortization,96547000.0,123768000.0,125846000.0,126443000.0,131302000.0,152990000.0,174970000.0,167213000.0,139047000.0
,deferredIncomeTax,-11122000.0,-11713000.0,-31403000.0,-8976000.0,-13208000.0,-34175000.0,4333000.0,11607000.0,13812000.0
,stockBasedCompensation,6066000.0,10116000.0,11036000.0,7338000.0,5296000.0,4614000.0,6283000.0,4894000.0,3258000.0
,changeInWorkingCapital,-18953000.0,287000.0,-35469000.0,34458000.0,-2626000.0,-320764000.0,2823000.0,364033000.0,33030000.0
,accountsReceivables,13679000.0,-20547000.0,13326000.0,-6896000.0,6680000.0,80347000.0,4840000.0,12554000.0,-12096000.0
,inventory,171000.0,-87000.0,3376000.0,-4463000.0,1773000.0,5406000.0,15174000.0,-11885000.0,10963000.0
,accountsPayables,6890000.0,8473000.0,-17716000.0,12674000.0,-4463000.0,-12885000.0,-167000.0,-28257000.0,27188000.0
,otherWorkingCapital,2448000.0,21401000.0,21114000.0,56583000.0,22125000.0,24751000.0,345515000.0,342692000.0,-21341000.0
,otherNonCashItems,-2873000.0,2659000.0,4879000.0,3871000.0,868000.0,1424000.0,1096000.0,-2942000.0,760000.0
,netCashProvidedByOperatingActivites,117361000.0,74481000.0,54391000.0,56826000.0,62104000.0,186131000.0,291053000.0,337378000.0,432663000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,3690000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,-16000000.0,-171000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,4619000.0,1762000.0,654000.0,548000.0,1315000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-1774000.0,-38578000.0,-181947000.0,-8738000.0,-12689000.0,-49768000.0,-239072000.0,-284206000.0,-305701000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-487769000.0,-420013000.0,-243948000.0,-125243000.0,-366761000.0,-969709000.0,0.0,-133756000.0,-14122000.0
,commonStockIssued,0.0,0.0,0.0,64734000.0,0.0,500000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,1887000.0,0.0,0.0,0.0,0.0,0.0,-27790000.0,0.0,0.0
,otherFinancingActivites,-4041000.0,-6233000.0,-4841000.0,-2088000.0,-2062000.0,-4833000.0,-730978000.0,160998000.0,11825000.0
,netCashUsedProvidedByFinancingActivities,-114206000.0,-44631000.0,109523000.0,-18072000.0,-58284000.0,-349615000.0,16232000.0,30335000.0,1517000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1443000.0,-313000.0,-2242000.0,846000.0,2817000.0,-42225000.0,-29027000.0,-20775000.0,843000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2824000.0,-9041000.0,-20275000.0,30862000.0,-6052000.0,-255477000.0,39186000.0,62732000.0,129322000.0
,cashAtEndOfPeriod,6155000.0,3331000.0,12372000.0,32647000.0,1785000.0,7837000.0,263314000.0,224128000.0,161396000.0
,cashAtBeginningOfPeriod,3331000.0,12372000.0,32647000.0,1785000.0,7837000.0,263314000.0,224128000.0,161396000.0,32074000.0
,operatingCashFlow,117361000.0,74481000.0,54391000.0,56826000.0,62104000.0,186131000.0,291053000.0,337378000.0,432663000.0
,capitalExpenditure,-10083000.0,-29812000.0,-17108000.0,-11194000.0,-19779000.0,-62451000.0,-251158000.0,-291694000.0,-314047000.0
,freeCashFlow,107278000.0,44669000.0,37283000.0,45632000.0,42325000.0,123680000.0,39895000.0,45684000.0,118616000.0
