date,,2020-11-30_FY,2019-11-30_FY,2018-11-30_FY,2017-11-30_FY,2016-11-30_FY,2015-11-30_FY,2014-11-30_FY,2013-11-30_FY,2012-11-30_FY,2011-11-30_FY,2010-11-30_FY,2009-11-30_FY,2008-11-30_FY,2007-11-30_FY,2006-11-30_FY,2005-11-30_FY,2004-11-30_FY,2003-11-30_FY,2002-11-30_FY,2001-11-30_FY,2000-11-30_FY,1999-11-30_FY,1998-11-30_FY,1997-11-30_FY,1996-11-30_FY,1995-11-30_FY,1994-11-30_FY,1993-11-30_FY,1992-11-30_FY,1991-11-30_FY,1990-11-30_FY,1989-11-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,296243000.0,268775000.0,170365000.0,180595000.0,105615000.0,84643000.0,918349000.0,39963000.0,-58953000.0,-178768000.0,-69368000.0,-101784000.0,-976131000.0,-929414000.0,482351000.0,842421000.0,480902000.0,370764000.0,314350000.0,214217000.0,209960000.0,147500000.0,95300000.0,58200000.0,-61200000.0,29100000.0,46600000.0,39900000.0,28200000.0,26500000.0,39900000.0,81400000.0
,depreciationAndAmortization,28396000.0,27158000.0,2530000.0,2791000.0,3637000.0,3411000.0,2420000.0,1857000.0,1622000.0,2031000.0,3289000.0,5235000.0,9317000.0,19752000.0,24167000.0,23447000.0,23863000.0,23278000.0,19328000.0,45142000.0,42310000.0,39800000.0,18100000.0,14200000.0,12300000.0,8000000.0,5700000.0,12300000.0,18600000.0,16600000.0,16100000.0,8900000.0
,deferredIncomeTax,50304000.0,73303000.0,191817000.0,105348000.0,43211000.0,43036000.0,-825232000.0,0.0,1152000.0,0.0,0.0,0.0,221306000.0,208348000.0,-170857000.0,-3196000.0,-51722000.0,12126000.0,-59438000.0,-44742000.0,25677000.0,-25900000.0,500000.0,-5000000.0,-41200000.0,-6900000.0,4500000.0,-42100000.0,11800000.0,600000.0,16800000.0,6300000.0
,stockBasedCompensation,21531000.0,18312000.0,15861000.0,14633000.0,16850000.0,17143000.0,9099000.0,5699000.0,6713000.0,8054000.0,8074000.0,3977000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-118984000.0,-49479000.0,215063000.0,3462000.0,153084000.0,297497000.0,735868000.0,869763000.0,59680000.0,-305381000.0,-102061000.0,-223453000.0,-807296000.0,-1762800000.0,452375000.0,1130998000.0,1058760000.0,-161412000.0,80986000.0,539807000.0,232721000.0,354500000.0,299400000.0,156600000.0,-361900000.0,80000000.0,135600000.0,40100000.0,-82100000.0,-138000000.0,64400000.0,-150200000.0
,accountsReceivables,0.0,44428000.0,-49778000.0,-12508000.0,18965000.0,-20463000.0,-31283000.0,-11153000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-183233000.0,-165347000.0,-270126000.0,126085000.0,-98321000.0,34852000.0,-780131000.0,-563189000.0,30347000.0,-12345000.0,-129334000.0,433075000.0,545850000.0,779875000.0,-481980000.0,-1660229000.0,-952346000.0,-464494000.0,-186588000.0,-137103000.0,-96078000.0,-38800000.0,-125700000.0,5200000.0,232900000.0,-80300000.0,-137600000.0,-44200000.0,-41200000.0,107700000.0,-91100000.0,-204400000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,901000.0,4104482000.0,4153961000.0,3938898000.0,3935436000.0,3782352000.0,3484855000.0,2748987000.0,1879224000.0,1819544000.0,2124925000.0,2226986000.0,2450439000.0,3257735000.0,5020535000.0,4568160000.0,3437162000.0,2378402000.0,2539814000.0,2458828000.0,1919021000.0,1686300000.0,1331800000.0,1032400000.0,875800000.0,1237700000.0,1157700000.0,1022100000.0,982000000.0,1064100000.0,1202100000.0,1137700000.0
,otherNonCashItems,2498000.0,4426000.0,6232000.0,6573000.0,7576000.0,7738000.0,7124000.0,5347000.0,0.0,0.0,0.0,0.0,694326000.0,1526743000.0,435213000.0,0.0,0.0,33662000.0,0.0,0.0,0.0,-100000.0,-100000.0,-100000.0,0.0,-100000.0,-100000.0,100000.0,100000.0,0.0,100000.0,0.0
,netCashProvidedByOperatingActivites,310678000.0,251042000.0,221512000.0,513219000.0,188655000.0,181185000.0,-630691000.0,-443486000.0,34617000.0,-347545000.0,-133964000.0,349912000.0,341322000.0,1194294000.0,715732000.0,-52915000.0,-112129000.0,462158000.0,356990000.0,45920000.0,64544000.0,106800000.0,-12800000.0,-29000000.0,330800000.0,-52900000.0,-111100000.0,56900000.0,-24300000.0,180600000.0,-43300000.0,-49300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-28841000.0,-40459000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1749000.0,-242000.0,-420000.0,-1375000.0,0.0,0.0,-22115000.0,-23997000.0,-23170000.0,-13052000.0,-31145000.0,-12189000.0,-18500000.0,-11600000.0,-178700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67260000.0,-15669000.0,-19922000.0,-59625000.0,-241551000.0,-237786000.0,0.0,-237000.0,0.0,0.0,0.0,0.0,-19200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57971000.0,454000.0,5911000.0,13313000.0,9892000.0,4270000.0,0.0,0.0,12900000.0,10000000.0,18100000.0,13800000.0,49700000.0,84000000.0,86700000.0,53000000.0,53400000.0,56600000.0
