Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,4522000.0,4675000.0,59000.0,0.0,1861000.0,924000.0,23452000.0,35000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,4522000.0,4675000.0,59000.0,0.0,1861000.0,924000.0,23452000.0,35000.0
Receivables,21586000.0,24137000.0,22036000.0,35049000.0,27986000.0,28976000.0,27725000.0,28195000.0
Inventories,5491000.0,20855000.0,8875000.0,10451000.0,10316000.0,17512000.0,14351000.0,18859000.0
Total current assets,32568000.0,50450000.0,32041000.0,47040000.0,40959000.0,47765000.0,65711000.0,48451000.0
Property, Plant & Equipment Net,312562000.0,255068000.0,251029000.0,253848000.0,254779000.0,224506000.0,191057000.0,133680000.0
Goodwill and Intangible Assets,150413000.0,28120000.0,26623000.0,27685000.0,28174000.0,24028000.0,22884000.0,17524000.0
Long-term investments,104770000.0,106465000.0,101080000.0,40678000.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,28000.0,12000.0,14000.0,733000.0
Total non-current assets,592025000.0,393080000.0,383506000.0,328248000.0,290327000.0,253579000.0,217605000.0,151376000.0
Total assets,624593000.0,443530000.0,415547000.0,375288000.0,331286000.0,301344000.0,283316000.0,199827000.0
Payables,22059000.0,19147000.0,10853000.0,10842000.0,18557000.0,27558000.0,31997000.0,26386000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30300000.0
Total current liabilities,36505000.0,31782000.0,20729000.0,20690000.0,30316000.0,39709000.0,40297000.0,64004000.0
Long-term debt,700430000.0,422649000.0,392600000.0,351600000.0,251750000.0,164800000.0,90000000.0,0.0
Total debt,700430000.0,422649000.0,392600000.0,351600000.0,251750000.0,164800000.0,90000000.0,30300000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,231000.0,324000.0,4667000.0,23732000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,722911000.0,440973000.0,408102000.0,365616000.0,261189000.0,174433000.0,103004000.0,28101000.0
Total liabilities,759416000.0,472755000.0,428831000.0,386306000.0,291505000.0,214142000.0,143301000.0,92105000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),0.0,0.0,0.0,0.0,,,,
Total shareholders equity,-134823000.0,-29225000.0,-13284000.0,-11018000.0,39781000.0,87202000.0,140015000.0,107722000.0
Investments,104770000.0,106465000.0,101080000.0,40678000.0,0.0,0.0,0.0,0.0
Net Debt,695908000.0,417974000.0,392541000.0,351600000.0,249889000.0,163876000.0,66548000.0,30265000.0
Other Assets,969000.0,783000.0,1071000.0,1540000.0,796000.0,353000.0,183000.0,1362000.0
Other Liabilities,14446000.0,12635000.0,9876000.0,9848000.0,11759000.0,12151000.0,8300000.0,7318000.0
