date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,390606000.0,309793000.0,261428000.0,161907000.0,168146000.0,102957000.0,116172000.0,131961000.0,143627000.0,133653000.0,131170000.0,116061000.0,93591000.0,153228000.0,163691000.0,163449000.0,154398000.0,153415000.0,154616000.0,135204000.0,106773000.0,106300000.0,97300000.0,85000000.0,67500000.0,62600000.0,59000000.0,54200000.0,41600000.0,30100000.0,27100000.0,33900000.0
,depreciationAndAmortization,230000.0,71397000.0,45970000.0,34861000.0,35758000.0,30251000.0,29384000.0,27970000.0,28260000.0,25695000.0,23571000.0,22203000.0,21852000.0,28305000.0,34698000.0,32396000.0,30619000.0,38140000.0,21701000.0,27116000.0,17735000.0,18200000.0,18700000.0,13600000.0,13100000.0,8400000.0,8000000.0,15700000.0,7800000.0,5400000.0,4200000.0,3200000.0
,deferredIncomeTax,0.0,15228000.0,-11780000.0,76848000.0,27154000.0,16453000.0,11455000.0,30329000.0,28398000.0,-15285000.0,20176000.0,-10898000.0,-33956000.0,-20338000.0,-17873000.0,-12958000.0,-14567000.0,-7987000.0,-29382000.0,-7532000.0,-522000.0,-300000.0,-2400000.0,2500000.0,-600000.0,1500000.0,100000.0,-4600000.0,-2200000.0,-2400000.0,-3100000.0,-1000000.0
,stockBasedCompensation,16154000.0,14726000.0,19472000.0,12204000.0,10032000.0,7575000.0,7489000.0,6055000.0,4816000.0,3156000.0,4830000.0,5049000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,31019419000.0,-4375411000.0,-7057146000.0,-1011229000.0,-1305276000.0,-2488424000.0,-2563228000.0,571666000.0,-1784979000.0,224297000.0,-43608000.0,358661000.0,-1536723000.0,-393756000.0,49237000.0,-3016868000.0,840160000.0,-680807000.0,-413027000.0,-7705000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-3200000.0,1800000.0,20900000.0,-31800000.0,-6400000.0,-1000000.0
,accountsReceivables,0.0,1440000.0,-9183000.0,-7174000.0,-3262000.0,-2480000.0,423000.0,-1589000.0,5446000.0,-3069000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-1312042000.0,-32331461000.0,-27956050000.0,-20898904000.0,-19887675000.0,-18582399000.0,-16093975000.0,-13530747000.0,-14102413000.0,-12317434000.0,-12541731000.0,-12498123000.0,-12856784000.0,-11320061000.0,-10926305000.0,-10975542000.0,-7958674000.0,-8798834000.0,-8118027000.0,-7705000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,1205485000.0,281896000.0,369565000.0,146726000.0,10462000.0,-6011000.0,130172000.0,76198000.0,-13403000.0,0.0,0.0,0.0,-4053000.0,-2722000.0,-4264000.0,16671000.0,53012000.0,21690000.0,-21391000.0,2807000.0,86200000.0,191300000.0,60600000.0,40100000.0,15200000.0,11200000.0,13600000.0,96300000.0,11400000.0,12000000.0,1200000.0
,netCashProvidedByOperatingActivites,205329000.0,1463950000.0,593589000.0,619230000.0,419177000.0,154929000.0,183976000.0,285364000.0,323311000.0,191337000.0,279014000.0,104553000.0,938100000.0,981389000.0,230653000.0,116093000.0,161565000.0,223229000.0,113825000.0,162536000.0,117206000.0,213400000.0,304300000.0,161700000.0,125800000.0,83400000.0,69100000.0,74100000.0,158700000.0,250300000.0,33400000.0,36300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16402000.0,-14599000.0,-25282000.0,-29877000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,22000000.0,157000000.0,0.0,0.0,201000000.0,102000000.0,0.0,118000000.0,0.0,44000000.0,0.0,35000000.0,0.0,1000000.0,93000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2500000.0,-747047000.0,-554275000.0,-632144000.0,-1348687000.0,-833935000.0,-425601000.0,-908480000.0,-816215000.0,-1156175000.0,-1314725000.0,-1471387000.0,-1297631000.0,-1174359000.0,-279040000.0,-792195000.0,-1746936000.0,-2541266000.0,-1856146000.0,-1988519000.0,-224867000.0,-593200000.0,-531300000.0,-392200000.0,-203600000.0,-308500000.0,-406200000.0,-597000000.0,-876400000.0,-1136600000.0,-164800000.0,-101500000.0
,salesMaturitiesOfInvestments,0.0,1037148000.0,540485000.0,498340000.0,1198546000.0,697379000.0,563229000.0,713371000.0,1211705000.0,1424000000.0,1397599000.0,1187501000.0,838340000.0,345501000.0,662647000.0,739381000.0,1137886000.0,1421063000.0,1830490000.0,1635159000.0,304045000.0,496100000.0,552500000.0,517400000.0,481200000.0,371100000.0,621900000.0,684100000.0,607600000.0,447300000.0,115500000.0,157200000.0
