date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2010-03-22_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,revenue,8948000000.0,11934000000.0,12564000000.0,11910000000.0,9300000000.0,8259000000.0,8599000000.0,9382000000.0,10343000000.0,11514000000.0,9339000000.0,7674000000.0,7674000000.0,6904000000.0,6371000000.0,6539000000.0,4415000000.0,3428000000.0,2410000000.0,2187000000.0,2379000000.0,1206000000.0,647000000.0,715000000.0,688000000.0,702300000.0,698800000.0,542200000.0,469000000.0
,costOfRevenue,7615000000.0,8594000000.0,7943000000.0,7343000000.0,6904000000.0,6980000000.0,7064000000.0,6956000000.0,7277000000.0,6637000000.0,4844000000.0,0.0,4012000000.0,4009000000.0,3300000000.0,2714000000.0,2135000000.0,2029000000.0,1887000000.0,1805000000.0,1751000000.0,833000000.0,451000000.0,502000000.0,487600000.0,475900000.0,457300000.0,357300000.0,301400000.0
,grossProfit,1333000000.0,3340000000.0,4621000000.0,4567000000.0,2396000000.0,1279000000.0,1535000000.0,2426000000.0,3066000000.0,4877000000.0,4495000000.0,7674000000.0,3662000000.0,2895000000.0,3071000000.0,3825000000.0,2280000000.0,1399000000.0,523000000.0,382000000.0,628000000.0,373000000.0,171000000.0,193000000.0,200400000.0,226400000.0,241500000.0,184900000.0,167600000.0
,grossProfitRatio,0.148971837282074,0.279872632813809,0.36779687997453,0.383459277917716,0.257634408602151,0.154861363361182,0.178509128968485,0.258580260072479,0.29643236971865,0.423571304498871,0.481314915943891,1.0,0.477195725827469,0.419322132097335,0.482027939099043,0.584951827496559,0.516421291053228,0.408109684947491,0.21701244813278,0.17466849565615,0.263976460697772,0.309286898839138,0.264296754250386,0.26993006993007,0.291279069767442,0.322369357824292,0.34559244419004,0.34101807451125,0.357356076759062
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,97000000.0,134000000.0,104000000.0,113000000.0,81000000.0,123000000.0,89000000.0,104000000.0,121000000.0,122000000.0,77000000.0,-15000000.0,48000000.0,158000000.0,137000000.0,89000000.0,83000000.0,56000000.0,44000000.0,53000000.0,74000000.0,40000000.0,27000000.0,30000000.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,179000000.0,165000000.0,201000000.0,241000000.0,270000000.0,121000000.0,131000000.0,161000000.0,170000000.0,104000000.0,263000000.0,0.0,188000000.0,89000000.0,109000000.0,96000000.0,89000000.0,68000000.0,75000000.0,53000000.0,58000000.0,36000000.0,18000000.0,15000000.0,14000000.0,15200000.0,12100000.0,10300000.0,8800000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,56000000.0,449000000.0,-665000000.0,342000000.0,265000000.0,82000000.0,105000000.0,91000000.0,59000000.0,92000000.0,41000000.0,824000000.0,-24000000.0,81000000.0,-1000000.0,47000000.0,26000000.0,7000000.0,17000000.0,-7000000.0,-62000000.0,-18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,904000000.0,891000000.0,728000000.0,541000000.0,496000000.0,713000000.0,505000000.0,489000000.0,379000000.0,632000000.0,340000000.0,-4012000000.0,236000000.0,1499514327.0,332704340.0,263280522.0,446000000.0,399000000.0,321000000.0,305000000.0,358000000.0,202000000.0,141100000.0,140900000.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,8519000000.0,12203000000.0,7848000000.0,7804000000.0,7413000000.0,11177000000.0,7551000000.0,7405000000.0,8523000000.0,7058000000.0,6424000000.0,-4012000000.0,5034000000.0,5509000000.0,3863000000.0,2929000000.0,2495000000.0,2529000000.0,2210000000.0,2170000000.0,2293000000.0,1074000000.0,679000000.0,773000000.0,634100000.0,616400000.0,582800000.0,449200000.0,379800000.0
,interestExpense,108000000.0,-91000000.0,-88000000.0,-93000000.0,-177000000.0,-326000000.0,-232000000.0,-223000000.0,-257000000.0,-237000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1510000000.0,1619000000.0,1483000000.0,1492000000.0,1385000000.0,1366000000.0,1344000000.0,1233000000.0,951000000.0,911000000.0,940000000.0,928000000.0,928000000.0,513000000.0,333000000.0,264000000.0,274000000.0,275000000.0,218000000.0,199000000.0,226000000.0,126000000.0,96200000.0,96300000.0,93800000.0,89400000.0,79900000.0,54700000.0,50200000.0
,EBITDA,1939000000.0,1350000000.0,6199000000.0,5598000000.0,3272000000.0,-1552000000.0,2392000000.0,3210000000.0,2771000000.0,5367000000.0,3855000000.0,2678000000.0,3568000000.0,1908000000.0,2841000000.0,3874000000.0,2194000000.0,1174000000.0,418000000.0,216000000.0,312000000.0,258000000.0,65200000.0,38300000.0,147700000.0,175300000.0,195900000.0,147700000.0,139400000.0
,EBITDARatio,0.216696468484578,0.113122171945701,0.49339382362305,0.470025188916877,0.351827956989247,-0.18791621261654,0.278171880451215,0.342144532082712,0.267910664217345,0.466128191766545,0.412785094763893,0.348970549908783,0.464946572843367,0.276361529548088,0.445926856066552,0.592445328031809,0.496942242355606,0.342473745624271,0.17344398340249,0.0987654320987654,0.131147540983607,0.213930348258706,0.100772797527048,0.0535664335664336,0.21468023255814,0.249608429446106,0.280337721808815,0.272408705274806,0.297228144989339
