date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,5586565000.0,3939896000.0,1955467000.0,858870000.0,365148000.0,130392000.0,41679000.0
,costOfRevenue,4792800000.0,3433482000.0,1758758000.0,790779000.0,345951000.0,129046000.0,42103000.0
,grossProfit,793765000.0,506414000.0,196709000.0,68091000.0,19197000.0,1346000.0,-424000.0
,grossProfitRatio,0.142084626241707,0.128534864879682,0.100594384870724,0.0792797513011282,0.0525732031943212,0.0103227191852261,-0.0101729887953166
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,839728000.0,582697000.0,314029000.0,167703000.0,81688000.0,25899000.0,10606000.0
,SellingAndMarketingExpenses,286433000.0,204020000.0,111229000.0,55697000.0,26988000.0,10779000.0,4078000.0
,otherExpenses,1447000.0,-3730000.0,-1178000.0,-1348000.0,-46000.0,-36000.0,-22000.0
,operatingExpenses,1126161000.0,786717000.0,425258000.0,223400000.0,108676000.0,36678000.0,14684000.0
,costAndExpenses,5918961000.0,4220199000.0,2184016000.0,1014179000.0,454627000.0,165724000.0,56787000.0
,interestExpense,131528000.0,80606000.0,25018000.0,7659000.0,3587000.0,1412000.0,108000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,73791000.0,41265000.0,23539000.0,11568000.0,4658000.0,2800000.0,1705000.0
,EBITDA,-258605000.0,-239038000.0,-205010000.0,-143741000.0,-84821000.0,-32532000.0,-13403000.0
,EBITDARatio,-0.0462905202033808,-0.0606711446190458,-0.104839406648131,-0.167360601720866,-0.232292111691698,-0.249493833977545,-0.321576813263274
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-332396000.0,-280303000.0,-228549000.0,-155309000.0,-89479000.0,-35332000.0,-15108000.0
,operatingIncomeRatio,-0.0594991734634789,-0.0711447713340657,-0.116876940393267,-0.180829461967469,-0.245048583040301,-0.270967544021106,-0.36248470452746
,totalOtherIncomeExpensesNet,1447000.0,-3730000.0,-1178000.0,-1348000.0,-46000.0,-36000.0,-22000.0
,incomeBeforeTax,-462477000.0,-364639000.0,-254745000.0,-164316000.0,-93112000.0,-36780000.0,-15238000.0
,incomeBeforeTaxRatio,-0.0827837857431176,-0.0925504124981979,-0.130273228850193,-0.191316497258025,-0.254997973424474,-0.28207251978649,-0.365603781280741
,incomeTaxExpense,-255000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-171140000.0,-114659000.0,-61754000.0,-18313000.0,-93112000.0,-4009000.0,-15238000.0
,netIncomeRatio,-0.030634209035427,-0.0291020372111345,-0.0315801800797457,-0.0213222024287727,-0.254997973424474,-0.0307457512730842,-0.365603781280741
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-3.65316882617884,-2.45,-2.24,-1.31,-0.859787,-0.030317,-0.115233
,EPSDiluted,-3.65316882617884,-2.45,-2.24,-1.31,-0.859787,-0.030317,-0.115233
,weightedAverageShsOut,64981000.0,46847000.0,30043000.0,15241000.0,132236210.0,132236210.0,132236210.0
,weightedAverageShsOutDil,64981000.0,46847000.0,30043000.0,15241000.0,132236210.0,132236210.0,132236210.0
