date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,230239000.0,174632000.0,132929000.0,85928000.0,103288000.0,64229884.0,26601428.0,26108457.0,27625942.0,19472649.0,12292556.0,17901317.0,16270623.0,7835750.0,13486405.0,16141303.0,12502217.0,11818177.0,5741525.0,8378200.0,11000000.0,6500000.0
,costOfRevenue,202273000.0,172010000.0,131351000.0,81982000.0,113178000.0,69092452.0,37848668.0,40462516.0,36901812.0,29481948.0,19679814.0,32947158.0,28443621.0,12469656.0,16173378.0,18841987.0,14159944.0,11340657.0,11290891.0,7220185.0,14046000.0,8300000.0
,grossProfit,27966000.0,2622000.0,1578000.0,3946000.0,-9890000.0,-4862568.0,-11247240.0,-14354059.0,-9275870.0,-10009299.0,-7387258.0,-15045841.0,-12172998.0,-4633906.0,-2686973.0,-2700684.0,-1657727.0,477520.0,-5549366.0,1158015.0,-3046000.0,-1800000.0
,grossProfitRatio,0.121465086279909,0.015014430344954,0.0118709988038727,0.0459221673959594,-0.0957516846100225,-0.0757056948756127,-0.422805873429051,-0.549785803121188,-0.335766650056675,-0.514018354667616,-0.600953780483083,-0.840487937284167,-0.748158076061378,-0.591380021057333,-0.1992356747406,-0.167315117001397,-0.132594643014115,0.0404055549345724,-0.966531714135182,0.138217636246449,-0.276909090909091,-0.276923076923077
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,33675000.0,33907000.0,28693000.0,21177000.0,14948000.0,6468470.0,3121007.0,5434235.0,5655748.0,12901170.0,16324373.0,34987207.0,39218349.0,41577234.0,36319282.0,35202789.0,40069738.0,40289164.0,60599849.0,70888386.0,20506000.0,4600000.0
,GeneralAndAdministrativeExpenses,44333000.0,38198000.0,45010000.0,34288000.0,34164000.0,21809222.0,12325466.0,14576998.0,14545965.0,25572364.0,15426806.0,28333151.0,19323158.0,12267862.0,8973006.0,8423440.0,7182912.0,6955884.0,7492489.0,16167329.0,9928000.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,79000.0,4286000.0,-15188000.0,4344000.0,3661000.0,-52259898.0,-37101818.0,4845165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
