date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,revenue,1800073000.0,1862925000.0,2091661000.0,2156852000.0,2431404000.0,2754378000.0,2397500000.0,2438700000.0,2321500000.0,2384400000.0,2123700000.0,2315000000.0,2859200000.0,2309700000.0,1831700000.0,1312700000.0,1048500000.0,826900000.0,748300000.0,700800000.0,688900000.0,741600000.0,718900000.0,642900643.0,590900370.0,395300000.0,347700000.0,305800000.0
,costOfRevenue,1693624000.0,1621300000.0,1795913000.0,1720578000.0,1967924000.0,2057333000.0,1759800000.0,1832000000.0,1598200000.0,1608300000.0,1127900000.0,1324300000.0,1517800000.0,1211700000.0,1127800000.0,814000000.0,623100000.0,538800000.0,486200000.0,422100000.0,413900000.0,428900000.0,400600000.0,316100071.0,298200630.0,190200000.0,175000000.0,146700000.0
,grossProfit,106449000.0,241625000.0,295748000.0,436274000.0,463480000.0,697045000.0,637800000.0,606700000.0,723300000.0,776100000.0,995800000.0,990700000.0,1341400000.0,1098100000.0,703900000.0,498600000.0,425400000.0,288100000.0,262200000.0,278800000.0,275100000.0,312700000.0,318300000.0,326800572.0,292699740.0,205100000.0,172700000.0,159100000.0
,grossProfitRatio,0.0591359350426344,0.129701947206678,0.141393849194492,0.202273498598884,0.190622372917047,0.253068024795435,0.266027111574557,0.248780087751671,0.311565797975447,0.325490689481631,0.468898620332439,0.427948164146868,0.469152210408506,0.47542970948608,0.38428782005787,0.379827835758361,0.405722460658083,0.348409723062039,0.350394226914339,0.397831050228311,0.399332268834374,0.421655879180151,0.442759771873696,0.50832204876174,0.495345332073493,0.518846445737415,0.496692551049756,0.520274689339438
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,3965000.0,19744000.0,22040000.0,35593000.0,47531000.0,46846000.0,51600000.0,80100000.0,106500000.0,100400000.0,100600000.0,49700000.0,83300000.0,70400000.0,60800000.0,59900000.0,37900000.0,23600000.0,23800000.0,20300000.0,23300000.0,25000000.0,33300000.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,145344000.0,124869000.0,141552000.0,163095000.0,206652000.0,186810000.0,176385000.0,184976000.0,181248000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36600000.0,38200000.0,35700000.0,39500000.0,29099357.0,26599973.0,21200000.0,18700000.0,14100000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,202000.0,2732000.0,59616000.0,43000.0,-34075000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,146756000.0,147345000.0,223208000.0,198731000.0,220108000.0,233656000.0,227994000.0,265111000.0,287718000.0,262277000.0,417006000.0,397177000.0,800029140.0,510066541.0,368539143.0,365419235.0,287676986.0,195141054.0,178237331.0,186330786.0,178492801.0,197500000.0,199500000.0,183799857.0,150800329.0,105700000.0,88100000.0,81900000.0
,costAndExpenses,1840380000.0,1717713000.0,1941626000.0,2284586000.0,2573189000.0,2508803000.0,2359200000.0,2174000000.0,2052300000.0,1878200000.0,1580900000.0,1511200000.0,2365000000.0,1837900000.0,1480900000.0,1189800000.0,923100000.0,738700000.0,659800000.0,606000000.0,734700000.0,662300000.0,614500000.0,499899928.0,449000959.0,295900000.0,263100000.0,228600000.0
,interestExpense,57743000.0,25292000.0,-73523000.0,-34864000.0,-34430000.0,-291714000.0,-180800000.0,4200000.0,-5100000.0,-39500000.0,-16400000.0,-29800000.0,-9700000.0,-6400000.0,-5300000.0,165800000.0,120700000.0,107900000.0,15800000.0,12200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,208662000.0,275749000.0,327973000.0,330345000.0,371689000.0,312518000.0,339000000.0,282800000.0,293400000.0,274800000.0,251500000.0,240600000.0,293300000.0,225500000.0,199700000.0,197500000.0,180200000.0,124500000.0,112800000.0,129400000.0,117000000.0,136900000.0,126700000.0,122700500.0,95000685.0,67500000.0,57500000.0,58000000.0
,EBITDA,168355000.0,420961000.0,478008000.0,202611000.0,229904000.0,558093000.0,377300000.0,547500000.0,562600000.0,781000000.0,794300000.0,1044400000.0,787500000.0,697300000.0,550400000.0,320300000.0,305600000.0,212700000.0,201400000.0,224200000.0,71300000.0,216200000.0,231200000.0,265701215.0,236900096.0,166900000.0,142100000.0,135200000.0
,EBITDARatio,0.093526762525742,0.225967765744729,0.228530340241559,0.0939382952562346,0.0945560671940986,0.202620337513587,0.157372262773723,0.224504859146266,0.242343312513461,0.327545713806408,0.374017045722089,0.451144708423326,0.275426692781198,0.301900679741958,0.30048588742698,0.244000914146416,0.291463996185026,0.257225783045108,0.269143391687826,0.319920091324201,0.103498330672086,0.291531823085221,0.321602448184727,0.413285035398541,0.40091377163971,0.422210979003289,0.408685648547598,0.44211903204709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-40307000.0,145212000.0,150035000.0,-127734000.0,-141785000.0,245575000.0,38300000.0,264700000.0,269200000.0,506200000.0,542800000.0,803800000.0,494200000.0,471800000.0,350700000.0,122800000.0,125400000.0,88200000.0,88600000.0,94800000.0,-45700000.0,79300000.0,104500000.0,143000715.0,141899411.0,99400000.0,84600000.0,77200000.0
,operatingIncomeRatio,-0.0223918696630637,0.0779483876162486,0.0717300748065772,-0.0592224223080675,-0.0583140440667203,0.0891580603678943,0.0159749739311783,0.108541436010989,0.115959508938187,0.212296594531119,0.25559165607195,0.347213822894168,0.172845551203134,0.204268952677837,0.191461483867446,0.0935476498819228,0.119599427753934,0.106663441770468,0.1184017105439,0.13527397260274,-0.0663376397154885,0.1069309600863,0.145360968145778,0.222430505486366,0.240141008881074,0.251454591449532,0.243313201035375,0.252452583387835
,totalOtherIncomeExpensesNet,86074000.0,-35486000.0,-36583000.0,-44639000.0,21981000.0,-33129000.0,23400000.0,-41000000.0,-45900000.0,-16300000.0,5300000.0,-7100000.0,400000.0,500000.0,0.0,-14000000.0,133400000.0,400000.0,-900000.0,600000.0,1900000.0,-2000000.0,-11600000.0,11899929.0,1999452.0,7600000.0,500000.0,1100000.0
,incomeBeforeTax,-39531000.0,135018000.0,39929000.0,-207237000.0,-154234000.0,-79268000.0,-119100000.0,227900000.0,218200000.0,450400000.0,531600000.0,766900000.0,484900000.0,465900000.0,345400000.0,274600000.0,379500000.0,196600000.0,103500000.0,107600000.0,-43800000.0,77300000.0,92900000.0,147099357.0,142799781.0,105600000.0,84200000.0,75800000.0
,incomeBeforeTaxRatio,-0.0219607760351941,0.0724763476790531,0.0190896134698692,-0.0960830877593827,-0.063434131061724,-0.0287789112460236,-0.0496767466110532,0.0934514290400623,0.0939909541244885,0.188894480791813,0.250317841503037,0.331274298056155,0.169592893116956,0.201714508377711,0.188567996942731,0.209187171478632,0.361945636623748,0.237755472245737,0.138313510624081,0.153538812785388,-0.0635796196835535,0.104234088457389,0.129225205174572,0.228805739427453,0.241664734445842,0.267138881861877,0.242162784009203,0.247874427730543
,incomeTaxExpense,13666000.0,61077000.0,-126306000.0,9680000.0,-94355000.0,-142630000.0,-175300000.0,-89800000.0,-46400000.0,11800000.0,27300000.0,52900000.0,-24800000.0,29500000.0,-68800000.0,30300000.0,73300000.0,-16000000.0,48900000.0,42300000.0,34500000.0,-2700000.0,47300000.0,65099357.0,5299438.0,3500000.0,3100000.0,2800000.0
,netIncome,-53169000.0,74000000.0,166323000.0,-204942000.0,-61611000.0,65286000.0,185200000.0,318500000.0,266100000.0,450400000.0,514700000.0,1099400000.0,450100000.0,416100000.0,375700000.0,217600000.0,278800000.0,216000000.0,55500000.0,65200000.0,-78300000.0,80000000.0,45600000.0,82000000.0,137500343.0,102100000.0,81100000.0,73000000.0
,netIncomeRatio,-0.0295371354383961,0.0397224794342231,0.0795171875366037,-0.0950190370039298,-0.0253396802834905,0.0237026290509146,0.0772471324296142,0.130602370115225,0.114624165410295,0.188894480791813,0.242360032019588,0.474902807775378,0.157421656407387,0.180153266658008,0.205110007097232,0.165765216728879,0.265903671912256,0.261216592090942,0.0741681143926233,0.0930365296803653,-0.113659457105531,0.107874865156419,0.0634302406454305,0.127546924851963,0.23269632239357,0.258284846951682,0.23324705205637,0.238718116415958
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.134246506167073,0.18684,0.41995,-0.5178,-0.15566,0.16495,0.46756,0.80511,0.67231,1.13881,1.30304,2.8197,1.27833,1.10401,0.99708,0.58229,0.75658,0.62338,0.16582,0.19539,-0.23506,0.20111,0.13267,0.25142,0.4329,0.324675,0.25974,0.2331
,EPSDiluted,-0.134246506167073,0.18684,0.41995,-0.5178,-0.15566,0.16495,0.46756,0.80511,0.67231,1.13881,1.30304,2.8197,1.27833,1.10401,0.99708,0.58229,0.75658,0.62338,0.16582,0.19539,-0.23506,0.20111,0.13267,0.25142,0.4329,0.324675,0.25974,0.2331
,weightedAverageShsOut,396055000.0,396055000.0,396050000.0,395793000.0,395793000.0,395793000.0,396100000.0,395600000.0,395800000.0,395500000.0,395000000.0,389900000.0,352100000.0,376900000.0,376800000.0,373700000.0,368500000.0,346500000.0,334700000.0,333700000.0,333100000.0,397800000.0,343700000.0,326147482.0,317626110.0,314468314.0,312235312.0,313170313.0
,weightedAverageShsOutDil,396055000.0,396055000.0,396050000.0,395793000.0,395793000.0,395793000.0,396100000.0,395600000.0,395800000.0,395500000.0,395000000.0,389900000.0,352100000.0,376900000.0,376800000.0,373700000.0,368500000.0,346500000.0,334700000.0,333700000.0,333100000.0,397800000.0,343700000.0,326147482.0,317626110.0,314468314.0,312235312.0,313170313.0
