date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY,2009-10-31_FY,2008-10-31_FY,2007-10-31_FY,2006-10-31_FY,2005-10-31_FY,2004-10-31_FY,2003-10-31_FY,2002-10-31_FY,2001-10-31_FY,2000-10-31_FY,1999-10-31_FY,1998-10-31_FY,1997-10-31_FY,1996-10-31_FY,1995-10-31_FY,1995-07-31_FY,1994-07-31_FY
,revenue,3378810000.0,3138084000.0,2618650000.0,2505176000.0,2392175000.0,2390875000.0,2172691000.0,2041431000.0,1958690000.0,1883953000.0,1690378000.0,1523447000.0,1878184000.0,1876904000.0,1835991000.0,1799387000.0,1652508000.0,1496588000.0,1399273000.0,1353083000.0,1336924000.0,1275000000.0,1110400000.0,1051200000.0,930900000.0,192300000.0,932900000.0,794300000.0
,costOfRevenue,2189036000.0,2090121000.0,1677639000.0,1584339000.0,1517580000.0,1554940000.0,1399420000.0,1316634000.0,1285596000.0,1247306000.0,1113987000.0,1012472000.0,1225474000.0,1198529000.0,1192675000.0,1164021000.0,1059438000.0,961129000.0,914010000.0,892845000.0,806710000.0,776300000.0,687900000.0,632300000.0,571000000.0,120600000.0,581100000.0,488000000.0
,grossProfit,1189774000.0,1047963000.0,941011000.0,920837000.0,874595000.0,835935000.0,773271000.0,724797000.0,673094000.0,636647000.0,576391000.0,510975000.0,652710000.0,678375000.0,643316000.0,635366000.0,593070000.0,535459000.0,485263000.0,460238000.0,530214000.0,498700000.0,422500000.0,418900000.0,359900000.0,71700000.0,351800000.0,306300000.0
,grossProfitRatio,0.352128116111886,0.333949951626534,0.359349664903672,0.367573775255711,0.365606613228547,0.349635593663408,0.355904728283958,0.355043594419797,0.34364498721084,0.337931466443165,0.34098349599912,0.335407139204711,0.347521861542852,0.361432976859765,0.35039169581986,0.353101361741526,0.358890849545055,0.357786511718656,0.346796515047457,0.340140257471271,0.396592476460891,0.391137254901961,0.380493515850144,0.39849695585997,0.386615103663122,0.372854914196568,0.377103655268518,0.38562256074531
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6900000.0,0.0,0.0
,GeneralAndAdministrativeExpenses,763417000.0,722934000.0,567926000.0,565727000.0,540199000.0,536821000.0,510114000.0,494135000.0,467481000.0,452160000.0,425125000.0,395778000.0,454301000.0,454726000.0,440440000.0,432640000.0,428527000.0,404365000.0,376278000.0,366284000.0,394858000.0,383000000.0,345600000.0,315700000.0,278300000.0,58200000.0,269800000.0,244900000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1837000.0,10645000.0,3143000.0,3293000.0,1284000.0,940000.0,789000.0,1255000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,763417000.0,722934000.0,567926000.0,565727000.0,540199000.0,536821000.0,510114000.0,494135000.0,467481000.0,452160000.0,425125000.0,395778000.0,454301000.0,454726000.0,440440000.0,432640000.0,428527000.0,404365000.0,376278000.0,366284000.0,433009000.0,422100000.0,383800000.0,346600000.0,296500000.0,65000000.0,287000000.0,263700000.0
,costAndExpenses,2952453000.0,2813055000.0,2245565000.0,2150066000.0,2057779000.0,2091761000.0,1909534000.0,1810769000.0,1753077000.0,1699466000.0,1539112000.0,1408250000.0,1679775000.0,1653255000.0,1633115000.0,1596661000.0,1487965000.0,1365494000.0,1290288000.0,1259129000.0,1239719000.0,1198400000.0,1071700000.0,978900000.0,867500000.0,185600000.0,868100000.0,751700000.0
,interestExpense,33156000.0,28835000.0,19096000.0,19113000.0,19336000.0,18757000.0,15426000.0,16210000.0,16906000.0,16970000.0,17113000.0,17578000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2500000.0,0.0,0.0
