date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,38500000.0,35800000.0,34700000.0,48600000.0,42800000.0,74700000.0,109800000.0,110000000.0,98000000.0,82600000.0,32400000.0,-43100000.0,-376000000.0,39300000.0,18100000.0,10700000.0,16400000.0,12300000.0
,depreciationAndAmortization,42900000.0,43300000.0,44000000.0,42800000.0,39100000.0,28900000.0,29700000.0,30200000.0,28000000.0,31300000.0,33900000.0,36200000.0,0.0,0.0,41100000.0,41900000.0,44100000.0,47700000.0
,deferredIncomeTax,-2500000.0,-6800000.0,-3200000.0,8100000.0,-7400000.0,-1400000.0,1800000.0,-9600000.0,-13600000.0,8600000.0,-1100000.0,28500000.0,0.0,0.0,-8700000.0,-2100000.0,6200000.0,3900000.0
,stockBasedCompensation,1300000.0,8200000.0,5700000.0,8800000.0,4900000.0,2900000.0,6000000.0,14200000.0,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,70900000.0,-16600000.0,-83600000.0,205500000.0,-80200000.0,200000.0,1700000.0,-12900000.0,87500000.0,-82300000.0,319500000.0,0.0,0.0,-197300000.0,3500000.0,19200000.0,35500000.0,281200000.0
,accountsReceivables,68900000.0,-9600000.0,58000000.0,-44000000.0,-27500000.0,6200000.0,-8500000.0,-42000000.0,27200000.0,-59300000.0,-91900000.0,0.0,0.0,0.0,-39000000.0,0.0,-43100000.0,-27500000.0
,inventory,66600000.0,-37900000.0,-125400000.0,-43600000.0,-14900000.0,6200000.0,-28800000.0,-27100000.0,400000.0,-37800000.0,-83100000.0,0.0,0.0,0.0,-31000000.0,0.0,-25700000.0,12500000.0
,accountsPayables,4300000.0,1900000.0,23300000.0,125100000.0,-53800000.0,-39300000.0,4700000.0,56200000.0,-5000000.0,14600000.0,150600000.0,0.0,0.0,0.0,23000000.0,0.0,-44100000.0,-10200000.0
,otherWorkingCapital,0.0,338800000.0,355400000.0,439000000.0,233500000.0,313700000.0,313500000.0,311800000.0,324700000.0,237200000.0,319500000.0,0.0,0.0,0.0,197300000.0,193800000.0,174600000.0,139100000.0
,otherNonCashItems,15800000.0,12800000.0,70000000.0,-149100000.0,-48100000.0,-15900000.0,-49000000.0,21000000.0,-72500000.0,14400000.0,-337200000.0,94300000.0,348700000.0,192600000.0,-42100000.0,10300000.0,-52100000.0,-273000000.0
,netCashProvidedByOperatingActivites,166900000.0,76700000.0,67600000.0,164700000.0,-48900000.0,89400000.0,100000000.0,152900000.0,128700000.0,54600000.0,47500000.0,115900000.0,-27300000.0,34600000.0,11900000.0,80000000.0,50100000.0,72100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-51700000.0,-49700000.0,-38800000.0,-41000000.0,-42700000.0,-46600000.0,-48500000.0,-36500000.0,-19800000.0,-16500000.0,-12100000.0,-5800000.0,0.0,0.0,-43000000.0,-33000000.0,-27600000.0,-16100000.0
,acquisitionsNet,0.0,0.0,-78000000.0,-2000000.0,-116100000.0,900000.0,-3900000.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-5600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,8000000.0,7700000.0,5900000.0,1300000.0,13700000.0,14400000.0,8000000.0,10400000.0,300000.0,600000.0,600000.0,11600000.0,-37500000.0,-33900000.0,8900000.0,15700000.0,16500000.0,8800000.0
,netCashUsedForInvestingActivites,-43700000.0,-42000000.0,-110900000.0,-47300000.0,-145100000.0,-31300000.0,-44400000.0,-26100000.0,-19500000.0,-15900000.0,-8500000.0,5800000.0,-37500000.0,-33900000.0,-30100000.0,-17300000.0,-11100000.0,-7300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-83700000.0,-97400000.0,-143700000.0,-187600000.0,-56500000.0,-35000000.0,-75400000.0,-154200000.0,-243000000.0,-25900000.0,-37600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,-100000.0,-48200000.0,-3000000.0,-2200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-21300000.0,-21000000.0,-20400000.0,-19800000.0,-19200000.0,-18400000.0,-17800000.0,-16700000.0,-42800000.0,-10000000.0,-5000000.0,0.0,0.0,0.0,-5000000.0,-5000000.0,-5000000.0,-15000000.0
,otherFinancingActivites,64400000.0,66800000.0,76500000.0,260500000.0,153600000.0,46400000.0,30900000.0,69500000.0,143600000.0,16400000.0,18200000.0,-18300000.0,48000000.0,-34100000.0,48100000.0,-21300000.0,-29100000.0,-58800000.0
,netCashUsedProvidedByFinancingActivities,-40600000.0,-51600000.0,-87600000.0,53100000.0,77900000.0,-7100000.0,-110500000.0,-104400000.0,-144400000.0,-19500000.0,-24400000.0,-18300000.0,48000000.0,-34100000.0,43100000.0,-26300000.0,-34100000.0,-73800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
