date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,69500000.0,61071000.0,55027000.0,90284000.0,33464000.0,35745000.0,29834000.0,30147000.0,27267000.0,24285000.0,19742000.0,16267000.0,18071000.0,14968000.0,24518000.0,25061000.0,17536000.0,11842000.0,5973000.0,6514000.0,7928000.0,8457000.0,7574000.0,5307000.0,1630000.0,5009000.0,6375000.0,6400000.0,3400000.0,2100000.0,1800000.0,-1400000.0
,depreciationAndAmortization,102893000.0,95137000.0,88585000.0,85120000.0,82445000.0,75323000.0,68243000.0,64476000.0,60904000.0,57531000.0,51916000.0,53069000.0,49705000.0,47009000.0,44360000.0,38229000.0,32757000.0,30046000.0,27706000.0,26989000.0,25154000.0,20622000.0,18724000.0,17239000.0,16015000.0,14458000.0,12660000.0,-12500000.0,-11400000.0,-10700000.0,-9800000.0,-9600000.0
,deferredIncomeTax,-924000.0,16045000.0,5351000.0,-47228000.0,13536000.0,15093000.0,9581000.0,4492000.0,5231000.0,10240000.0,10550000.0,5563000.0,4842000.0,-1237000.0,8866000.0,11771000.0,6173000.0,4224000.0,4379000.0,4148000.0,6007000.0,4006000.0,3311000.0,1970000.0,1739000.0,3153000.0,3325000.0,2300000.0,800000.0,500000.0,100000.0,-300000.0
,stockBasedCompensation,1851000.0,1817000.0,3323000.0,1250000.0,883000.0,1404000.0,921000.0,1084000.0,1225000.0,1349000.0,1264000.0,586000.0,666000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,20154000.0,-13715000.0,39214000.0,19581000.0,-17414000.0,-15493000.0,11345000.0,5688000.0,-6781000.0,36298000.0,490000.0,-6230000.0,-486000.0,8255000.0,-10206000.0,419000.0,-12682000.0,22386000.0,-214000.0,-2579000.0,13468000.0,5716000.0,15076000.0,-1870000.0,-1589000.0,-3829000.0,1637000.0,-3500000.0,500000.0,-1300000.0,3000000.0,1700000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3251000.0,-105000.0,-6896000.0,-5543000.0,-4731000.0,-4714000.0,1715000.0,-5814000.0,-7919000.0,-882000.0,561000.0,-1970000.0,-966000.0,-1284000.0,-3800000.0,-3000000.0,-200000.0,1000000.0,-1600000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,883000.0,5259000.0,1800000.0,11000.0,594000.0,-4853000.0,-723000.0,2387000.0,1021000.0,-1585000.0,348000.0,3519000.0,-2066000.0,1999000.0,5008000.0,3067000.0,896000.0,-1236000.0,-512000.0,-99000.0,-786000.0,2629000.0,-785000.0,650000.0,597000.0,119000.0,480000.0,700000.0,0.0,0.0,1300000.0,2900000.0
,otherWorkingCapital,0.0,77840000.0,91555000.0,52341000.0,32760000.0,50174000.0,65667000.0,54322000.0,48634000.0,55415000.0,19117000.0,18627000.0,24857000.0,25343000.0,17088000.0,27294000.0,26875000.0,39557000.0,17171000.0,17385000.0,19964000.0,6496000.0,780000.0,-14296000.0,-12426000.0,-10837000.0,-7008000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,6575000.0,0.0,485000.0,0.0,0.0,0.0,0.0,84000.0,497000.0,0.0,0.0,584000.0,0.0,96000.0,589000.0,0.0,0.0,0.0,0.0,0.0,724000.0,-379000.0,929000.0,582000.0,390000.0,892000.0,0.0,23800000.0,22800000.0,21200000.0,19500000.0,19100000.0
,netCashProvidedByOperatingActivites,189598000.0,153180000.0,150623000.0,121879000.0,133566000.0,128238000.0,81971000.0,89187000.0,85539000.0,86206000.0,64522000.0,81686000.0,76356000.0,61807000.0,77070000.0,72472000.0,50890000.0,39551000.0,38148000.0,39952000.0,26963000.0,28327000.0,24486000.0,24354000.0,16595000.0,21418000.0,21777000.0,16500000.0,16100000.0,11800000.0,14600000.0,9500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-173052000.0,-189403000.0,-168522000.0,-156549000.0,-162353000.0,-187647000.0,-162530000.0,-120839000.0,-135353000.0,-84905000.0,-121304000.0,-112790000.0,-68564000.0,-77708000.0,-126645000.0,-121440000.0,-107102000.0,-55590000.0,-40028000.0,-31840000.0,-56245000.0,-64345000.0,-43802000.0,-34492000.0,-43387000.0,-39768000.0,-28017000.0,-29500000.0,-25600000.0,-16800000.0,-7700000.0,-9400000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20000.0,-113170000.0,-28146000.0,-50000.0,-3635000.0,-32527000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138000.0,0.0,115656000.0,25892000.0,0.0,3829000.0,32095000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,0.0
