date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,410002000.0,309206000.0,419264000.0,484292000.0,93863000.0,116718000.0,102862000.0,69282000.0,64117000.0,60248000.0,59072000.0,50563000.0,56261000.0,63123000.0,72966000.0,61714000.0,47860000.0,35458000.0,27935000.0,19016534.0,17745186.0,15463900.0,13346142.0,10251523.0,7510057.0,5805695.0,4094553.0
,depreciationAndAmortization,506670000.0,462958000.0,430089000.0,207105000.0,116160000.0,111023000.0,92893000.0,86129000.0,85056000.0,75832000.0,70962000.0,71444000.0,69821000.0,65688000.0,60387000.0,52603000.0,40755000.0,30066000.0,22887000.0,18416513.0,19131183.0,14179613.0,12446438.0,9560569.0,7520905.0,-5416390.0,-4105079.0
,deferredIncomeTax,46214000.0,30731000.0,62469000.0,-305584000.0,5454000.0,21532000.0,17060000.0,-5338000.0,-1975000.0,30412000.0,10830000.0,2077000.0,17093000.0,9604000.0,5423000.0,1292000.0,15685000.0,8608000.0,9280000.0,3226369.0,5815361.0,5051072.0,3694800.0,3470127.0,2211958.0,1403200.0,1316447.0
,stockBasedCompensation,0.0,0.0,0.0,6640000.0,4439000.0,7366000.0,4703000.0,2982000.0,6465000.0,3501000.0,6840000.0,3401000.0,3486000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-164076000.0,-395679000.0,-20988000.0,202116000.0,-52549000.0,18423000.0,43637000.0,-7244000.0,-808000.0,-3242000.0,27125000.0,-39783000.0,-6291000.0,-16935000.0,99000.0,-7164000.0,-8115000.0,6549000.0,-7230000.0,-1705506.0,-9205078.0,-16099516.0,-4104692.0,-11158.0,-2554797.0,-2134772.0,503679.0
,accountsReceivables,-75521000.0,70106000.0,-9375000.0,-48454000.0,-11099000.0,10266000.0,-17031000.0,-14828000.0,-2167000.0,-22955000.0,-6295000.0,-4539000.0,14159000.0,-7018000.0,-5980000.0,-14670000.0,-21868000.0,47000.0,-9200000.0,1774804.0,-4954286.0,-13433925.0,-9927337.0,-1659831.0,-3062225.0,-2720821.0,-1642985.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515000.0,159000.0,0.0,-1023000.0,-996000.0,9000.0,561000.0,-1113251.0,-151262.0,778426.0,-927253.0,-73251.0,93764.0,-115673.0,-75410.0
,accountsPayables,7500000.0,-13180000.0,-18033000.0,-29890000.0,3788000.0,-8543000.0,4285000.0,2424000.0,4783000.0,-3034000.0,1993000.0,-819000.0,-1167000.0,1161000.0,596000.0,33000.0,1559000.0,-141000.0,-363000.0,-2287463.0,319348.0,-1086359.0,2828741.0,1069469.0,-250046.0,479426.0,-126068.0
,otherWorkingCapital,4707000.0,-103010000.0,292669000.0,313657000.0,111541000.0,164090000.0,145667000.0,102030000.0,109274000.0,110082000.0,-136000.0,43000.0,-63000.0,-7620000.0,2100000.0,1641000.0,-2274000.0,-2163000.0,0.0,2945550.0,3448536.0,-80769.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,124573000.0,144925000.0,4617000.0,209000.0,0.0,0.0,0.0,0.0,0.0,0.0,1553000.0,2833000.0,3580000.0,1998000.0,2616000.0,45000.0,0.0,23000.0,0.0,0.0,0.0,0.0,-5596255.0,185349.0,-428219.0,10832780.0,8210158.0
,netCashProvidedByOperatingActivites,919645000.0,839594000.0,881977000.0,318569000.0,243354000.0,205765000.0,177187000.0,138518000.0,150820000.0,160697000.0,170109000.0,86899000.0,141438000.0,118363000.0,133030000.0,107764000.0,98904000.0,84407000.0,55487000.0,46166035.0,34549422.0,18925679.0,20009032.0,23606060.0,14283035.0,10652558.0,10102937.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-521067000.0,-829977000.0,-755997000.0,-387191000.0,-154596000.0,-221660000.0,-260389000.0,-140612000.0,-160633000.0,-172916000.0,-134394000.0,-95478000.0,-117504000.0,-135219000.0,-175221000.0,-116586000.0,-115672000.0,-70308000.0,-41811000.0,-30377780.0,-33965304.0,-37273468.0,-29326223.0,-23548158.0,-21919774.0,-11360029.0,-3087876.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-150000000.0,-22000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-16936000.0,-14302000.0,-22156000.0,-10893000.0,0.0,0.0,0.0,-10035000.0,-2033000.0,-2264000.0,-5014000.0,0.0,0.0,-488000.0,-1836000.0,-1819000.0,0.0,0.0,-1845000.0,-1334000.0,-1720000.0,-1129000.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,13675000.0,22695000.0,26970000.0,10730000.0,7403000.0,12528000.0,6355000.0,8782000.0,112000.0,3114000.0,203000.0,0.0,0.0,32000.0,314000.0,4224000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-89614000.0,-22262000.0,-121930000.0,20503000.0,1791000.0,1761000.0,3396000.0,3650000.0,1128000.0,-432000.0,1903000.0,-4445000.0,1537000.0,449000.0,-384000.0,-211000.0,628000.0,1556000.0,1366000.0,-2357437.0,3321622.0,64501.0,0.0,0.0,0.0,0.0,-598929.0
,netCashUsedForInvestingActivites,-480712000.0,-583706000.0,-647292000.0,-273941000.0,-101020000.0,-138335000.0,-266915000.0,-85705000.0,-123803000.0,-140091000.0,-95633000.0,-60413000.0,-79630000.0,-92006000.0,-145660000.0,-104673000.0,-115044000.0,-67363000.0,-42290000.0,-34069217.0,-34892102.0,-38337967.0,-29326223.0,-23548158.0,-21919774.0,-11360029.0,-3686805.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
