Date,2018-12,2017-12,2016-12,2015-12,2014-12
Cash and cash equivalents,63000000.0,67000000.0,61000000.0,51000000.0,111000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,11000000.0,9000000.0,8000000.0,15000000.0,5000000.0
Inventories,24000000.0,22000000.0,22000000.0,23000000.0,19000000.0
Total current assets,1519000000.0,1554000000.0,1585000000.0,1615000000.0,1690000000.0
Property, Plant & Equipment Net,539000000.0,570000000.0,593000000.0,629000000.0,682000000.0
Goodwill and Intangible Assets,976000000,964000000,968000000,972000000,974000000
Long-term investments,,,,,
Tax assets,000000.0,000000.0,000000.0,000000.0,4000000.0
Total non-current assets,1317000000.0,1323000000.0,1394000000.0,1410000000.0,1454000000.0
Total assets,1666000000.0,1695000000.0,1710000000.0,1733000000.0,1864000000.0
Payables,21000000.0,31000000.0,33000000.0,44000000.0,44000000.0
Short-term debt,18000000.0,8000000.0,8000000.0,8000000.0,10000000.0
Total current liabilities,107000000.0,110000000.0,110000000.0,114000000.0,117000000.0
Long-term debt,962000000.0,965000000.0,968000000.0,971000000.0,998000000.0
Total debt,962000000.0,965000000.0,968000000.0,971000000.0,998000000.0
Deferred revenue,18000000.0,21000000.0,16000000.0,10000000.0,9000000.0
Tax Liabilities,107000000.0,114000000.0,186000000.0,202000000.0,223000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,1317000000.0,1323000000.0,1394000000.0,1410000000.0,1454000000.0
Total liabilities,1424000000.0,1433000000.0,1504000000.0,1524000000.0,1572000000.0
Other comprehensive income,-1000000.0,-2000000.0,-3000000.0,-3000000.0,-1000000.0
Retained earnings (deficit),-116000000.0,-95000000.0,-148000000.0,-145000000.0,-62000000.0
Total shareholders equity,243000000.0,262000000.0,206000000.0,209000000.0,293000000.0
Investments,,,,,
Net Debt,917000000,906000000,915000000,928000000,897000000
Other Assets,27000000,41000000,37000000,25000000,47000000
Other Liabilities,231000000,227000000,221000000,231000000,221000000
