date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,156471000.0,111389000.0,55640000.0,61985000.0,15546000.0,48231000.0,38944000.0,11355883.0,54542426.0,3262920.0,3404897.0,62814832.0,263180.0,201988.0,2775778.0,849562.0,1778898.0,2913231.0,827972.0,478385.0,56000.0
,costOfRevenue,24665000.0,21590000.0,15783000.0,19496000.0,11258000.0,8101000.0,4939000.0,2082183.0,1909785.0,1756629.0,839208.0,2043693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,131806000.0,89799000.0,39857000.0,42489000.0,4288000.0,40130000.0,34005000.0,9273700.0,52632641.0,1506291.0,2565689.0,60771139.0,263180.0,201988.0,2775778.0,849562.0,1778898.0,2913231.0,827972.0,0.0,0.0
,grossProfitRatio,0.842366956177183,0.806174756932911,0.716337167505392,0.685472291683472,0.275826579184356,0.832037486264021,0.873176869350863,0.816642792110486,0.964985330868854,0.461638961421058,0.753529108222657,0.967464801943592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,4903000.0,13040000.0,18878000.0,20624000.0,34285000.0,53326777.0,35365662.0,20805177.0,10645414.0,10320709.0,10923755.0,14326740.0,10015287.0,6463862.0,3988037.0,2633945.0,1532104.0,1663932.0,312736.0
,GeneralAndAdministrativeExpenses,98827000.0,86063000.0,58602000.0,58869000.0,49345000.0,54685000.0,38460000.0,12348864.0,10205189.0,7689090.0,7995899.0,10321212.0,7303591.0,7535121.0,5072011.0,3600121.0,3274689.0,2836646.0,2430942.0,3255592.0,540239.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-3000.0,4000.0,-14000.0,-26000.0,64000.0,25000.0,-295000.0,-210242.0,32954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,98827000.0,86063000.0,63505000.0,71909000.0,68223000.0,75309000.0,72745000.0,65675641.0,45570851.0,28494267.0,18641313.0,20641921.0,18227346.0,21861861.0,15087298.0,10063983.0,7262726.0,5470591.0,3963046.0,4919524.0,852975.0
,costAndExpenses,123492000.0,107653000.0,79288000.0,91405000.0,79481000.0,83410000.0,77684000.0,67757824.0,47480636.0,30250896.0,19480521.0,22685614.0,18227346.0,21861861.0,15087298.0,10063983.0,7262726.0,5470591.0,3963046.0,4919524.0,852975.0
,interestExpense,7013000.0,19040000.0,10192000.0,8577000.0,3267000.0,2518000.0,2016000.0,902658.0,-280709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,7519000.0,8827000.0,5897000.0,6118000.0,1408000.0,1299000.0,1095000.0,1347273.0,1486807.0,1335507.0,1266343.0,874106.0,765782.0,674922.0,1072890.0,717342.0,458332.0,241754.0,126737.0,104789.0,23455.0
,EBITDA,40498000.0,12563000.0,-17751000.0,-23302000.0,-62527000.0,-33880000.0,-37645000.0,-55054668.0,8548597.0,-25652469.0,-14809281.0,41003324.0,-17198384.0,-20984951.0,-11238630.0,-8497079.0,-5025496.0,-2315606.0,-3008337.0,-4336350.0,-773520.0
,EBITDARatio,0.258821123403059,0.112784924902818,-0.319033069734004,-0.37592966040171,-4.02206355332561,-0.702452779332794,-0.966644412489729,-4.84811863595284,0.156732980670863,-7.86181365157589,-4.34940645781649,0.652765003017122,-65.3483699369253,-103.892067845615,-4.04882162766619,-10.0017173555314,-2.82506135821166,-0.79485835486441,-3.63338011430338,-9.06456097076622,-13.8128571428571
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,32979000.0,3736000.0,-23648000.0,-29420000.0,-63935000.0,-35179000.0,-38740000.0,-56401941.0,7061790.0,-26987976.0,-16075624.0,40129218.0,-17964166.0,-21659873.0,-12311520.0,-9214421.0,-5483828.0,-2557360.0,-3135074.0,-4441139.0,-796975.0
,operatingIncomeRatio,0.210767490461491,0.0335401161694602,-0.425017972681524,-0.474630959103009,-4.11263347484884,-0.72938566482138,-0.994761709120789,-4.96675960821365,0.129473338791347,-8.27111176492222,-4.72132460981933,0.63884940422988,-68.2580971198419,-107.23346436422,-4.43534029018171,-10.8460842175144,-3.08271075688432,-0.877843191974821,-3.78644930021788,-9.28360839073131,-14.2316964285714
,totalOtherIncomeExpensesNet,-3000.0,4000.0,-14000.0,27310000.0,64000.0,25000.0,-13462000.0,-89014.0,-5561198.0,3474159.0,2909069.0,-6805937.0,1192742.0,-1287736.0,-5635425.0,480520.0,2716674.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,25963000.0,-15300000.0,-33854000.0,-10687000.0,-67138000.0,-37672000.0,-54218000.0,-57393613.0,1781301.0,-23325116.0,-13032942.0,33358877.0,-17233001.0,0.0,0.0,0.0,-2826515.0,-2488106.0,-3118080.0,-4463096.0,-775203.0
,incomeBeforeTaxRatio,0.165928510714445,-0.137356471464866,-0.608447160316319,-0.172412680487215,-4.31866718126849,-0.781074412722108,-1.3922041906327,-5.05408632688449,0.032658998336451,-7.14854057102227,-3.82770521399032,0.531066882420381,-65.479903488107,0.0,0.0,0.0,-1.58891347339758,-0.854070961073804,-3.7659244515515,-9.32950656897687,-13.8429107142857
,incomeTaxExpense,252000.0,5000.0,13000.0,-15972000.0,0.0,0.0,0.0,0.0,129120.0,0.0,0.0,312128.0,0.0,0.0,0.0,0.0,0.0,0.0,-54964.0,-18535.0,0.0
,netIncome,25711000.0,-15305000.0,-33867000.0,5285000.0,-67138000.0,-37672000.0,-54218000.0,-57393613.0,1652181.0,-23325116.0,-13032942.0,33046749.0,-17233001.0,-25186969.0,-19895209.0,-10079397.0,-2826515.0,-2488106.0,-3063116.0,-4444561.0,-672731.0
,netIncomeRatio,0.164317988636872,-0.137401359200639,-0.608680805176132,0.0852625635234331,-4.31866718126849,-0.781074412722108,-1.3922041906327,-5.05408632688449,0.0302916668943182,-7.14854057102227,-3.82770521399032,0.526097864911905,-65.479903488107,-124.695372992455,-7.16743521996356,-11.8642276843832,-1.58891347339758,-0.854070961073804,-3.69954056417367,-9.29076162505095,-12.0130535714286
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.308975550469427,-0.18,-0.73,0.1,-1.25,-0.72,-1.12,-1.51,0.0540872642997264,-0.82,-0.56,1.63,-0.9,-1.64,-1.49,-1.21,-0.4,-0.35,-0.51,-1.1539557590157,-0.04
,EPSDiluted,0.308975550469427,-0.18,-0.73,0.09,-1.25,-0.72,-1.12,-1.51,0.0538358483031591,-0.82,-0.56,1.54,-0.9,-1.64,-1.49,-1.21,-0.4,-0.35,-0.51,-0.289432721605099,-0.04
,weightedAverageShsOut,83213704.0,83213704.0,63165063.0,55355802.0,53679134.0,52384876.0,48355200.0,37941044.0,30546581.0,28322477.0,23150975.0,20224706.0,19164982.0,17771055.0,13435091.0,8353346.0,7054616.0,7016679.0,6057890.0,3851587.0,15350000.0
