date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,122813000.0,380064000.0,292316000.0,-79079000.0,44327000.0,-151392000.0,82611000.0,186366000.0,22259000.0,88869000.0,-21588000.0,-60905000.0,-13091000.0
,depreciationAndAmortization,37315000.0,36298000.0,36246000.0,34283000.0,31825000.0,24997000.0,15255000.0,9705000.0,8024000.0,9475000.0,5928000.0,5772000.0,1082000.0
,deferredIncomeTax,2012000.0,-591000.0,4850000.0,-30088000.0,3009000.0,-8953000.0,3641000.0,9859000.0,2986000.0,-4967000.0,-3252000.0,45212000.0,-8268000.0
,stockBasedCompensation,6942000.0,6707000.0,6412000.0,6909000.0,5896000.0,5161000.0,5883000.0,5416000.0,13119000.0,5934000.0,1376000.0,2522000.0,3574000.0
,changeInWorkingCapital,339220000.0,350141000.0,19932000.0,-78527000.0,47681000.0,-61519000.0,-6151000.0,140044000.0,19079000.0,93741000.0,-14367000.0,-15198000.0,13557000.0
,accountsReceivables,715685000.0,-786178000.0,19662000.0,74609000.0,145068000.0,-20309000.0,-207877000.0,-64460000.0,32014000.0,-35421000.0,-4876000.0,-3671000.0,10585000.0
,inventory,-47904000.0,7151000.0,-34066000.0,12029000.0,-58551000.0,29631000.0,-277000.0,-40608000.0,-3096000.0,-13047000.0,-15937000.0,-1045000.0,2162000.0
,accountsPayables,-266702000.0,263208000.0,14221000.0,-20198000.0,-133139000.0,32422000.0,143131000.0,22386000.0,-4002000.0,14153000.0,-3378000.0,3443000.0,-1346000.0
,otherWorkingCapital,4867000.0,520840000.0,170699000.0,150767000.0,229294000.0,181613000.0,243132000.0,249283000.0,109239000.0,90160000.0,-3581000.0,10786000.0,25984000.0
,otherNonCashItems,13023000.0,23624000.0,3310000.0,24363000.0,-8828000.0,4751000.0,-3430000.0,-463000.0,-5517000.0,-6528000.0,-9638000.0,1241000.0,-511000.0
,netCashProvidedByOperatingActivites,543430000.0,-46708000.0,365534000.0,15597000.0,75303000.0,80160000.0,32528000.0,139645000.0,44619000.0,51194000.0,-14593000.0,-8209000.0,-3636000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-63642000.0,-42518000.0,-46453000.0,-67572000.0,-60705000.0,-64477000.0,-60163000.0,-39053000.0,-12654000.0,-4806000.0,-4550000.0,-7350000.0,-67235000.0
,acquisitionsNet,0.0,0.0,-5000000.0,-3000000.0,-13000000.0,-41000000.0,-19000000.0,-11000000.0,-2000000.0,0.0,0.0,0.0,17000000.0
,purchasesOfInvestments,-354079000.0,-9496000.0,-71719000.0,-816000.0,-3249000.0,-53887000.0,-83753000.0,-4733000.0,-37000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,83606000.0,54584000.0,20000000.0,0.0,0.0,68979000.0,63840000.0,0.0,0.0,0.0,0.0,0.0,4723000.0
,otherInvestingActivites,205000.0,0.0,4464000.0,12000000.0,12909000.0,22872000.0,-117633000.0,0.0,-64000.0,2664000.0,-513000.0,4689000.0,18129000.0
,netCashUsedForInvestingActivites,-333910000.0,2570000.0,-96862000.0,-59870000.0,-63765000.0,-67922000.0,-217033000.0,-54389000.0,-14546000.0,-2120000.0,-4562000.0,371000.0,-26173000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-169336000.0,-201009000.0,-193899000.0,-19392000.0,-76999000.0,-6708000.0,-37798000.0,-1538628000.0,-1380101000.0,-46079000.0,-750000.0,-2598000.0,-7500000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63747000.0,0.0,8000000.0,0.0,0.0
,commonStockRepurchased,-5778000.0,-3550000.0,-28519000.0,-1257000.0,-51474000.0,-24350000.0,-5678000.0,-307000.0,-4773000.0,-2153000.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,-40000.0,-1291000.0,-3155000.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-11043000.0,-12835000.0,-15721000.0,-13758000.0,-2790000.0,-16623000.0,-203000.0,-4138000.0,-1443000.0,3018000.0,0.0,-688000.0
,netCashUsedProvidedByFinancingActivities,-175114000.0,-32052000.0,-219205000.0,4042000.0,58174000.0,-27274000.0,94794000.0,1186000.0,3137000.0,-19758000.0,17559000.0,-1618000.0,26155000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,376000.0,-49000.0,-184000.0,1648000.0,-583000.0,-1399000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,34782000.0,-73139000.0,48948000.0,-38583000.0,69129000.0,-16435000.0,-89711000.0,86442000.0,33210000.0,29316000.0,-1596000.0,-9456000.0,-3654000.0
,cashAtEndOfPeriod,88218000.0,53436000.0,126575000.0,77627000.0,116210000.0,47081000.0,63516000.0,153227000.0,66785000.0,33575000.0,4259000.0,5855000.0,15311000.0
,cashAtBeginningOfPeriod,53436000.0,126575000.0,77627000.0,116210000.0,47081000.0,63516000.0,153227000.0,66785000.0,33575000.0,4259000.0,5855000.0,15311000.0,18965000.0
