date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2015-01-03_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2009-01-03_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2005-01-01_FY,2004-01-03_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,152318000.0,164538000.0,157160000.0,150120000.0,163776000.0,189191000.0,175700000.0,230900000.0,136100000.0,123428000.0,137000000.0,130300000.0,119200000.0,94600000.0,81000000.0,61231000.0,50800000.0,14700000.0,-17000000.0,-14300000.0,5000000.0
,depreciationAndAmortization,141384000.0,144228000.0,144124000.0,146719000.0,140869000.0,132175000.0,129000000.0,118500000.0,102700000.0,94638000.0,85100000.0,80900000.0,73300000.0,66100000.0,64300000.0,59344000.0,56700000.0,53900000.0,74000000.0,73800000.0,67100000.0
,deferredIncomeTax,-31154000.0,18609000.0,21657000.0,-61306000.0,-14457000.0,18293000.0,9200000.0,6500000.0,11500000.0,-1700000.0,3900000.0,3300000.0,2800000.0,-6100000.0,-11600000.0,12408000.0,29800000.0,10300000.0,2900000.0,-7500000.0,-19300000.0
,stockBasedCompensation,12855000.0,7430000.0,8148000.0,16093000.0,18761000.0,15692000.0,18662000.0,15943000.0,10116000.0,13638000.0,13678000.0,11855000.0,10594000.0,15151000.0,8595000.0,0.0,8746000.0,283000.0,0.0,0.0,0.0
,changeInWorkingCapital,-25440902.0,-117610000.0,30145000.0,-22978000.0,39648000.0,-48430000.0,-14600000.0,50100000.0,-651000.0,39251000.0,-46300000.0,30100000.0,31500000.0,-1300000.0,-6395000.0,-15605000.0,-24700000.0,-2500000.0,39800000.0,-18600000.0,-69200000.0
,accountsReceivables,11344000.0,11034000.0,-8278000.0,-11762000.0,-7888000.0,2395000.0,7181000.0,1114000.0,-64182000.0,-283000.0,547000.0,2077000.0,640000.0,812000.0,717000.0,0.0,854000.0,3368000.0,4152000.0,9000000.0,7800000.0
,inventory,3601000.0,337000.0,-8424000.0,-7801000.0,-1526000.0,-9717000.0,6977000.0,-10708000.0,-13366000.0,-6457000.0,1047000.0,498000.0,1121000.0,553000.0,910000.0,-5371000.0,498000.0,1067000.0,3077000.0,-19600000.0,14200000.0
,accountsPayables,-5772000.0,-14155000.0,60863000.0,10840000.0,-519000.0,14563000.0,-9951000.0,-702000.0,28529000.0,-5187000.0,30461000.0,-81704000.0,-35606000.0,22542000.0,10809000.0,0.0,37267000.0,27933000.0,5053000.0,16800000.0,-500000.0
,otherWorkingCapital,334098.0,25775000.0,143385000.0,113240000.0,136218000.0,96570000.0,145000000.0,159600000.0,109500000.0,110151000.0,70900000.0,117200000.0,87100000.0,55600000.0,56900000.0,63295000.0,78900000.0,103600000.0,106100000.0,66300000.0,84900000.0
,otherNonCashItems,0.0,38469000.0,-8321000.0,56093000.0,350000.0,21016000.0,26300000.0,-24300000.0,12600000.0,-11213000.0,25300000.0,79600000.0,13800000.0,18700000.0,8400000.0,625000.0,13000000.0,14600000.0,53400000.0,11700000.0,-20600000.0
,netCashProvidedByOperatingActivites,454464000.0,366952000.0,295893000.0,297389000.0,346044000.0,335674000.0,314000000.0,270500000.0,216900000.0,134290000.0,306100000.0,236000000.0,94900000.0,214600000.0,151300000.0,113979000.0,123100000.0,88000000.0,122800000.0,79900000.0,70000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-97929000.0,-103685000.0,-99422000.0,-75232000.0,-101727000.0,-90773000.0,-83778000.0,-99181000.0,-67259000.0,-79162000.0,-98404000.0,-72093000.0,-86861000.0,-88125000.0,-61792000.0,-58846000.0,-46029000.0,-43618000.0,-48811000.0,-49500000.0,-39900000.0
,acquisitionsNet,0.0,0.0,-200174000.0,0.0,0.0,-390221000.0,-390000000.0,-415813000.0,-318476000.0,-169000000.0,-169000000.0,-24565000.0,-170077000.0,-1515000.0,-887000.0,-10000000.0,-10000000.0,0.0,-1023000.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-2489000.0,-2671000.0,0.0,-6858000.0,-38916000.0,-8819000.0,-18726000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12629000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,280000.0,42508000.0,14013000.0,20344000.0,89381000.0,20928000.0,19024000.0,-14025000.0,0.0,0.0,0.0,0.0,0.0,-1740000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,190000.0,-97093000.0,-301805000.0,-35395000.0,-70047000.0,-469815000.0,-33300000.0,-502900000.0,-385400000.0,-237939000.0,-104300000.0,-89600000.0,-260800000.0,-102900000.0,-71700000.0,-70453000.0,-53800000.0,173100000.0,-46900000.0,-132600000.0,-24600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-206000.0,-110000.0,-27650000.0,-735900000.0,-2146100000.0,-817600000.0,-773000.0,-2456000.0,-558000.0,-875083000.0,-529809000.0,-888637000.0,-392614000.0,-203604000.0,-342811000.0,0.0,-3504000.0,-244139000.0,-17059000.0,0.0,0.0
,commonStockIssued,39000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6443000.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-7054000.0,-1698000.0,16642000.0,-126300000.0,12759000.0,-17900000.0,4900000.0,-4800000.0,-26598000.0,-31300000.0,-37900000.0,-41400000.0,-11200000.0,-57300000.0,-124388000.0,-34100000.0,-20500000.0,200000.0,300000.0,4500000.0
