date,,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,revenue,82080000.0,140693000.0,242275000.0,330797000.0,222125000.0,99289000.0
,costOfRevenue,10803000.0,20643000.0,25393000.0,28854000.0,22578000.0,12665000.0
,grossProfit,71277000.0,120050000.0,216882000.0,301943000.0,199547000.0,86624000.0
,grossProfitRatio,0.868384502923977,0.85327628240211,0.895189350944175,0.912774299646006,0.898354530106922,0.872443070229331
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,57572000.0,62954000.0,73913000.0,55281000.0,33136000.0,8499000.0
,GeneralAndAdministrativeExpenses,7896000.0,18703000.0,-7559000.0,-16619000.0,-13822000.0,-12822000.0
,SellingAndMarketingExpenses,31372000.0,48870000.0,69651000.0,80668000.0,58105000.0,29194000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,199000000.0,339081000.0,209556000.0,209513000.0,135524000.0,54065000.0
,costAndExpenses,209803000.0,359724000.0,234949000.0,238367000.0,158102000.0,66730000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,928000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,7605000.0,8462000.0,8278000.0,5291000.0,2500000.0,1788000.0
,EBITDA,-118802000.0,-208733000.0,16702000.0,98259000.0,66676000.0,34293000.0
,EBITDARatio,-1.44739278752437,-1.48360614955968,0.0689381900732638,0.297037155717857,0.300173325830051,0.345385692272054
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-127723000.0,-219031000.0,7326000.0,92430000.0,64023000.0,32559000.0
,operatingIncomeRatio,-1.55607943469786,-1.55680097801596,0.0302383654937571,0.279416076929355,0.288229600450197,0.327921522021573
,totalOtherIncomeExpensesNet,-1316000.0,-1836000.0,-1098000.0,-538000.0,-153000.0,982000.0
,incomeBeforeTax,-126407000.0,-217195000.0,8424000.0,92968000.0,64176000.0,31577000.0
,incomeBeforeTaxRatio,-1.5400462962963,-1.54375128826594,0.034770405530905,0.2810424520174,0.288918401800788,0.318031201845119
,incomeTaxExpense,-1900000.0,10820000.0,834000.0,34492000.0,26199000.0,-8800000.0
,netIncome,-124507000.0,-228015000.0,7590000.0,58476000.0,37977000.0,40377000.0
,netIncomeRatio,-1.51689814814815,-1.62065632263155,0.031328036322361,0.176773066261181,0.170971299943725,0.406661362285852
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.68085,-3.15552,0.105977770387725,0.816788544053189,1.10463972243953,2.33665290400464
,EPSDiluted,-1.68085,-3.15552,0.102365716208409,0.77239221171979,1.03571096047117,2.10775390024781
,weightedAverageShsOut,74073665.0,72259063.0,71618793.0,71592581.0,34379535.0,17279845.0
,weightedAverageShsOutDil,74073665.0,72259063.0,74145918.0,75707651.0,36667566.0,19156411.0
