date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-75240000.0,-152600000.0,-158899000.0,-95154000.0,-112444000.0,-106794000.0,-90722000.0,-66720000.0,-69949000.0,-48597000.0,-57308000.0,-30565000.0,-20829000.0,-59971000.0,-52052000.0,-20555000.0,-15971000.0,-17352000.0,-18038000.0
,depreciationAndAmortization,9335000.0,21530000.0,14483000.0,4438000.0,2257000.0,1365000.0,1404000.0,1327000.0,1207000.0,1602000.0,2395000.0,2837000.0,2830000.0,632000.0,1532000.0,3132000.0,3273000.0,576000.0,678000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,13484000.0,25456000.0,23478000.0,14917000.0,14126000.0,9316000.0,6089000.0,12340000.0,10439000.0,5189000.0,2410000.0,3035000.0,3205000.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-32914000.0,19275000.0,-43099000.0,109867000.0,-101598000.0,64003000.0,-69028000.0,67013000.0,11774000.0,37585000.0,35410000.0,-11284000.0,-46347000.0,6050000.0,4044000.0,7924000.0,5024000.0,43000.0,1256000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,-667000.0,900000.0,-622000.0,8522000.0,-8526000.0,-106000.0,5512000.0,827000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-22357000.0,-22310000.0,-18710000.0,-312000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257000.0,-257000.0,0.0,0.0,0.0,0.0
,accountsPayables,-3448000.0,4848000.0,3417000.0,-1915000.0,1181000.0,1246000.0,-523000.0,-657000.0,126000.0,-289000.0,643000.0,781000.0,-3513000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,37983000.0,155606000.0,136331000.0,179430000.0,69563000.0,171161000.0,107158000.0,176186000.0,109173000.0,97399000.0,59814000.0,24404000.0,35688000.0,82035000.0,75985000.0,71941000.0,64017000.0,0.0,0.0
,otherNonCashItems,3679000.0,11972000.0,2755000.0,-209000.0,602000.0,272000.0,386000.0,926000.0,2190000.0,1028000.0,10413000.0,19675000.0,-5721000.0,-3896000.0,3283000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-92251000.0,-121252000.0,-131301000.0,-77518000.0,-107051000.0,-92559000.0,-73738000.0,-58673000.0,-43809000.0,-47116000.0,-51370000.0,-33552000.0,-17035000.0,-32032000.0,-37240000.0,-22858000.0,-7332000.0,-14406000.0,-14283000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-4072000.0,-22401000.0,-4187000.0,-669000.0,-7757000.0,-6970000.0,-1667000.0,-1629000.0,-2931000.0,-1142000.0,-420000.0,-377000.0,-4098000.0,-3647000.0,-1125000.0,-562000.0,-1863000.0,-138000.0,-468000.0
,acquisitionsNet,-7000000.0,-7000000.0,-11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-201786000.0,-215191000.0,-213804000.0,-227672000.0,-126754000.0,-208936000.0,-44807000.0,-192044000.0,-206149000.0,-111205000.0,-80835000.0,-14289000.0,-35755000.0,-98500000.0,-79205000.0,-84014000.0,-49637000.0,-7022000.0,-28425000.0
,salesMaturitiesOfInvestments,179475000.0,201810000.0,284457000.0,119638000.0,220760000.0,130110000.0,137071000.0,142321000.0,169387000.0,77729000.0,30750000.0,34541000.0,69969000.0,98550000.0,73995000.0,65869000.0,5549000.0,25000000.0,11630000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-26532000.0,-42782000.0,55466000.0,-108703000.0,86249000.0,-85796000.0,90597000.0,-51352000.0,-39693000.0,-34618000.0,-50505000.0,19875000.0,30116000.0,-3597000.0,-20380000.0,-18707000.0,-45951000.0,17840000.0,-17263000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,-10988000.0,0.0,0.0,-15000000.0,0.0,0.0,0.0,-817000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,108538000.0,65948000.0,0.0,185936000.0,615000.0,183897000.0,130000.0,80856000.0,71780000.0,91298000.0,87471000.0,2314000.0,204000.0,171000.0,45495000.0,33270000.0,46541000.0,14806000.0,32385000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43000.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,293000.0,0.0,0.0,0.0,224000.0,307000.0,132000.0,0.0,19732000.0,0.0,30000000.0,17405000.0,0.0,-136000.0,100000.0,0.0
,netCashUsedProvidedByFinancingActivities,109499000.0,154351000.0,99071000.0,187842000.0,531000.0,173959000.0,9901000.0,125401000.0,59042000.0,91440000.0,87631000.0,22059000.0,1392000.0,35652000.0,62900000.0,33705000.0,46405000.0,14863000.0,32370000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
