date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,712000000.0,449900000.0,598700000.0,555100000.0,591200000.0,507577000.0,400042000.0,348380000.0,329142000.0,282758000.0,242552000.0,126614000.0
,depreciationAndAmortization,192000000.0,323700000.0,296100000.0,237400000.0,224600000.0,215484000.0,143483000.0,134578000.0,104199000.0,78619000.0,68126000.0,71199000.0
,deferredIncomeTax,31000000.0,-29300000.0,18300000.0,-73600000.0,14800000.0,-4050000.0,24491000.0,44140000.0,63261000.0,21321000.0,10294000.0,12190000.0
,stockBasedCompensation,47000000.0,42700000.0,38500000.0,31800000.0,44500000.0,44618000.0,35604000.0,36017000.0,37807000.0,22656000.0,21298000.0,12744000.0
,changeInWorkingCapital,110900000.0,-66800000.0,59900000.0,-619300000.0,753988000.0,-487901000.0,-430453000.0,238457000.0,-298795000.0,584451000.0,-405513000.0,38265000.0
,accountsReceivables,1000000.0,-70300000.0,-17400000.0,-45500000.0,-5700000.0,-14609000.0,-54515000.0,2106000.0,-6425000.0,-25926000.0,-24559000.0,-1990000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,24000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-636000000.0,-746900000.0,-680100000.0,-740000000.0,-120700000.0,-874688000.0,-386787000.0,43666000.0,-194791000.0,104004000.0,-480447000.0,-74934000.0
,otherNonCashItems,0.0,10100000.0,4200000.0,4200000.0,5000000.0,12899000.0,2638000.0,3161000.0,2602000.0,279979000.0,12016000.0,5151000.0
,netCashProvidedByOperatingActivites,1068000000.0,956300000.0,934400000.0,743500000.0,546100000.0,623687000.0,489452000.0,506920000.0,468229000.0,375721000.0,336032000.0,326401000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-224000000.0,-216800000.0,-231000000.0,-183500000.0,-156500000.0,-166138000.0,-146818000.0,-145976000.0,-74373000.0,-59829000.0,-38641000.0,-38694000.0
,acquisitionsNet,-275000000.0,-704000000.0,-153000000.0,-915000000.0,641000000.0,-2942000000.0,116000000.0,-1000000.0,-807000000.0,-141000000.0,-205000000.0,-69000000.0
,purchasesOfInvestments,0.0,0.0,-100000.0,-300000.0,-300000.0,-266000.0,-5203000.0,-5870000.0,-4034000.0,-1549000.0,-516000.0,-575000.0
,salesMaturitiesOfInvestments,0.0,0.0,121900000.0,400000.0,9000000.0,101177000.0,513000.0,7484000.0,1932000.0,1730000.0,743000.0,886000.0
,otherInvestingActivites,0.0,-7400000.0,-3100000.0,-7200000.0,500000.0,554000.0,0.0,-561000.0,-250000.0,-3200000.0,283000.0,-85607000.0
,netCashUsedForInvestingActivites,-595800000.0,-927900000.0,-265400000.0,-1105500000.0,493200000.0,-3006317000.0,-35530000.0,-145626000.0,-883583000.0,-204129000.0,-243689000.0,-185340000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-250000000.0,-300000000.0,0.0,-770000000.0,-340000000.0,0.0,-190000000.0,-347224000.0,-555000000.0,0.0,-163754000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,720848000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-300000000.0,-438600000.0,-276300000.0,-326800000.0,-20456000.0,-778484000.0,-277411000.0,-162275000.0,-381776000.0,-420061000.0,-46740000.0
,dividendsPaid,0.0,-163500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-27700000.0,-18500000.0,-11200000.0,22900000.0,7824000.0,14758000.0,102571000.0,50218000.0,42092000.0,40843000.0,19976000.0
,netCashUsedProvidedByFinancingActivities,-445200000.0,10900000.0,-669800000.0,362500000.0,-1032800000.0,2481013000.0,-579078000.0,-284472000.0,313555000.0,-34780000.0,-108787000.0,-102809000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,6700000.0,6100000.0,-2000000.0,6700000.0,-9700000.0,606000.0,-1286000.0,-840000.0,15000.0,-183000.0,-109000.0,90000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,45100000.0,-2800000.0,7200000.0,-3200000.0,98989000.0,-126442000.0,75982000.0,-101784000.0,136629000.0,-16553000.0,38342000.0
,cashAtEndOfPeriod,0.0,184600000.0,139500000.0,142300000.0,135100000.0,138348000.0,39359000.0,165801000.0,89819000.0,191603000.0,54974000.0,71527000.0
,cashAtBeginningOfPeriod,0.0,139500000.0,142300000.0,135100000.0,138300000.0,39359000.0,165801000.0,89819000.0,191603000.0,54974000.0,71527000.0,33185000.0
,operatingCashFlow,1068000000.0,956300000.0,934400000.0,743500000.0,546100000.0,623687000.0,489452000.0,506920000.0,468229000.0,375721000.0,336032000.0,326401000.0
,capitalExpenditure,0.0,-216800000.0,-231000000.0,-183500000.0,-156500000.0,-166138000.0,-146818000.0,-145976000.0,-74373000.0,-59829000.0,-38641000.0,-38694000.0
