date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,958954000.0,1018366000.0,1612408000.0,1396742000.0,1145292000.0,1075341000.0,1111626000.0,1635406000.0,1768631000.0,2155792000.0,2101865000.0,1657569000.0,2245152000.0,2204785000.0,2041525000.0,1882305000.0,1843721000.0,1622370000.0,1528454000.0,1501059000.0,1447284000.0,1355300000.0,1361800000.0,1381300000.0,1355700000.0,1323000000.0,1194300000.0,1065700000.0,1097800000.0,1056900000.0,1124800000.0,1083600000.0,1009000000.0,871100000.0,725200000.0,651100000.0
,costOfRevenue,665198000.0,709550000.0,1156475000.0,980521000.0,794075000.0,773661000.0,826541000.0,1305682000.0,1470769000.0,1742605000.0,1643200000.0,1343297000.0,1841485000.0,1788122000.0,1626733000.0,1501355000.0,1461514000.0,1241096000.0,1143324000.0,1133676000.0,1002868000.0,928400000.0,954500000.0,983100000.0,973800000.0,957300000.0,853900000.0,745600000.0,775300000.0,763700000.0,826400000.0,779200000.0,714800000.0,628500000.0,519500000.0,480100000.0
,grossProfit,293756000.0,308816000.0,455933000.0,416221000.0,351217000.0,301680000.0,285085000.0,329724000.0,297862000.0,413187000.0,458665000.0,314272000.0,403667000.0,416663000.0,414792000.0,380950000.0,382207000.0,381274000.0,385130000.0,367383000.0,444416000.0,426900000.0,407300000.0,398200000.0,381900000.0,365700000.0,340400000.0,320100000.0,322500000.0,293200000.0,298400000.0,304400000.0,294200000.0,242600000.0,205700000.0,171000000.0
,grossProfitRatio,0.30632960496541,0.303246573432342,0.282765280251648,0.297994189334895,0.306661532604786,0.28054356711034,0.256457657521505,0.201615990157796,0.168413874912291,0.191663666995703,0.218218106300833,0.189598140409238,0.179794953749234,0.188981238533462,0.203177526603887,0.202384841988944,0.207301972478482,0.235010509316617,0.251973562828845,0.244749207059816,0.307068965040725,0.314985612041614,0.299089440446468,0.288279157315572,0.28169949103784,0.276417233560091,0.285020514108683,0.300365956648212,0.293769356895609,0.277415081843126,0.265291607396871,0.280915466961979,0.291575817641229,0.278498450235335,0.283645890788748,0.262632468130856
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,40961000.0,40221000.0,36359000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,202413000.0,164285000.0,229350000.0,211912000.0,240319000.0,216232000.0,284105000.0,172208000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282995000.0,254595000.0,241800000.0,235200000.0,233700000.0,226500000.0,223100000.0,212000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-5505000.0,-14371000.0,-17541000.0,-548000.0,-103000.0,79000.0,-2577000.0,-472000.0,-3080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,202413000.0,211893000.0,278392000.0,255011000.0,241447000.0,217302000.0,284620000.0,180542000.0,302658000.0,294802000.0,293736000.0,272259000.0,297119000.0,319065000.0,305211000.0,310882000.0,312441000.0,309279000.0,282459000.0,282995000.0,304947000.0,290300000.0,278300000.0,278700000.0,276100000.0,269400000.0,254700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,867611000.0,921443000.0,1434867000.0,1235532000.0,1035522000.0,990963000.0,1111161000.0,1486224000.0,1773427000.0,2037407000.0,1936936000.0,1615556000.0,2138604000.0,2107187000.0,1931944000.0,1812237000.0,1773955000.0,1550375000.0,1425783000.0,1416671000.0,1307815000.0,1218700000.0,1232800000.0,1261800000.0,1249900000.0,1226700000.0,1108600000.0,971300000.0,994100000.0,1028800000.0,1058800000.0,993000000.0,912400000.0,803500000.0,670200000.0,618100000.0
,interestExpense,21880000.0,20547000.0,29794000.0,24258000.0,20194000.0,14038000.0,14926000.0,24428000.0,26028000.0,28409000.0,44568000.0,63918000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
