date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,revenue,15141000.0,4131000.0,0.0,0.0,0.0,47712.0,23727.0,0.0,669310.0,1940887.0,3693167.0,5284058.0,7477219.0,7395651.0,6894358.0,5918055.0,513995.0,1575546.0,1176490.0,1861941.0,3671775.0,5000000.0,5200000.0,4800000.0,4400000.0,720000.0,90000.0,0.0,0.0,0.0
,costOfRevenue,9508000.0,3935000.0,0.0,0.0,0.0,6274.0,7467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1077667.0,-900000.0,-700000.0,-300000.0,7400000.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,5633000.0,196000.0,0.0,0.0,0.0,41438.0,16260.0,0.0,669310.0,1940887.0,3693167.0,5284058.0,7477219.0,7395651.0,6894358.0,5918055.0,513995.0,1575546.0,1176490.0,1861941.0,4749442.0,5900000.0,5900000.0,5100000.0,-3000000.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.372036193118024,0.0474461389494069,0.0,0.0,0.0,0.868502682763246,0.685295233278543,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.29350028256089,1.18,1.13461538461538,1.0625,-0.681818181818182,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,11470000.0,9748000.0,8507377.0,7595182.0,4645560.0,4075572.0,2765492.0,2749430.0,2375339.0,3457373.0,4829943.0,7901522.0,20069229.0,23739392.0,21671117.0,17325048.0,10523252.0,14252196.0,31308427.0,52858838.0,41715598.0,35500000.0,15100000.0,9000000.0,0.0,5940000.0,3670000.0,4770000.0,650000.0,0.0
,GeneralAndAdministrativeExpenses,19661000.0,27336000.0,17997069.0,3156138.0,4775050.0,3118269.0,3756548.0,2990589.0,2797971.0,3051511.0,3397866.0,4104287.0,7764532.0,7386570.0,7393722.0,5920455.0,6570664.0,7022986.0,13932133.0,15815353.0,12673851.0,8000000.0,5800000.0,4900000.0,3400000.0,2460000.0,1550000.0,1550000.0,810000.0,20000.0
,SellingAndMarketingExpenses,7815000.0,3103000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,82000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
