Date,2018-04,2017-04,2016-04,2015-04,2014-04
Cash and cash equivalents,42000000.0,47000000.0,61000000.0,68000000.0,77000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,4000000.0,7000000.0,2000000.0,3000000.0,1000000.0
Inventories,16000000.0,33000000.0,16000000.0,7000000.0,6000000.0
Total current assets,28000000.0,29000000.0,27000000.0,17000000.0,5000000.0
Property Plant & Equipment Net,26000000.0,24000000.0,24000000.0,15000000.0,2000000.0
Goodwill and Intangible Assets,0,0,0,0,0
Long-term investments,,,,,
Tax assets,,,,,
Total non-current assets,2000000.0,2000000.0,1000000.0,1000000.0,1000000.0
Total assets,96000000.0,118000000.0,109000000.0,97000000.0,91000000.0
Payables,2000000.0,6000000.0,8000000.0,10000000.0,2000000.0
Short-term debt,,,,,
Total current liabilities,38000000.0,63000000.0,58000000.0,37000000.0,22000000.0
Long-term debt,,,,,
Total debt,,,,,
Deferred revenue,000000.0,000000.0,000000.0,000000.0,0000000.0
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,2000000.0,2000000.0,1000000.0,1000000.0,1000000.0
Total liabilities,40000000.0,65000000.0,59000000.0,38000000.0,23000000.0
Other comprehensive income,,,,,
Retained earnings (deficit),-559000000.0,-537000000.0,-509000000.0,-454000000.0,-403000000.0
Total shareholders equity,56000000.0,54000000.0,50000000.0,59000000.0,68000000.0
Investments,,,,,
Net Debt,-42000000,-47000000,-61000000,-68000000,-77000000
Other Assets,6000000,5000000,3000000,2000000,2000000
Other Liabilities,7000000,9000000,8000000,6000000,4000000
