date,,2020-10-02_FY,2019-09-27_FY,2018-09-28_FY,2017-09-29_FY,2016-09-30_FY,2015-10-02_FY,2014-10-03_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-461435000.0,448549000.0,567885000.0,373923000.0,287806000.0,235946000.0,149000000.0,69356000.0,103551000.0,83846000.0
,depreciationAndAmortization,595195000.0,592573000.0,596182000.0,508212000.0,495765000.0,504033000.0,521600000.0,542136000.0,529213000.0,516290000.0
,deferredIncomeTax,-134048000.0,40503000.0,-104289000.0,-37856000.0,52416000.0,-4108000.0,37400000.0,-17791000.0,-66613000.0,-39890000.0
,stockBasedCompensation,30339000.0,55280000.0,88276000.0,65155000.0,56942000.0,66416000.0,96332000.0,19417000.0,15678000.0,17317000.0
,changeInWorkingCapital,2375264000.0,-458177000.0,126222000.0,-22782000.0,109691000.0,112135000.0,188088000.0,-123915000.0,125000.0,-278649000.0
,accountsReceivables,362708000.0,-78771000.0,-45891000.0,-111423000.0,0.0,81284000.0,-226756000.0,0.0,0.0,0.0
,inventory,-25675000.0,-49732000.0,-40187000.0,-21147000.0,-9625000.0,-29587000.0,-19810000.0,-34950000.0,-50324000.0,-26000000.0
,accountsPayables,-342069000.0,17680000.0,26658000.0,93965000.0,-24231000.0,-99265000.0,9657000.0,74462000.0,83981000.0,27012000.0
,otherWorkingCapital,2328353000.0,-46911000.0,411266000.0,285044000.0,307826000.0,198135000.0,86000000.0,-102088000.0,21827000.0,21702000.0
,otherNonCashItems,0.0,-83885000.0,88276000.0,65155000.0,52920000.0,66416000.0,96300000.0,34558000.0,15448000.0,-8429000.0
,netCashProvidedByOperatingActivites,2509188000.0,984227000.0,1047351000.0,1053387000.0,806640000.0,802192000.0,398200000.0,695907000.0,691761000.0,303608000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-418508000.0,-503090000.0,-628604000.0,-552729000.0,-722135000.0,-524384000.0,-545194000.0,-414951000.0,-497874000.0,-455859000.0
,acquisitionsNet,-4000000.0,301000000.0,-245000000.0,6000000.0,-23000000.0,0.0,17000000.0,0.0,-21000000.0,82000000.0
,purchasesOfInvestments,0.0,-50000000.0,-24410000.0,-100000000.0,0.0,-50176000.0,-4730000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,343569000.0,-2212262000.0,-25755000.0,5340000.0,70226000.0,44702000.0,17893000.0,6568000.0,-16993000.0
,netCashUsedForInvestingActivites,1965000.0,-209521000.0,-2865276000.0,-678484000.0,-679745000.0,-504334000.0,-505200000.0,-385388000.0,-481576000.0,-363147000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-654560000.0,-973689000.0,-3911992000.0,-1363534000.0,-209621000.0,-1978606000.0,-3314853000.0,-288940000.0,-31236000.0
,commonStockIssued,90022000.0,39087000.0,21507000.0,28779000.0,35705000.0,39946000.0,4408000.0,5597000.0,11258000.0,4593000.0
,commonStockRepurchased,-6540000.0,-10913000.0,-2903000.0,-71221000.0,-749000.0,-10230000.0,523800000.0,-42399000.0,-37704000.0,-16149000.0
,dividendsPaid,-110893000.0,-108439000.0,-103115000.0,-100813000.0,-92074000.0,-81898000.0,-52200000.0,0.0,0.0,-711172000.0
,otherFinancingActivites,0.0,39020000.0,2873860000.0,3795327000.0,5933000.0,133773000.0,2138869000.0,-101278000.0,-12785000.0,23807000.0
,netCashUsedProvidedByFinancingActivities,-89976000.0,-734892000.0,1794153000.0,-288686000.0,-96731000.0,-287132000.0,107800000.0,-336269000.0,-286827000.0,112000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,-8196000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2262545000.0,31618000.0,-23772000.0,86217000.0,30164000.0,10726000.0,700000.0,-25750000.0,-76642000.0,52461000.0
,cashAtEndOfPeriod,2509188000.0,246643000.0,215025000.0,238797000.0,152580000.0,122726000.0,111700000.0,110998000.0,136748000.0,213390000.0
,cashAtBeginningOfPeriod,246643000.0,215025000.0,238797000.0,152580000.0,122416000.0,112000000.0,111000000.0,136748000.0,213390000.0,160929000.0
,operatingCashFlow,2509188000.0,984227000.0,1047351000.0,1053387000.0,806640000.0,802192000.0,398200000.0,695907000.0,691761000.0,303608000.0
,capitalExpenditure,-418508000.0,-503090000.0,-628604000.0,-552729000.0,-722135000.0,-524384000.0,-545194000.0,-414951000.0,-497874000.0,-455859000.0
,freeCashFlow,2090680000.0,481137000.0,418747000.0,500658000.0,84505000.0,277808000.0,-147000000.0,280956000.0,193887000.0,-152251000.0
