date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-16706000.0,-5739000.0,5310000.0,44638000.0,98094000.0,84467501.0,40983836.0
,depreciationAndAmortization,76173000.0,76140000.0,73588000.0,62280000.0,53453000.0,45808750.0,36608168.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,1503000.0,1074000.0,1412000.0,1573000.0,1643000.0,1122305.0,728589.0
,changeInWorkingCapital,-368000.0,7368000.0,-9330000.0,-15200000.0,3660000.0,1068183.0,1234479.0
,accountsReceivables,-6429000.0,-2144000.0,-7831000.0,1991000.0,-1855000.0,4642465.0,-7963729.0
,inventory,-856000.0,-781000.0,-1074000.0,-3457000.0,1331000.0,1113604.0,-1102855.0
,accountsPayables,0.0,0.0,0.0,-6040000.0,8394000.0,-7223528.0,12894233.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,198000.0,118523.0,-316559.0
,otherNonCashItems,-12012000.0,-4146000.0,2438000.0,-6751000.0,-17041000.0,-2467445.0,-768058.0
,netCashProvidedByOperatingActivites,49700000.0,77517000.0,75921000.0,86748000.0,149554000.0,129843692.0,78810288.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-3267000.0,-830000.0,-184295000.0,-240987000.0,-240138000.0,-230407158.0,-466298683.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-25000000.0,0.0,0.0,0.0,-10000000.0
,salesMaturitiesOfInvestments,0.0,0.0,25000000.0,0.0,0.0,0.0,20000000.0
,otherInvestingActivites,2182000.0,1003000.0,1270000.0,11275000.0,2324000.0,1802726.0,0.0
,netCashUsedForInvestingActivites,-90409000.0,-42327000.0,-183025000.0,-238153000.0,-205856000.0,-228604432.0,-456298683.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-189847000.0,-118352000.0,-379352000.0,-204092000.0,-70266000.0,-182625308.0,-35751183.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,246570000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-5881000.0,-1029000.0,-3877000.0,-2680000.0,-5879000.0,-827754.0,-22460694.0
,netCashUsedProvidedByFinancingActivities,35324000.0,-25784000.0,111941000.0,120898000.0,81555000.0,-33453062.0,431358123.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-5385000.0,9406000.0,4837000.0,-30507000.0,25253000.0,-132213802.0,53869728.0
,cashAtEndOfPeriod,66130000.0,71515000.0,62109000.0,57272000.0,87779000.0,62526243.0,194740045.0
,cashAtBeginningOfPeriod,71515000.0,62109000.0,57272000.0,87779000.0,62526000.0,194740045.0,140870317.0
,operatingCashFlow,49700000.0,77517000.0,75921000.0,86748000.0,149554000.0,129843692.0,78810288.0
,capitalExpenditure,-3267000.0,-830000.0,-184295000.0,-249428000.0,-240138000.0,-230407158.0,-466298683.0
,freeCashFlow,46433000.0,76687000.0,-108374000.0,-162680000.0,-90584000.0,-100563466.0,-387488395.0
