date,,2020-07-31_FY,2019-07-31_FY,2018-07-31_FY,2017-07-31_FY,2016-07-31_FY,2015-07-31_FY
,revenue,431269000.0,302836000.0,190174000.0,125717000.0,80325000.0,53707000.0
,costOfRevenue,95733000.0,59669000.0,37875000.0,27472000.0,20127000.0,14431000.0
,grossProfit,335536000.0,243167000.0,152299000.0,98245000.0,60198000.0,39276000.0
,grossProfitRatio,0.778020214761553,0.80296596177469,0.800840283109153,0.781477445373339,0.749430438842204,0.731301320125868
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,97879000.0,61969000.0,39379000.0,33561000.0,20940000.0,15034000.0
,GeneralAndAdministrativeExpenses,73632000.0,46598000.0,31135000.0,20521000.0,9399000.0,4469000.0
,SellingAndMarketingExpenses,277981000.0,169913000.0,116409000.0,79236000.0,56702000.0,32191000.0
,otherExpenses,-224000.0,-329000.0,79000.0,490000.0,-416000.0,-181000.0
,operatingExpenses,449492000.0,278480000.0,186923000.0,0.0,0.0,0.0
,costAndExpenses,545225000.0,338149000.0,224798000.0,160790000.0,107168000.0,66125000.0
,interestExpense,5025000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,21118000.0,11306000.0,7988000.0,6840000.0,4872000.0,2854000.0
,EBITDA,-92838000.0,-24007000.0,-26636000.0,-28233000.0,-21971000.0,-9564000.0
,EBITDARatio,-0.215267037510231,-0.0792739304442008,-0.140061207105072,-0.224575833021787,-0.273526299408652,-0.178077345597408
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-113956000.0,-35313000.0,-34624000.0,-35073000.0,-26843000.0,-12418000.0
,operatingIncomeRatio,-0.264234155480686,-0.116607668837258,-0.182064845877985,-0.278983749214506,-0.334179894179894,-0.231217532165267
,totalOtherIncomeExpensesNet,-224000.0,-329000.0,79000.0,490000.0,-416000.0,-181000.0
,incomeBeforeTax,-112728000.0,-27912000.0,-32309000.0,-34583000.0,-26970000.0,-12599000.0
,incomeBeforeTaxRatio,-0.261386744699944,-0.0921686985695228,-0.169891783314228,-0.275086106095437,-0.335760971055089,-0.234587670136109
,incomeTaxExpense,2388000.0,743000.0,1337000.0,877000.0,468000.0,233000.0
,netIncome,-115116000.0,-28655000.0,-33646000.0,-35460000.0,-27438000.0,-12832000.0
,netIncomeRatio,-0.266923892048814,-0.0946221717365174,-0.176922187049754,-0.282062091841199,-0.341587301587302,-0.238926024540563
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.89,-0.23,-0.63,-0.35,-0.348233,-0.127593
,EPSDiluted,-0.89,-0.23,-0.63,-0.35,-0.348233,-0.127593
,weightedAverageShsOut,129323000.0,123566000.0,63881000.0,101722000.0,103626000.0,101722000.0
,weightedAverageShsOutDil,129323000.0,123566000.0,63881000.0,101722000.0,103626000.0,101722000.0
