date,,2020-07-31_FY,2019-07-31_FY,2018-07-31_FY,2017-07-31_FY,2016-07-31_FY,2015-07-31_FY,2014-07-31_FY,2013-07-31_FY,2012-07-31_FY,2011-07-31_FY,2010-07-31_FY,2009-07-31_FY,2008-07-31_FY,2007-07-31_FY,2006-07-31_FY,2005-07-31_FY,2004-07-31_FY,2003-07-31_FY,2002-07-31_FY,2001-07-31_FY,2000-07-31_FY,1999-07-31_FY,1998-07-31_FY,1997-07-31_FY,1996-07-31_FY
,revenue,7679000000.0,6784000000.0,5964000000.0,5177000000.0,4694000000.0,4192000000.0,4506000000.0,4171000000.0,4151000000.0,3851000000.0,3455000000.0,3182537000.0,3074974000.0,2672947000.0,2342303000.0,2037703000.0,1867663000.0,1581491000.0,1358348000.0,1261461000.0,1093825000.0,847600000.0,592700000.0,598900000.0,538600000.0
,costOfRevenue,1378000000.0,1167000000.0,977000000.0,809000000.0,752000000.0,725000000.0,668000000.0,577000000.0,760000000.0,671000000.0,653000000.0,676848000.0,624258000.0,509446000.0,426189000.0,372653000.0,361597000.0,343964000.0,296830000.0,312040000.0,77979000.0,160800000.0,94400000.0,226400000.0,109300000.0
,grossProfit,6301000000.0,5617000000.0,4987000000.0,4368000000.0,3942000000.0,3467000000.0,3838000000.0,3594000000.0,3391000000.0,3180000000.0,2802000000.0,2505689000.0,2450716000.0,2163501000.0,1916114000.0,1665050000.0,1506066000.0,1237527000.0,1061518000.0,949421000.0,1015846000.0,686800000.0,498300000.0,372500000.0,429300000.0
,grossProfitRatio,0.82054955072275,0.827977594339623,0.836183769282361,0.843731891056597,0.83979548359608,0.827051526717557,0.851753217931647,0.861663869575641,0.81691158756926,0.82575954297585,0.810998552821997,0.787324389315819,0.796987551764665,0.809406621231173,0.818047024659064,0.817121042664216,0.806390660413576,0.782506508099003,0.781477206135688,0.752636030761157,0.928709802756382,0.810287871637565,0.840728867892694,0.621973618300217,0.797066468622354
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,1392000000.0,1233000000.0,1186000000.0,998000000.0,881000000.0,798000000.0,758000000.0,685000000.0,669000000.0,634000000.0,573000000.0,566232000.0,605818000.0,472516000.0,398983000.0,305241000.0,281129000.0,255821000.0,203522000.0,207085000.0,169083000.0,143400000.0,108600000.0,93000000.0,0.0
,GeneralAndAdministrativeExpenses,679000000.0,597000000.0,664000000.0,553000000.0,518000000.0,483000000.0,465000000.0,422000000.0,388000000.0,354000000.0,348000000.0,288101000.0,1154613000.0,1033451000.0,934348000.0,808915000.0,747289000.0,652193000.0,562347000.0,522487000.0,487662000.0,382200000.0,319200000.0,199500000.0,366800000.0
,SellingAndMarketingExpenses,2048000000.0,1927000000.0,1634000000.0,1420000000.0,1289000000.0,1288000000.0,1281000000.0,1219000000.0,1118000000.0,1111000000.0,976000000.0,927174000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-3000000.0,-4000000.0,8000000.0,-5000000.0,-7000000.0,-7000000.0,4000000.0,4000000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,4125000000.0,3763000000.0,3490000000.0,2973000000.0,2700000000.0,2581000000.0,2524000000.0,2361000000.0,2214000000.0,2143000000.0,1939000000.0,1781507000.0,1764431000.0,1505967000.0,1343233000.0,1124407000.0,1042553000.0,851489000.0,778292000.0,744521000.0,869949000.0,666900000.0,481000000.0,351200000.0,435200000.0
,costAndExpenses,5503000000.0,4930000000.0,4467000000.0,3782000000.0,3452000000.0,3306000000.0,3192000000.0,2938000000.0,2974000000.0,2814000000.0,2592000000.0,2458355000.0,2388689000.0,2015413000.0,1769422000.0,1497060000.0,1404150000.0,1195453000.0,1075122000.0,1056561000.0,947928000.0,827700000.0,575400000.0,577600000.0,544500000.0
,interestExpense,14000000.0,15000000.0,20000000.0,31000000.0,35000000.0,27000000.0,31000000.0,30000000.0,50000000.0,60000000.0,61000000.0,51184000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
