Date,2018-12-31,2017-12-31,2016-12-31
Revenue,4750000.0,708000.0,0.0
Revenue Growth,5.7090395480226,0.0,
Cost of Revenue,0.0,0.0,0.0
Gross Profit,0.0,708000.0,0.0
R&D Expenses,26368000.0,13622000.0,7778000.0
SG&A Expense,6106000.0,3614000.0,3369000.0
Operating Expenses,32474000.0,17331000.0,11151000.0
Operating Income,-27724000.0,-16623000.0,-11151000.0
Interest Expense,0.0,285000.0,261000.0
Earnings before Tax,0.0,-16830000.0,-11406000.0
Income Tax Expense,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-27724000.0,-16830000.0,-11406000.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-27724000.0,-16830000.0,-11406000.0
EPS,-25.65,-18.81,-21.61
EPS Diluted,-25.65,-18.81,-21.61
Weighted Average Shs Out,1066877.0,23909000.0,23909000.0
Weighted Average Shs Out (Dil),1066877.0,894901.0,527931.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.0,1.0,0.0
EBITDA Margin,-5.70105263158,-22.852,
EBIT Margin,-5.83663157895,-23.3686,0.0
Profit Margin,-5.83663157895,-23.771,
Free Cash Flow margin,-5.85031578947,-0.7924,0.0
EBITDA,-27080000.0,-16179000.0,-10947000.0
EBIT,-27724000.0,-16545000.0,-11145000.0
Consolidated Income,-27724000.0,-16830000.0,-11406000.0
Earnings Before Tax Margin,0.0,-23.7712,0.0
Net Profit Margin,-5.83663157895,-23.7712,0.0
