Date,2017-07-31,2017-07,2016-07-31,2016-07,2015-07-31,2015-07,2014-07-31,2014-07,2013-07-31,2013-07,2012-07-31
Revenue,486372000.0,486000000.0,508848000.0,509000000.0,540291000.0,540000000.0,517548000.0,518000000.0,550363000.0,550000000.0,516571000.0
Revenue Growth,0.000765432098765432,-0.0449014243939251,-0.000298624754420432,-0.0579150864996826,0.000538888888888889,0.0433814834566069,-0.000872586872586873,-0.0588030081964086,0.00066,0.0647132727156577,0.0
Cost of Revenue,287081000.0,287000000.0,280783000.0,281000000.0,310804000.0,311000000.0,297845000.0,298000000.0,333684000.0,334000000.0,323387000.0
Gross Profit,199291000.0,199000000.0,228065000.0,228000000.0,229487000.0,229000000.0,219703000.0,220000000.0,216679000.0,217000000.0,193184000.0
R&D Expenses,63505000.0,64000000.0,67119000.0,67000000.0,68462000.0,68000000.0,73828000.0,74000000.0,63990000.0,64000000.0,57230000.0
SG&A Expense,110869000.0,111000000.0,126092000.0,126000000.0,120780000.0,121000000.0,113304000.0,113000000.0,103795000.0,104000000.0,95991000.0
Operating Expenses,266051000.0,174000000.0,202852000.0,193000000.0,189242000.0,189000000.0,190615000.0,187000000.0,171304000.0,168000000.0,153221000.0
Operating Income,-66760000.0,25000000.0,25213000.0,35000000.0,40599000.0,40000000.0,29088000.0,33000000.0,45375000.0,49000000.0,39963000.0
Interest Expense,0.0,,3200000.0,,600000.0,,0.0,,0.0,,0.0
Earnings before Tax,-66263000.0,-66000000.0,20316000.0,20000000.0,7500000.0,41000000.0,900000.0,29000000.0,24901000.0,44000000.0,44199000.0
Income Tax Expense,7974000.0,8000000.0,8189000.0,8000000.0,7552000.0,8000000.0,-5442000.0,-5000000.0,12976000.0,13000000.0,1128000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income,-74237000.0,-74000000.0,12127000.0,12000000.0,33481000.0,33000000.0,34480000.0,34000000.0,31121000.0,31000000.0,43071000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Net Income Com,-74237000.0,-74000000.0,12127000.0,12000000.0,33481000.0,33000000.0,34480000.0,34000000.0,31121000.0,31000000.0,43071000.0
EPS,-5.96,-5.96,0.98,0.98,2.7,2.70,2.78,2.78,2.54,2.54,3.51
EPS Diluted,-5.96,-5.96,0.96,0.96,2.66,2.66,2.72,2.72,2.48,2.48,3.42
Weighted Average Shs Out,12456000.0,12000000.0,12402000.0,12000000.0,12407000.0,12000000.0,12404000.0,12000000.0,12247000.0,12000000.0,12265000.0
Weighted Average Shs Out (Dil),12456000.0,12000000.0,12615000.0,13000000.0,12606000.0,13000000.0,12667000.0,13000000.0,12569000.0,13000000.0,12576000.0
Dividend per Share,0.401573538857,,0.393499801823,,0.405441853086,,0.391726533512,,0.406874055215,,0.395992366412
Gross Margin,0.409750150091,0.40946502057613,0.448198676226,0.44793713163065,0.424747034468,0.42407407407407,0.424507485296,0.42471042471042,0.393701974878,0.39454545454545,0.373973761593
EBITDA Margin,-0.0866312205472,0.10699588477366,0.0946549853787,0.1139489194499,0.118280704287,0.11851851851852,0.0988217517989,0.10617760617761,0.113833960495,0.12,0.111771663527
EBIT Margin,-0.137261191023,-0.1358024691358,0.0495491777505,0.039292730844794,0.0751428396919,0.075925925925926,0.0562034825755,0.055984555984556,0.0824455859133,0.08,0.0773620663955
Profit Margin,-0.152634197692,-0.1522633744856,0.0238322642518,0.023575638506876,0.0619684577385,0.061111111111111,0.0666218399066,0.065637065637066,0.0565463157952,0.056363636363636,0.0833786643075
Free Cash Flow margin,0.135719161465,,0.0390411281955,,0.0532231704767,,0.0587655637738,,0.0288754876327,,0.0834425471039
EBITDA,-42135000.0,52000000.0,48165000.0,58000000.0,63906000.0,64000000.0,51145000.0,55000000.0,62650000.0,66000000.0,57738000.0
EBIT,-66760000.0,-66000000,25213000.0,20000000,40599000.0,41000000,29088000.0,29000000,45375000.0,44000000,39963000.0
Consolidated Income,-74237000.0,-74000000.0,12127000.0,12000000.0,33481000.0,33000000.0,34480000.0,34000000.0,31121000.0,31000000.0,43071000.0
Earnings Before Tax Margin,-0.136239339436,-0.1358024691358,0.0399254787284,0.039292730844794,0.0138814083522,0.075925925925926,0.00173896913909,0.055984555984556,0.0452446839631,0.08,0.0855622944377
Net Profit Margin,-0.152634197692,-0.1522633744856,0.0238322642518,0.023575638506876,0.0619684577385,0.061111111111111,0.0666218399066,0.065637065637066,0.0565463157952,0.056363636363636,0.0833786643075
