date,,2017-08-31_FY,2016-08-31_FY,2015-08-31_FY,2014-08-31_FY,2013-08-31_FY,2012-08-31_FY,2011-08-31_FY,2010-08-31_FY,2009-08-31_FY,2008-08-31_FY,2007-08-31_FY,2006-08-31_FY,2005-08-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2260000000.0,1336000000.0,2314000000.0,2740000000.0,2482000000.0,2045000000.0,1607000000.0,1109000000.0,2109000000.0,2024000000.0,993000000.0,689000000.0,255000000.0
,depreciationAndAmortization,748000000.0,727000000.0,716000000.0,691000000.0,615000000.0,622000000.0,613000000.0,602000000.0,548000000.0,573000000.0,527000000.0,519000000.0,488000000.0
,deferredIncomeTax,98000000.0,97000000.0,-349000000.0,12000000.0,262000000.0,292000000.0,135000000.0,10000000.0,262000000.0,47000000.0,-89000000.0,39000000.0,-86000000.0
,stockBasedCompensation,126000000.0,111000000.0,111000000.0,120000000.0,100000000.0,128000000.0,104000000.0,102000000.0,116000000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-89000000.0,42000000.0,-95000000.0,-632000000.0,-600000000.0,-109000000.0,280000000.0,-702000000.0,-1235000000.0,75000000.0,194000000.0,349000000.0,305000000.0
,accountsReceivables,-251000000.0,-450000000.0,68000000.0,-172000000.0,222000000.0,89000000.0,-310000000.0,-22000000.0,526000000.0,0.0,0.0,0.0,0.0
,inventory,-74000000.0,181000000.0,-425000000.0,-650000000.0,-192000000.0,-419000000.0,156000000.0,213000000.0,-638000000.0,-691000000.0,60000000.0,-25000000.0,6000000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-211000000.0,183000000.0,27000000.0,-519000000.0,-502000000.0,-158000000.0,-459000000.0,-413000000.0,-791000000.0,195000000.0,-140000000.0,21000000.0,0.0
,otherNonCashItems,149000000.0,312000000.0,350000000.0,67000000.0,-156000000.0,-60000000.0,49000000.0,290000000.0,158000000.0,80000000.0,229000000.0,78000000.0,775000000.0
,netCashProvidedByOperatingActivites,3226000000.0,2588000000.0,3108000000.0,3054000000.0,2740000000.0,3051000000.0,2814000000.0,1398000000.0,2239000000.0,2799000000.0,1854000000.0,1674000000.0,1737000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1311000000.0,-992000000.0,-1015000000.0,-1408000000.0,-829000000.0,-723000000.0,-595000000.0,-788000000.0,-991000000.0,-918000000.0,-563000000.0,-517000000.0,-281000000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-50000000.0,-93000000.0,-157000000.0,-716000000.0,-746000000.0,-732000000.0,-39000000.0,-7000000.0,-251000000.0,-59000000.0,-171000000.0,-150000000.0
,salesMaturitiesOfInvestments,215000000.0,180000000.0,97000000.0,392000000.0,933000000.0,757000000.0,451000000.0,50000000.0,132000000.0,149000000.0,73000000.0,321000000.0,300000000.0
,otherInvestingActivites,0.0,0.0,0.0,33000000.0,0.0,0.0,0.0,0.0,169000000.0,0.0,0.0,0.0,5000000.0
,netCashUsedForInvestingActivites,-1107000000.0,-864000000.0,-1019000000.0,-2095000000.0,-777000000.0,-1034000000.0,-975000000.0,-834000000.0,-726000000.0,-2027000000.0,-1911000000.0,-625000000.0,-1667000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1073000000.0,-578000000.0,-143000000.0,-31000000.0,-31000000.0,-787000000.0,-267000000.0,-106000000.0,-258000000.0,0.0,0.0,0.0,0.0
,commonStockIssued,103000000.0,81000000.0,137000000.0,248000000.0,257000000.0,117000000.0,65000000.0,56000000.0,39000000.0,114000000.0,83000000.0,116000000.0,173000000.0
,commonStockRepurchased,0.0,-3001000000.0,-835000000.0,-7082000000.0,-1095000000.0,-432000000.0,-502000000.0,-532000000.0,-398000000.0,-361000000.0,-197000000.0,-114000000.0,-234000000.0
,dividendsPaid,-948000000.0,-964000000.0,-938000000.0,-904000000.0,-802000000.0,-642000000.0,-602000000.0,-622000000.0,-552000000.0,-419000000.0,-258000000.0,-207000000.0,-174000000.0
,otherFinancingActivites,-719000000.0,662000000.0,25000000.0,34000000.0,306000000.0,132000000.0,101000000.0,43000000.0,29000000.0,190000000.0,62000000.0,-17000000.0,-57000000.0
,netCashUsedProvidedByFinancingActivities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,180000000.0,-2025000000.0,1334000000.0,-1301000000.0,385000000.0,711000000.0,1087000000.0,-471000000.0,343000000.0,747000000.0,-594000000.0,935000000.0,-512000000.0
,cashAtEndOfPeriod,1856000000.0,1676000000.0,3701000000.0,2367000000.0,3668000000.0,3283000000.0,2572000000.0,1485000000.0,1956000000.0,1613000000.0,866000000.0,1460000000.0,525000000.0
,cashAtBeginningOfPeriod,1676000000.0,3701000000.0,2367000000.0,3668000000.0,3283000000.0,2572000000.0,1485000000.0,1956000000.0,1613000000.0,866000000.0,1460000000.0,525000000.0,1037000000.0
